HourUTC;HourDK;PriceArea;BalancingPowerPriceDownEUR
30-12-2023;30-12-2023;DK1;30
30-12-2023;30-12-2023;DK2;30
30-12-2023;30-12-2023;DK2;50.099998
30-12-2023;30-12-2023;DK1;5,368
30-12-2023;30-12-2023;DK1;5,368
30-12-2023;30-12-2023;DK2;5,368
30-12-2023;30-12-2023;DK2;62.009998
30-12-2023;30-12-2023;DK1;62.009998
30-12-2023;30-12-2023;DK1;71.089996
30-12-2023;30-12-2023;DK2;71.089996
30-12-2023;30-12-2023;DK2;79.989998
30-12-2023;30-12-2023;DK1;79.989998
30-12-2023;30-12-2023;DK1;80.139999
30-12-2023;30-12-2023;DK2;79.919998
30-12-2023;30-12-2023;DK2;58
30-12-2023;30-12-2023;DK1;58
30-12-2023;30-12-2023;DK1;52.5
30-12-2023;30-12-2023;DK2;52.5
30-12-2023;30-12-2023;DK2;42.040001
30-12-2023;30-12-2023;DK1;42.040001
30-12-2023;30-12-2023;DK1;3,325
30-12-2023;30-12-2023;DK2;3,325
30-12-2023;30-12-2023;DK2;36.380001
30-12-2023;30-12-2023;DK1;36.380001
30-12-2023;30-12-2023;DK1;39.639999
30-12-2023;30-12-2023;DK2;39.639999
30-12-2023;30-12-2023;DK2;39.209999
30-12-2023;30-12-2023;DK1;39.209999
30-12-2023;30-12-2023;DK1;23
30-12-2023;30-12-2023;DK2;23
30-12-2023;30-12-2023;DK1;16
30-12-2023;30-12-2023;DK2;16
30-12-2023;30-12-2023;DK2;939
30-12-2023;30-12-2023;DK1;939
30-12-2023;30-12-2023;DK1;11
30-12-2023;30-12-2023;DK2;11
30-12-2023;30-12-2023;DK2;0
30-12-2023;30-12-2023;DK1;0
30-12-2023;30-12-2023;DK1;1,807
30-12-2023;30-12-2023;DK2;1,807
30-12-2023;30-12-2023;DK2;18.120001
30-12-2023;30-12-2023;DK1;18.120001
30-12-2023;30-12-2023;DK1;1,807
30-12-2023;30-12-2023;DK2;1,807
30-12-2023;30-12-2023;DK2;19.969999
30-12-2023;30-12-2023;DK1;19.969999
29-12-2023;30-12-2023;DK1;32.490002
29-12-2023;30-12-2023;DK2;2,084
29-12-2023;29-12-2023;DK1;1,935
29-12-2023;29-12-2023;DK2;1,935
29-12-2023;29-12-2023;DK1;2,534
29-12-2023;29-12-2023;DK2;2,534
29-12-2023;29-12-2023;DK2;28.129999
29-12-2023;29-12-2023;DK1;28.129999
29-12-2023;29-12-2023;DK1;3,002
29-12-2023;29-12-2023;DK2;3,002
29-12-2023;29-12-2023;DK2;3,076
29-12-2023;29-12-2023;DK1;3,076
29-12-2023;29-12-2023;DK1;34.119999
29-12-2023;29-12-2023;DK2;34.119999
29-12-2023;29-12-2023;DK2;35.869999
29-12-2023;29-12-2023;DK1;35.869999
29-12-2023;29-12-2023;DK1;40
29-12-2023;29-12-2023;DK2;3,302
29-12-2023;29-12-2023;DK2;3,065
29-12-2023;29-12-2023;DK1;1,501
29-12-2023;29-12-2023;DK1;1,295
29-12-2023;29-12-2023;DK2;30.9
29-12-2023;29-12-2023;DK2;17.5
29-12-2023;29-12-2023;DK1;1,019
29-12-2023;29-12-2023;DK1;996
29-12-2023;29-12-2023;DK2;17.5
29-12-2023;29-12-2023;DK2;1,174
29-12-2023;29-12-2023;DK1;1,174
29-12-2023;29-12-2023;DK1;1,509
29-12-2023;29-12-2023;DK2;1,552
29-12-2023;29-12-2023;DK2;1,332
29-12-2023;29-12-2023;DK1;13.2
29-12-2023;29-12-2023;DK1;-1,341
29-12-2023;29-12-2023;DK2;1,204
29-12-2023;29-12-2023;DK1;0.1
29-12-2023;29-12-2023;DK2;1,008
29-12-2023;29-12-2023;DK1;-7
29-12-2023;29-12-2023;DK2;0
29-12-2023;29-12-2023;DK1;-0.5
29-12-2023;29-12-2023;DK2;-0.5
29-12-2023;29-12-2023;DK1;-2
29-12-2023;29-12-2023;DK2;-2
29-12-2023;29-12-2023;DK1;-2
29-12-2023;29-12-2023;DK2;-2
29-12-2023;29-12-2023;DK1;-0.5
29-12-2023;29-12-2023;DK2;-0.5
29-12-2023;29-12-2023;DK1;-0.5
29-12-2023;29-12-2023;DK2;-0.5
28-12-2023;29-12-2023;DK1;-6.3
28-12-2023;29-12-2023;DK2;-6.3
28-12-2023;28-12-2023;DK2;-1,409
28-12-2023;28-12-2023;DK1;-1,409
28-12-2023;28-12-2023;DK1;5
28-12-2023;28-12-2023;DK2;5
28-12-2023;28-12-2023;DK2;17.5
28-12-2023;28-12-2023;DK1;17.5
28-12-2023;28-12-2023;DK1;17.5
28-12-2023;28-12-2023;DK2;17.5
28-12-2023;28-12-2023;DK2;24
28-12-2023;28-12-2023;DK1;24
28-12-2023;28-12-2023;DK1;45.900002
28-12-2023;28-12-2023;DK2;45.900002
28-12-2023;28-12-2023;DK2;46.830002
28-12-2023;28-12-2023;DK1;46.830002
28-12-2023;28-12-2023;DK1;4,034
28-12-2023;28-12-2023;DK2;41.330002
28-12-2023;28-12-2023;DK2;40.799999
28-12-2023;28-12-2023;DK1;2,058
28-12-2023;28-12-2023;DK1;1,546
28-12-2023;28-12-2023;DK2;22.780001
28-12-2023;28-12-2023;DK2;2,275
28-12-2023;28-12-2023;DK1;576
28-12-2023;28-12-2023;DK1;927
28-12-2023;28-12-2023;DK2;37.450001
28-12-2023;28-12-2023;DK2;37.599998
28-12-2023;28-12-2023;DK1;16.059999
28-12-2023;28-12-2023;DK1;25
28-12-2023;28-12-2023;DK2;25
28-12-2023;28-12-2023;DK2;25
28-12-2023;28-12-2023;DK1;25
28-12-2023;28-12-2023;DK1;15
28-12-2023;28-12-2023;DK2;15
28-12-2023;28-12-2023;DK1;-657
28-12-2023;28-12-2023;DK2;-657
28-12-2023;28-12-2023;DK2;-1,408
28-12-2023;28-12-2023;DK1;-1,408
28-12-2023;28-12-2023;DK1;-671
28-12-2023;28-12-2023;DK2;-671
28-12-2023;28-12-2023;DK2;1,584
28-12-2023;28-12-2023;DK1;-1,341
28-12-2023;28-12-2023;DK1;-791
28-12-2023;28-12-2023;DK2;1,587
28-12-2023;28-12-2023;DK2;1,589
28-12-2023;28-12-2023;DK1;-143
28-12-2023;28-12-2023;DK1;-78
28-12-2023;28-12-2023;DK2;2,275
27-12-2023;28-12-2023;DK2;1,584
27-12-2023;28-12-2023;DK1;-1
27-12-2023;27-12-2023;DK1;-403
27-12-2023;27-12-2023;DK2;-403
27-12-2023;27-12-2023;DK2;1,163
27-12-2023;27-12-2023;DK1;1,163
27-12-2023;27-12-2023;DK1;2,474
27-12-2023;27-12-2023;DK2;2,474
27-12-2023;27-12-2023;DK2;5,473
27-12-2023;27-12-2023;DK1;5,473
27-12-2023;27-12-2023;DK1;64.849998
27-12-2023;27-12-2023;DK2;64.849998
27-12-2023;27-12-2023;DK2;74.349998
27-12-2023;27-12-2023;DK1;74.349998
27-12-2023;27-12-2023;DK1;8,032
27-12-2023;27-12-2023;DK2;8,032
27-12-2023;27-12-2023;DK2;79.769997
27-12-2023;27-12-2023;DK1;79.769997
27-12-2023;27-12-2023;DK2;79.949997
27-12-2023;27-12-2023;DK1;79.949997
27-12-2023;27-12-2023;DK1;73.639999
27-12-2023;27-12-2023;DK2;73.639999
27-12-2023;27-12-2023;DK2;71.879997
27-12-2023;27-12-2023;DK1;71.879997
27-12-2023;27-12-2023;DK1;73.790001
27-12-2023;27-12-2023;DK2;73.790001
27-12-2023;27-12-2023;DK2;74.709999
27-12-2023;27-12-2023;DK1;74.709999
27-12-2023;27-12-2023;DK1;75.190002
27-12-2023;27-12-2023;DK2;75.190002
27-12-2023;27-12-2023;DK2;80.559998
27-12-2023;27-12-2023;DK1;80.559998
27-12-2023;27-12-2023;DK1;82.730003
27-12-2023;27-12-2023;DK2;82.730003
27-12-2023;27-12-2023;DK2;5,491
27-12-2023;27-12-2023;DK1;77.440002
27-12-2023;27-12-2023;DK1;20
27-12-2023;27-12-2023;DK2;20
27-12-2023;27-12-2023;DK2;16
27-12-2023;27-12-2023;DK1;5,598
27-12-2023;27-12-2023;DK1;4,977
27-12-2023;27-12-2023;DK2;16
27-12-2023;27-12-2023;DK2;3,098
27-12-2023;27-12-2023;DK1;51.650002
27-12-2023;27-12-2023;DK1;57.630001
27-12-2023;27-12-2023;DK2;3,068
27-12-2023;27-12-2023;DK2;31.1
27-12-2023;27-12-2023;DK1;5,207
26-12-2023;27-12-2023;DK1;41.349998
26-12-2023;27-12-2023;DK2;35.110001
26-12-2023;26-12-2023;DK2;34
26-12-2023;26-12-2023;DK1;53.279999
26-12-2023;26-12-2023;DK1;46.630001
26-12-2023;26-12-2023;DK2;3,791
26-12-2023;26-12-2023;DK2;40.759998
26-12-2023;26-12-2023;DK1;43.950001
26-12-2023;26-12-2023;DK1;4,932
26-12-2023;26-12-2023;DK2;42.029999
26-12-2023;26-12-2023;DK2;42.400002
26-12-2023;26-12-2023;DK1;42.400002
26-12-2023;26-12-2023;DK1;4,293
26-12-2023;26-12-2023;DK2;4,293
26-12-2023;26-12-2023;DK2;52.880001
26-12-2023;26-12-2023;DK1;52.990002
26-12-2023;26-12-2023;DK1;4,734
26-12-2023;26-12-2023;DK2;47.459999
26-12-2023;26-12-2023;DK2;2,615
26-12-2023;26-12-2023;DK1;2,526
26-12-2023;26-12-2023;DK1;23
26-12-2023;26-12-2023;DK2;23
26-12-2023;26-12-2023;DK2;23
26-12-2023;26-12-2023;DK1;-657
26-12-2023;26-12-2023;DK1;268
26-12-2023;26-12-2023;DK2;1,589
26-12-2023;26-12-2023;DK2;25
26-12-2023;26-12-2023;DK1;25
26-12-2023;26-12-2023;DK1;48.880001
26-12-2023;26-12-2023;DK2;50.189999
26-12-2023;26-12-2023;DK2;49.560001
26-12-2023;26-12-2023;DK1;50.869999
26-12-2023;26-12-2023;DK1;39.040001
26-12-2023;26-12-2023;DK2;39.040001
26-12-2023;26-12-2023;DK1;13.2
26-12-2023;26-12-2023;DK2;13.2
26-12-2023;26-12-2023;DK2;155
26-12-2023;26-12-2023;DK1;155
26-12-2023;26-12-2023;DK1;0.1
26-12-2023;26-12-2023;DK2;0.1
26-12-2023;26-12-2023;DK2;-19.450001
26-12-2023;26-12-2023;DK1;-19.450001
26-12-2023;26-12-2023;DK1;-20.120001
26-12-2023;26-12-2023;DK2;-20.120001
26-12-2023;26-12-2023;DK2;-1,342
26-12-2023;26-12-2023;DK1;-1,342
26-12-2023;26-12-2023;DK1;-1,341
26-12-2023;26-12-2023;DK2;-1,341
25-12-2023;26-12-2023;DK2;1,717
25-12-2023;26-12-2023;DK1;1,717
25-12-2023;25-12-2023;DK1;-496
25-12-2023;25-12-2023;DK2;-496
25-12-2023;25-12-2023;DK2;0
25-12-2023;25-12-2023;DK1;0
25-12-2023;25-12-2023;DK1;389
25-12-2023;25-12-2023;DK2;389
25-12-2023;25-12-2023;DK2;33.459999
25-12-2023;25-12-2023;DK1;33.459999
25-12-2023;25-12-2023;DK1;35.080002
25-12-2023;25-12-2023;DK2;35.080002
25-12-2023;25-12-2023;DK2;3,802
25-12-2023;25-12-2023;DK1;3,802
25-12-2023;25-12-2023;DK1;38.779999
25-12-2023;25-12-2023;DK2;38.779999
25-12-2023;25-12-2023;DK2;34.990002
25-12-2023;25-12-2023;DK1;34.990002
25-12-2023;25-12-2023;DK2;1,589
25-12-2023;25-12-2023;DK1;5
25-12-2023;25-12-2023;DK1;-403
25-12-2023;25-12-2023;DK2;1,586
25-12-2023;25-12-2023;DK2;1,584
25-12-2023;25-12-2023;DK1;-1,341
25-12-2023;25-12-2023;DK1;-791
25-12-2023;25-12-2023;DK2;1,584
25-12-2023;25-12-2023;DK2;1,103
25-12-2023;25-12-2023;DK1;-1,341
25-12-2023;25-12-2023;DK1;0.1
25-12-2023;25-12-2023;DK2;1,216
25-12-2023;25-12-2023;DK2;-2
25-12-2023;25-12-2023;DK1;-2
25-12-2023;25-12-2023;DK1;-19
25-12-2023;25-12-2023;DK2;-19
25-12-2023;25-12-2023;DK2;-19.450001
25-12-2023;25-12-2023;DK1;-19.450001
25-12-2023;25-12-2023;DK1;-20.120001
25-12-2023;25-12-2023;DK2;148
25-12-2023;25-12-2023;DK2;-1,784
25-12-2023;25-12-2023;DK1;-20.790001
25-12-2023;25-12-2023;DK1;-675
25-12-2023;25-12-2023;DK2;27
25-12-2023;25-12-2023;DK2;0
25-12-2023;25-12-2023;DK1;-16.1
25-12-2023;25-12-2023;DK1;-665
25-12-2023;25-12-2023;DK2;156
25-12-2023;25-12-2023;DK2;948
25-12-2023;25-12-2023;DK1;-3.2
24-12-2023;25-12-2023;DK1;-2,093
24-12-2023;25-12-2023;DK2;1,585
24-12-2023;24-12-2023;DK2;1,588
24-12-2023;24-12-2023;DK1;-0.1
24-12-2023;24-12-2023;DK1;-1
24-12-2023;24-12-2023;DK2;13.5
24-12-2023;24-12-2023;DK2;1,301
24-12-2023;24-12-2023;DK1;0
24-12-2023;24-12-2023;DK1;-1,006
24-12-2023;24-12-2023;DK2;-1,006
24-12-2023;24-12-2023;DK2;-19
24-12-2023;24-12-2023;DK1;129
24-12-2023;24-12-2023;DK1;307
24-12-2023;24-12-2023;DK2;25
24-12-2023;24-12-2023;DK2;39.549999
24-12-2023;24-12-2023;DK1;1,593
24-12-2023;24-12-2023;DK1;1
24-12-2023;24-12-2023;DK2;46.450001
24-12-2023;24-12-2023;DK2;4,957
24-12-2023;24-12-2023;DK1;13
24-12-2023;24-12-2023;DK1;-268
24-12-2023;24-12-2023;DK2;49.959999
24-12-2023;24-12-2023;DK2;50.939999
24-12-2023;24-12-2023;DK1;6
24-12-2023;24-12-2023;DK1;-268
24-12-2023;24-12-2023;DK2;52.720001
24-12-2023;24-12-2023;DK2;53.919998
24-12-2023;24-12-2023;DK1;6
24-12-2023;24-12-2023;DK1;209
24-12-2023;24-12-2023;DK2;54.990002
24-12-2023;24-12-2023;DK2;5,391
24-12-2023;24-12-2023;DK1;1,207
24-12-2023;24-12-2023;DK1;25.139999
24-12-2023;24-12-2023;DK2;51.849998
24-12-2023;24-12-2023;DK1;20
24-12-2023;24-12-2023;DK2;20
24-12-2023;24-12-2023;DK2;18
24-12-2023;24-12-2023;DK1;18
24-12-2023;24-12-2023;DK1;18
24-12-2023;24-12-2023;DK2;18
24-12-2023;24-12-2023;DK2;18
24-12-2023;24-12-2023;DK1;18
24-12-2023;24-12-2023;DK1;18
24-12-2023;24-12-2023;DK2;18
24-12-2023;24-12-2023;DK2;19
24-12-2023;24-12-2023;DK1;19
24-12-2023;24-12-2023;DK1;19
24-12-2023;24-12-2023;DK2;19
23-12-2023;24-12-2023;DK2;16.5
23-12-2023;24-12-2023;DK1;16.5
23-12-2023;23-12-2023;DK1;16.030001
23-12-2023;23-12-2023;DK2;16.030001
23-12-2023;23-12-2023;DK2;35.619999
23-12-2023;23-12-2023;DK1;50.799999
23-12-2023;23-12-2023;DK1;53.060001
23-12-2023;23-12-2023;DK2;4,259
23-12-2023;23-12-2023;DK2;5,241
23-12-2023;23-12-2023;DK1;53.700001
23-12-2023;23-12-2023;DK1;61.549999
23-12-2023;23-12-2023;DK2;61.549999
23-12-2023;23-12-2023;DK2;66.449997
23-12-2023;23-12-2023;DK1;66.449997
23-12-2023;23-12-2023;DK1;68.120003
23-12-2023;23-12-2023;DK2;68.120003
23-12-2023;23-12-2023;DK2;58.049999
23-12-2023;23-12-2023;DK1;58.049999
23-12-2023;23-12-2023;DK1;32
23-12-2023;23-12-2023;DK2;32
23-12-2023;23-12-2023;DK2;2,792
23-12-2023;23-12-2023;DK1;2,792
23-12-2023;23-12-2023;DK1;2,732
23-12-2023;23-12-2023;DK2;2,732
23-12-2023;23-12-2023;DK2;47.360001
23-12-2023;23-12-2023;DK1;47.360001
23-12-2023;23-12-2023;DK1;45.900002
23-12-2023;23-12-2023;DK2;45.900002
23-12-2023;23-12-2023;DK2;4,202
23-12-2023;23-12-2023;DK1;41.639999
23-12-2023;23-12-2023;DK1;42.080002
23-12-2023;23-12-2023;DK2;42.080002
23-12-2023;23-12-2023;DK2;22.459999
23-12-2023;23-12-2023;DK1;20
23-12-2023;23-12-2023;DK1;743
23-12-2023;23-12-2023;DK2;20.040001
23-12-2023;23-12-2023;DK2;2.5
23-12-2023;23-12-2023;DK1;12
23-12-2023;23-12-2023;DK1;-919
23-12-2023;23-12-2023;DK2;-919
23-12-2023;23-12-2023;DK2;-10
23-12-2023;23-12-2023;DK1;-10
23-12-2023;23-12-2023;DK1;-10
23-12-2023;23-12-2023;DK2;-10
23-12-2023;23-12-2023;DK2;-2.3
23-12-2023;23-12-2023;DK1;-2.3
23-12-2023;23-12-2023;DK1;0.1
23-12-2023;23-12-2023;DK2;0.1
22-12-2023;23-12-2023;DK1;7
22-12-2023;23-12-2023;DK2;7
22-12-2023;22-12-2023;DK2;7
22-12-2023;22-12-2023;DK1;7
22-12-2023;22-12-2023;DK1;3,041
22-12-2023;22-12-2023;DK2;3,041
22-12-2023;22-12-2023;DK2;25.530001
22-12-2023;22-12-2023;DK1;25.530001
22-12-2023;22-12-2023;DK1;2,466
22-12-2023;22-12-2023;DK2;2,466
22-12-2023;22-12-2023;DK2;40.490002
22-12-2023;22-12-2023;DK1;40.490002
22-12-2023;22-12-2023;DK1;50.360001
22-12-2023;22-12-2023;DK2;46.610001
22-12-2023;22-12-2023;DK2;42.950001
22-12-2023;22-12-2023;DK1;42.950001
22-12-2023;22-12-2023;DK1;4,241
22-12-2023;22-12-2023;DK2;41.389999
22-12-2023;22-12-2023;DK2;3,452
22-12-2023;22-12-2023;DK1;34.169998
22-12-2023;22-12-2023;DK1;28.860001
22-12-2023;22-12-2023;DK2;2,957
22-12-2023;22-12-2023;DK2;2,601
22-12-2023;22-12-2023;DK1;25.299999
22-12-2023;22-12-2023;DK1;2,673
22-12-2023;22-12-2023;DK2;27.389999
22-12-2023;22-12-2023;DK2;29.709999
22-12-2023;22-12-2023;DK1;2,623
22-12-2023;22-12-2023;DK1;26.450001
22-12-2023;22-12-2023;DK2;31.040001
22-12-2023;22-12-2023;DK2;35.639999
22-12-2023;22-12-2023;DK1;35.639999
22-12-2023;22-12-2023;DK1;3,973
22-12-2023;22-12-2023;DK2;3,973
22-12-2023;22-12-2023;DK1;1,265
22-12-2023;22-12-2023;DK2;32.919998
22-12-2023;22-12-2023;DK2;2,302
22-12-2023;22-12-2023;DK1;81
22-12-2023;22-12-2023;DK1;-8
22-12-2023;22-12-2023;DK2;1,379
22-12-2023;22-12-2023;DK2;5.7
22-12-2023;22-12-2023;DK1;-21
22-12-2023;22-12-2023;DK1;-18
22-12-2023;22-12-2023;DK2;404
22-12-2023;22-12-2023;DK2;492
22-12-2023;22-12-2023;DK1;-7
22-12-2023;22-12-2023;DK1;-0.1
22-12-2023;22-12-2023;DK2;10.6
21-12-2023;22-12-2023;DK2;1,533
21-12-2023;22-12-2023;DK1;11
21-12-2023;21-12-2023;DK1;1,358
21-12-2023;21-12-2023;DK2;18.209999
21-12-2023;21-12-2023;DK2;2,877
21-12-2023;21-12-2023;DK1;2,877
21-12-2023;21-12-2023;DK1;33.150002
21-12-2023;21-12-2023;DK2;33.150002
21-12-2023;21-12-2023;DK2;40.970001
21-12-2023;21-12-2023;DK1;40.970001
21-12-2023;21-12-2023;DK1;48.490002
21-12-2023;21-12-2023;DK2;47.099998
21-12-2023;21-12-2023;DK2;3,848
21-12-2023;21-12-2023;DK1;3,934
21-12-2023;21-12-2023;DK1;35.080002
21-12-2023;21-12-2023;DK2;35.939999
21-12-2023;21-12-2023;DK2;3,493
21-12-2023;21-12-2023;DK1;16.950001
21-12-2023;21-12-2023;DK1;16.799999
21-12-2023;21-12-2023;DK2;34.990002
21-12-2023;21-12-2023;DK2;34.369999
21-12-2023;21-12-2023;DK1;1,053
21-12-2023;21-12-2023;DK1;0
21-12-2023;21-12-2023;DK2;33.849998
21-12-2023;21-12-2023;DK2;33.529999
21-12-2023;21-12-2023;DK1;0
21-12-2023;21-12-2023;DK1;26.049999
21-12-2023;21-12-2023;DK2;3,482
21-12-2023;21-12-2023;DK2;35.130001
21-12-2023;21-12-2023;DK1;34.290001
21-12-2023;21-12-2023;DK1;37.240002
21-12-2023;21-12-2023;DK2;38.150002
21-12-2023;21-12-2023;DK2;48.959999
21-12-2023;21-12-2023;DK1;48.959999
21-12-2023;21-12-2023;DK1;1,527
21-12-2023;21-12-2023;DK2;1,527
21-12-2023;21-12-2023;DK2;15.2
21-12-2023;21-12-2023;DK1;15.2
21-12-2023;21-12-2023;DK1;33
21-12-2023;21-12-2023;DK2;10
21-12-2023;21-12-2023;DK2;16
21-12-2023;21-12-2023;DK1;7
21-12-2023;21-12-2023;DK1;908
21-12-2023;21-12-2023;DK2;18.5
21-12-2023;21-12-2023;DK2;18
21-12-2023;21-12-2023;DK1;18
21-12-2023;21-12-2023;DK1;2,615
21-12-2023;21-12-2023;DK2;2,615
20-12-2023;21-12-2023;DK1;20
20-12-2023;21-12-2023;DK2;20
20-12-2023;20-12-2023;DK2;2,999
20-12-2023;20-12-2023;DK1;2,999
20-12-2023;20-12-2023;DK1;46.5
20-12-2023;20-12-2023;DK2;46.5
20-12-2023;20-12-2023;DK2;55
20-12-2023;20-12-2023;DK1;55
20-12-2023;20-12-2023;DK1;66.389999
20-12-2023;20-12-2023;DK2;68.360001
20-12-2023;20-12-2023;DK2;68.529999
20-12-2023;20-12-2023;DK1;68.529999
20-12-2023;20-12-2023;DK1;67
20-12-2023;20-12-2023;DK2;67
20-12-2023;20-12-2023;DK2;67
20-12-2023;20-12-2023;DK1;67
20-12-2023;20-12-2023;DK1;67
20-12-2023;20-12-2023;DK2;67
20-12-2023;20-12-2023;DK2;55
20-12-2023;20-12-2023;DK1;55
20-12-2023;20-12-2023;DK1;52
20-12-2023;20-12-2023;DK2;52
20-12-2023;20-12-2023;DK2;55
20-12-2023;20-12-2023;DK1;55
20-12-2023;20-12-2023;DK1;50
20-12-2023;20-12-2023;DK2;50
20-12-2023;20-12-2023;DK2;60.860001
20-12-2023;20-12-2023;DK1;62.360001
20-12-2023;20-12-2023;DK1;66.300003
20-12-2023;20-12-2023;DK2;66.300003
20-12-2023;20-12-2023;DK2;5,018
20-12-2023;20-12-2023;DK1;62.130001
20-12-2023;20-12-2023;DK1;62.810001
20-12-2023;20-12-2023;DK2;4,523
20-12-2023;20-12-2023;DK1;58.669998
20-12-2023;20-12-2023;DK2;38.119999
20-12-2023;20-12-2023;DK2;2,709
20-12-2023;20-12-2023;DK1;44.5
20-12-2023;20-12-2023;DK1;32
20-12-2023;20-12-2023;DK2;1,707
20-12-2023;20-12-2023;DK2;1,365
20-12-2023;20-12-2023;DK1;3,151
20-12-2023;20-12-2023;DK1;39
20-12-2023;20-12-2023;DK2;10.1
20-12-2023;20-12-2023;DK2;1,009
20-12-2023;20-12-2023;DK1;37.150002
20-12-2023;20-12-2023;DK1;4,884
20-12-2023;20-12-2023;DK2;1,052
19-12-2023;20-12-2023;DK2;16.5
19-12-2023;20-12-2023;DK1;42.259998
19-12-2023;19-12-2023;DK1;55.220001
19-12-2023;19-12-2023;DK2;1,135
19-12-2023;19-12-2023;DK2;30.040001
19-12-2023;19-12-2023;DK1;60.950001
19-12-2023;19-12-2023;DK1;63.150002
19-12-2023;19-12-2023;DK2;4,991
19-12-2023;19-12-2023;DK2;5,984
19-12-2023;19-12-2023;DK1;5,984
19-12-2023;19-12-2023;DK1;50.049999
19-12-2023;19-12-2023;DK2;50.049999
19-12-2023;19-12-2023;DK2;60.369999
19-12-2023;19-12-2023;DK1;60.369999
19-12-2023;19-12-2023;DK1;60
19-12-2023;19-12-2023;DK2;60
19-12-2023;19-12-2023;DK2;60
19-12-2023;19-12-2023;DK1;60
19-12-2023;19-12-2023;DK2;58
19-12-2023;19-12-2023;DK1;58
19-12-2023;19-12-2023;DK1;80.449997
19-12-2023;19-12-2023;DK2;5,159
19-12-2023;19-12-2023;DK2;53
19-12-2023;19-12-2023;DK1;74.730003
19-12-2023;19-12-2023;DK1;53
19-12-2023;19-12-2023;DK2;52.880001
19-12-2023;19-12-2023;DK2;3,584
19-12-2023;19-12-2023;DK1;5,232
19-12-2023;19-12-2023;DK1;5,232
19-12-2023;19-12-2023;DK2;3,293
19-12-2023;19-12-2023;DK2;3,157
19-12-2023;19-12-2023;DK1;5,232
19-12-2023;19-12-2023;DK1;65
19-12-2023;19-12-2023;DK2;30.940001
19-12-2023;19-12-2023;DK2;8
19-12-2023;19-12-2023;DK1;57.700001
19-12-2023;19-12-2023;DK1;2.5
19-12-2023;19-12-2023;DK2;2.5
19-12-2023;19-12-2023;DK2;-2
19-12-2023;19-12-2023;DK1;-2
19-12-2023;19-12-2023;DK1;-5.5
19-12-2023;19-12-2023;DK2;-5.5
19-12-2023;19-12-2023;DK2;-6
19-12-2023;19-12-2023;DK1;-6
19-12-2023;19-12-2023;DK1;-6
19-12-2023;19-12-2023;DK2;-6
19-12-2023;19-12-2023;DK2;-0.5
19-12-2023;19-12-2023;DK1;-0.5
18-12-2023;19-12-2023;DK1;2.5
18-12-2023;19-12-2023;DK2;2.5
18-12-2023;18-12-2023;DK2;1,008
18-12-2023;18-12-2023;DK1;4,498
18-12-2023;18-12-2023;DK1;37.080002
18-12-2023;18-12-2023;DK2;1,266
18-12-2023;18-12-2023;DK2;1,521
18-12-2023;18-12-2023;DK1;45.080002
18-12-2023;18-12-2023;DK1;50.099998
18-12-2023;18-12-2023;DK2;17.200001
18-12-2023;18-12-2023;DK2;19.209999
18-12-2023;18-12-2023;DK1;55
18-12-2023;18-12-2023;DK1;55
18-12-2023;18-12-2023;DK2;22.459999
18-12-2023;18-12-2023;DK2;2,334
18-12-2023;18-12-2023;DK1;55
18-12-2023;18-12-2023;DK1;66.400002
18-12-2023;18-12-2023;DK2;2,017
18-12-2023;18-12-2023;DK2;18.200001
18-12-2023;18-12-2023;DK1;53.650002
18-12-2023;18-12-2023;DK1;52.5
18-12-2023;18-12-2023;DK2;1,702
18-12-2023;18-12-2023;DK2;17.040001
18-12-2023;18-12-2023;DK1;52.5
18-12-2023;18-12-2023;DK1;55
18-12-2023;18-12-2023;DK2;17.389999
18-12-2023;18-12-2023;DK2;1,998
18-12-2023;18-12-2023;DK1;55.5
18-12-2023;18-12-2023;DK1;53.5
18-12-2023;18-12-2023;DK2;21.459999
18-12-2023;18-12-2023;DK2;2,333
18-12-2023;18-12-2023;DK1;51
18-12-2023;18-12-2023;DK1;52.5
18-12-2023;18-12-2023;DK2;2,499
18-12-2023;18-12-2023;DK1;1,006
18-12-2023;18-12-2023;DK2;1,006
18-12-2023;18-12-2023;DK2;8
18-12-2023;18-12-2023;DK1;8
18-12-2023;18-12-2023;DK1;-121
18-12-2023;18-12-2023;DK2;-121
18-12-2023;18-12-2023;DK2;-121
18-12-2023;18-12-2023;DK1;-121
18-12-2023;18-12-2023;DK1;-5.5
18-12-2023;18-12-2023;DK2;-5.5
18-12-2023;18-12-2023;DK2;-6
18-12-2023;18-12-2023;DK1;-6
18-12-2023;18-12-2023;DK1;-13
18-12-2023;18-12-2023;DK2;-13
17-12-2023;18-12-2023;DK1;-13
17-12-2023;18-12-2023;DK2;-13
17-12-2023;17-12-2023;DK1;0
17-12-2023;17-12-2023;DK2;0
17-12-2023;17-12-2023;DK2;672
17-12-2023;17-12-2023;DK1;43.5
17-12-2023;17-12-2023;DK1;43.5
17-12-2023;17-12-2023;DK2;1,143
17-12-2023;17-12-2023;DK2;12.4
17-12-2023;17-12-2023;DK1;43.5
17-12-2023;17-12-2023;DK1;44.5
17-12-2023;17-12-2023;DK2;1,363
17-12-2023;17-12-2023;DK2;1,388
17-12-2023;17-12-2023;DK1;49.990002
17-12-2023;17-12-2023;DK1;49.970001
17-12-2023;17-12-2023;DK2;1,131
