HourUTC;HourDK;PriceArea;BalancingPowerPriceDownEUR
19-09-2023;19-09-2023;DK1;-49
19-09-2023;19-09-2023;DK1;-2.5
19-09-2023;19-09-2023;DK2;-2.5
19-09-2023;19-09-2023;DK2;0
19-09-2023;19-09-2023;DK1;0
19-09-2023;19-09-2023;DK1;9
19-09-2023;19-09-2023;DK2;9
19-09-2023;19-09-2023;DK2;25
19-09-2023;19-09-2023;DK1;25
19-09-2023;19-09-2023;DK1;25
19-09-2023;19-09-2023;DK2;25
19-09-2023;19-09-2023;DK2;-8
19-09-2023;19-09-2023;DK1;-8
19-09-2023;19-09-2023;DK2;-1.9
19-09-2023;19-09-2023;DK1;-295
19-09-2023;19-09-2023;DK1;-574
19-09-2023;19-09-2023;DK2;-331
19-09-2023;19-09-2023;DK2;-378
19-09-2023;19-09-2023;DK1;-534
19-09-2023;19-09-2023;DK1;-349
19-09-2023;19-09-2023;DK2;-3
19-09-2023;19-09-2023;DK2;1.5
19-09-2023;19-09-2023;DK1;-9
19-09-2023;19-09-2023;DK1;1
19-09-2023;19-09-2023;DK2;267
19-09-2023;19-09-2023;DK2;292
19-09-2023;19-09-2023;DK1;4
19-09-2023;19-09-2023;DK1;25
19-09-2023;19-09-2023;DK2;298
19-09-2023;19-09-2023;DK2;261
19-09-2023;19-09-2023;DK1;8
19-09-2023;19-09-2023;DK1;-7
19-09-2023;19-09-2023;DK2;181
19-09-2023;19-09-2023;DK2;-3
19-09-2023;19-09-2023;DK1;-112
19-09-2023;19-09-2023;DK1;-311
19-09-2023;19-09-2023;DK2;-112
19-09-2023;19-09-2023;DK2;-115
19-09-2023;19-09-2023;DK1;-265
19-09-2023;19-09-2023;DK1;-112
19-09-2023;19-09-2023;DK2;-112
18-09-2023;19-09-2023;DK2;-0.2
18-09-2023;19-09-2023;DK1;-0.2
18-09-2023;19-09-2023;DK1;-1
18-09-2023;19-09-2023;DK2;-1
18-09-2023;18-09-2023;DK2;-268
18-09-2023;18-09-2023;DK1;-268
18-09-2023;18-09-2023;DK1;-3
18-09-2023;18-09-2023;DK2;-3
18-09-2023;18-09-2023;DK2;-2
18-09-2023;18-09-2023;DK1;-2
18-09-2023;18-09-2023;DK1;0
18-09-2023;18-09-2023;DK2;0
18-09-2023;18-09-2023;DK2;0
18-09-2023;18-09-2023;DK1;0
18-09-2023;18-09-2023;DK1;0
18-09-2023;18-09-2023;DK2;0
18-09-2023;18-09-2023;DK2;3
18-09-2023;18-09-2023;DK1;3
18-09-2023;18-09-2023;DK1;3
18-09-2023;18-09-2023;DK2;3
18-09-2023;18-09-2023;DK2;3
18-09-2023;18-09-2023;DK1;3
18-09-2023;18-09-2023;DK1;44
18-09-2023;18-09-2023;DK2;44
18-09-2023;18-09-2023;DK2;0
18-09-2023;18-09-2023;DK1;0
18-09-2023;18-09-2023;DK1;-35
18-09-2023;18-09-2023;DK2;-35
18-09-2023;18-09-2023;DK2;-45
18-09-2023;18-09-2023;DK1;-45
18-09-2023;18-09-2023;DK1;-1
18-09-2023;18-09-2023;DK2;-1
18-09-2023;18-09-2023;DK2;-1
18-09-2023;18-09-2023;DK1;-1
18-09-2023;18-09-2023;DK1;-1
18-09-2023;18-09-2023;DK2;-1
18-09-2023;18-09-2023;DK1;-1
18-09-2023;18-09-2023;DK2;-1
18-09-2023;18-09-2023;DK2;-2
18-09-2023;18-09-2023;DK1;-2
18-09-2023;18-09-2023;DK1;0
18-09-2023;18-09-2023;DK2;0
18-09-2023;18-09-2023;DK2;3
18-09-2023;18-09-2023;DK1;3
18-09-2023;18-09-2023;DK1;3
18-09-2023;18-09-2023;DK2;3
18-09-2023;18-09-2023;DK2;864
18-09-2023;18-09-2023;DK1;864
17-09-2023;18-09-2023;DK1;885
17-09-2023;18-09-2023;DK2;885
17-09-2023;18-09-2023;DK2;951
17-09-2023;18-09-2023;DK1;951
17-09-2023;17-09-2023;DK1;1,188
17-09-2023;17-09-2023;DK2;1,188
17-09-2023;17-09-2023;DK2;1,223
17-09-2023;17-09-2023;DK1;1,223
17-09-2023;17-09-2023;DK1;1,321
17-09-2023;17-09-2023;DK2;1,321
17-09-2023;17-09-2023;DK2;68.769997
17-09-2023;17-09-2023;DK1;68.769997
17-09-2023;17-09-2023;DK1;151.899994
17-09-2023;17-09-2023;DK2;151.899994
17-09-2023;17-09-2023;DK2;132
17-09-2023;17-09-2023;DK1;132
17-09-2023;17-09-2023;DK1;108.760002
17-09-2023;17-09-2023;DK2;108.760002
17-09-2023;17-09-2023;DK2;78.339996
17-09-2023;17-09-2023;DK1;78.339996
17-09-2023;17-09-2023;DK2;38.700001
17-09-2023;17-09-2023;DK1;38.700001
17-09-2023;17-09-2023;DK1;0
17-09-2023;17-09-2023;DK2;0
17-09-2023;17-09-2023;DK2;408
17-09-2023;17-09-2023;DK1;408
17-09-2023;17-09-2023;DK1;21.209999
17-09-2023;17-09-2023;DK2;21.209999
17-09-2023;17-09-2023;DK2;39.810001
17-09-2023;17-09-2023;DK1;39.810001
17-09-2023;17-09-2023;DK1;70.790001
17-09-2023;17-09-2023;DK2;70.790001
17-09-2023;17-09-2023;DK2;83.160004
17-09-2023;17-09-2023;DK1;83.160004
17-09-2023;17-09-2023;DK1;9,382
17-09-2023;17-09-2023;DK2;9,382
17-09-2023;17-09-2023;DK2;103.330002
17-09-2023;17-09-2023;DK1;103.330002
17-09-2023;17-09-2023;DK1;98.970001
17-09-2023;17-09-2023;DK2;98.970001
17-09-2023;17-09-2023;DK2;99.160004
17-09-2023;17-09-2023;DK1;99.160004
17-09-2023;17-09-2023;DK1;101.699997
17-09-2023;17-09-2023;DK2;101.699997
17-09-2023;17-09-2023;DK2;100.580002
17-09-2023;17-09-2023;DK1;100.580002
17-09-2023;17-09-2023;DK1;104.669998
17-09-2023;17-09-2023;DK2;104.669998
16-09-2023;17-09-2023;DK2;105.349998
16-09-2023;17-09-2023;DK1;105.349998
16-09-2023;17-09-2023;DK1;108.989998
16-09-2023;17-09-2023;DK2;108.989998
16-09-2023;16-09-2023;DK2;99.900002
16-09-2023;16-09-2023;DK1;99.900002
16-09-2023;16-09-2023;DK1;105.029999
16-09-2023;16-09-2023;DK2;105.029999
16-09-2023;16-09-2023;DK2;117.489998
16-09-2023;16-09-2023;DK1;117.489998
16-09-2023;16-09-2023;DK1;143.619995
16-09-2023;16-09-2023;DK2;143.619995
16-09-2023;16-09-2023;DK2;181.240005
16-09-2023;16-09-2023;DK1;181.240005
16-09-2023;16-09-2023;DK1;133.559998
16-09-2023;16-09-2023;DK2;133.559998
16-09-2023;16-09-2023;DK2;108.160004
16-09-2023;16-09-2023;DK1;108.160004
16-09-2023;16-09-2023;DK1;87.440002
16-09-2023;16-09-2023;DK2;87.440002
16-09-2023;16-09-2023;DK2;8
16-09-2023;16-09-2023;DK1;8
16-09-2023;16-09-2023;DK1;6
16-09-2023;16-09-2023;DK2;6
16-09-2023;16-09-2023;DK2;6
16-09-2023;16-09-2023;DK1;6
16-09-2023;16-09-2023;DK1;5,448
16-09-2023;16-09-2023;DK2;5,448
16-09-2023;16-09-2023;DK2;64.970001
16-09-2023;16-09-2023;DK1;64.970001
16-09-2023;16-09-2023;DK1;79
16-09-2023;16-09-2023;DK2;79
16-09-2023;16-09-2023;DK2;90.790001
16-09-2023;16-09-2023;DK1;90.790001
16-09-2023;16-09-2023;DK1;101.669998
16-09-2023;16-09-2023;DK2;101.669998
16-09-2023;16-09-2023;DK1;110.879997
16-09-2023;16-09-2023;DK2;110.879997
16-09-2023;16-09-2023;DK2;103.470001
16-09-2023;16-09-2023;DK1;103.470001
16-09-2023;16-09-2023;DK1;9,275
16-09-2023;16-09-2023;DK2;9,275
16-09-2023;16-09-2023;DK2;94.720001
16-09-2023;16-09-2023;DK1;94.720001
16-09-2023;16-09-2023;DK1;91.559998
16-09-2023;16-09-2023;DK2;91.559998
16-09-2023;16-09-2023;DK2;92.519997
16-09-2023;16-09-2023;DK1;92.519997
15-09-2023;16-09-2023;DK1;94.019997
15-09-2023;16-09-2023;DK2;94.019997
15-09-2023;16-09-2023;DK2;96.239998
15-09-2023;16-09-2023;DK1;96.239998
15-09-2023;15-09-2023;DK1;95.769997
15-09-2023;15-09-2023;DK2;95.769997
15-09-2023;15-09-2023;DK2;102.040001
15-09-2023;15-09-2023;DK1;102.040001
15-09-2023;15-09-2023;DK1;10
15-09-2023;15-09-2023;DK2;10
15-09-2023;15-09-2023;DK2;40.080002
15-09-2023;15-09-2023;DK1;40.080002
15-09-2023;15-09-2023;DK1;189.869995
15-09-2023;15-09-2023;DK2;189.869995
15-09-2023;15-09-2023;DK2;155.210007
15-09-2023;15-09-2023;DK1;155.210007
15-09-2023;15-09-2023;DK1;114.669998
15-09-2023;15-09-2023;DK2;114.669998
15-09-2023;15-09-2023;DK2;93.400002
15-09-2023;15-09-2023;DK1;93.400002
15-09-2023;15-09-2023;DK1;84.879997
15-09-2023;15-09-2023;DK2;84.879997
15-09-2023;15-09-2023;DK2;1,609
15-09-2023;15-09-2023;DK1;1,609
15-09-2023;15-09-2023;DK1;62.889999
15-09-2023;15-09-2023;DK2;62.889999
15-09-2023;15-09-2023;DK2;7,857
15-09-2023;15-09-2023;DK1;7,857
15-09-2023;15-09-2023;DK1;48.259998
15-09-2023;15-09-2023;DK2;48.259998
15-09-2023;15-09-2023;DK2;2,708
15-09-2023;15-09-2023;DK1;2,708
15-09-2023;15-09-2023;DK1;2,685
15-09-2023;15-09-2023;DK2;2,685
15-09-2023;15-09-2023;DK2;13.4
15-09-2023;15-09-2023;DK1;13.4
15-09-2023;15-09-2023;DK1;150.869995
15-09-2023;15-09-2023;DK2;150.869995
15-09-2023;15-09-2023;DK2;138.639999
15-09-2023;15-09-2023;DK1;138.639999
15-09-2023;15-09-2023;DK1;9,943
15-09-2023;15-09-2023;DK2;9,943
15-09-2023;15-09-2023;DK2;99.199997
15-09-2023;15-09-2023;DK1;99.199997
15-09-2023;15-09-2023;DK1;97.639999
15-09-2023;15-09-2023;DK2;97.639999
15-09-2023;15-09-2023;DK2;96.400002
15-09-2023;15-09-2023;DK1;96.400002
14-09-2023;15-09-2023;DK1;97.010002
14-09-2023;15-09-2023;DK2;97.010002
14-09-2023;15-09-2023;DK2;100.889999
14-09-2023;15-09-2023;DK1;100.889999
14-09-2023;14-09-2023;DK2;99.370003
14-09-2023;14-09-2023;DK1;99.370003
14-09-2023;14-09-2023;DK1;114.139999
14-09-2023;14-09-2023;DK2;114.139999
14-09-2023;14-09-2023;DK2;133.339996
14-09-2023;14-09-2023;DK1;133.339996
14-09-2023;14-09-2023;DK1;185.800003
14-09-2023;14-09-2023;DK2;185.800003
14-09-2023;14-09-2023;DK2;235.740005
14-09-2023;14-09-2023;DK1;235.740005
14-09-2023;14-09-2023;DK1;173.009995
14-09-2023;14-09-2023;DK2;173.009995
14-09-2023;14-09-2023;DK2;116.839996
14-09-2023;14-09-2023;DK1;116.839996
14-09-2023;14-09-2023;DK1;23
14-09-2023;14-09-2023;DK2;23
14-09-2023;14-09-2023;DK2;18
14-09-2023;14-09-2023;DK1;18
14-09-2023;14-09-2023;DK1;18
14-09-2023;14-09-2023;DK2;18
14-09-2023;14-09-2023;DK2;18
14-09-2023;14-09-2023;DK1;18
14-09-2023;14-09-2023;DK1;21
14-09-2023;14-09-2023;DK2;21
14-09-2023;14-09-2023;DK2;20.4
14-09-2023;14-09-2023;DK1;20.4
14-09-2023;14-09-2023;DK1;31
14-09-2023;14-09-2023;DK2;31
14-09-2023;14-09-2023;DK2;118.019997
14-09-2023;14-09-2023;DK1;118.019997
14-09-2023;14-09-2023;DK1;31
14-09-2023;14-09-2023;DK2;40.209999
14-09-2023;14-09-2023;DK1;60.220001
14-09-2023;14-09-2023;DK2;60.220001
14-09-2023;14-09-2023;DK2;0
14-09-2023;14-09-2023;DK1;67
14-09-2023;14-09-2023;DK1;104.739998
14-09-2023;14-09-2023;DK2;104.739998
14-09-2023;14-09-2023;DK2;33.599998
14-09-2023;14-09-2023;DK1;33.599998
14-09-2023;14-09-2023;DK1;24.129999
14-09-2023;14-09-2023;DK2;24.129999
14-09-2023;14-09-2023;DK2;98.739998
14-09-2023;14-09-2023;DK1;98.739998
13-09-2023;14-09-2023;DK1;94.879997
13-09-2023;14-09-2023;DK2;94.879997
13-09-2023;14-09-2023;DK2;96.300003
13-09-2023;14-09-2023;DK1;96.300003
13-09-2023;13-09-2023;DK1;9,807
13-09-2023;13-09-2023;DK2;9,807
13-09-2023;13-09-2023;DK2;106.410004
13-09-2023;13-09-2023;DK1;106.410004
13-09-2023;13-09-2023;DK1;0.5
13-09-2023;13-09-2023;DK2;0.5
13-09-2023;13-09-2023;DK2;12
13-09-2023;13-09-2023;DK1;12
13-09-2023;13-09-2023;DK1;71.870003
13-09-2023;13-09-2023;DK2;71.870003
13-09-2023;13-09-2023;DK2;6,418
13-09-2023;13-09-2023;DK1;6,418
13-09-2023;13-09-2023;DK1;104.389999
13-09-2023;13-09-2023;DK2;104.389999
13-09-2023;13-09-2023;DK2;96.019997
13-09-2023;13-09-2023;DK1;73.230003
13-09-2023;13-09-2023;DK2;24.129999
13-09-2023;13-09-2023;DK1;24.129999
13-09-2023;13-09-2023;DK1;72.900002
13-09-2023;13-09-2023;DK2;92.019997
13-09-2023;13-09-2023;DK2;92.830002
13-09-2023;13-09-2023;DK1;72.839996
13-09-2023;13-09-2023;DK1;74.220001
13-09-2023;13-09-2023;DK2;93.970001
13-09-2023;13-09-2023;DK2;96.860001
13-09-2023;13-09-2023;DK1;79.669998
13-09-2023;13-09-2023;DK1;103.209999
13-09-2023;13-09-2023;DK2;103.209999
13-09-2023;13-09-2023;DK2;124.910004
13-09-2023;13-09-2023;DK1;124.910004
13-09-2023;13-09-2023;DK1;137.720001
13-09-2023;13-09-2023;DK2;137.720001
13-09-2023;13-09-2023;DK2;139.710007
13-09-2023;13-09-2023;DK1;139.710007
13-09-2023;13-09-2023;DK1;11
13-09-2023;13-09-2023;DK2;11
13-09-2023;13-09-2023;DK2;97.919998
13-09-2023;13-09-2023;DK1;97.919998
13-09-2023;13-09-2023;DK1;93.489998
13-09-2023;13-09-2023;DK2;93.489998
13-09-2023;13-09-2023;DK2;93.760002
13-09-2023;13-09-2023;DK1;93.760002
13-09-2023;13-09-2023;DK1;97.860001
13-09-2023;13-09-2023;DK2;97.860001
12-09-2023;13-09-2023;DK2;99.900002
12-09-2023;13-09-2023;DK1;99.900002
12-09-2023;13-09-2023;DK1;106.449997
12-09-2023;13-09-2023;DK2;106.449997
12-09-2023;12-09-2023;DK2;93.769997
12-09-2023;12-09-2023;DK1;93.769997
12-09-2023;12-09-2023;DK1;115.550003
12-09-2023;12-09-2023;DK2;115.550003
12-09-2023;12-09-2023;DK2;136.619995
12-09-2023;12-09-2023;DK1;136.619995
12-09-2023;12-09-2023;DK1;185.619995
12-09-2023;12-09-2023;DK2;185.619995
12-09-2023;12-09-2023;DK2;86.300003
12-09-2023;12-09-2023;DK1;86.300003
12-09-2023;12-09-2023;DK1;87.400002
12-09-2023;12-09-2023;DK2;87.400002
12-09-2023;12-09-2023;DK2;140.410004
12-09-2023;12-09-2023;DK1;140.410004
12-09-2023;12-09-2023;DK1;109.169998
12-09-2023;12-09-2023;DK2;109.169998
12-09-2023;12-09-2023;DK2;99.900002
12-09-2023;12-09-2023;DK1;99.900002
12-09-2023;12-09-2023;DK1;97.080002
12-09-2023;12-09-2023;DK2;97.080002
12-09-2023;12-09-2023;DK2;93.589996
12-09-2023;12-09-2023;DK1;93.589996
12-09-2023;12-09-2023;DK1;96.459999
12-09-2023;12-09-2023;DK2;96.459999
12-09-2023;12-09-2023;DK2;101.589996
12-09-2023;12-09-2023;DK1;101.589996
12-09-2023;12-09-2023;DK1;112.330002
12-09-2023;12-09-2023;DK2;112.330002
12-09-2023;12-09-2023;DK2;123.220001
12-09-2023;12-09-2023;DK1;123.220001
12-09-2023;12-09-2023;DK1;79.5
12-09-2023;12-09-2023;DK2;79.5
12-09-2023;12-09-2023;DK1;228.990005
12-09-2023;12-09-2023;DK2;228.990005
12-09-2023;12-09-2023;DK2;153.570007
12-09-2023;12-09-2023;DK1;153.570007
12-09-2023;12-09-2023;DK1;116.139999
12-09-2023;12-09-2023;DK2;116.139999
12-09-2023;12-09-2023;DK2;106.360001
12-09-2023;12-09-2023;DK1;106.360001
12-09-2023;12-09-2023;DK1;105.629997
12-09-2023;12-09-2023;DK2;105.629997
12-09-2023;12-09-2023;DK2;49.119999
12-09-2023;12-09-2023;DK1;49.119999
11-09-2023;12-09-2023;DK1;2,682
11-09-2023;12-09-2023;DK2;2,682
11-09-2023;12-09-2023;DK1;47.860001
11-09-2023;12-09-2023;DK2;47.860001
11-09-2023;11-09-2023;DK1;59.5
11-09-2023;11-09-2023;DK2;59.5
11-09-2023;11-09-2023;DK2;1,073
11-09-2023;11-09-2023;DK1;1,073
11-09-2023;11-09-2023;DK1;62.939999
11-09-2023;11-09-2023;DK2;62.939999
11-09-2023;11-09-2023;DK2;448.130005
11-09-2023;11-09-2023;DK1;448.130005
11-09-2023;11-09-2023;DK1;524.27002
11-09-2023;11-09-2023;DK2;524.27002
11-09-2023;11-09-2023;DK2;266.709991
11-09-2023;11-09-2023;DK1;266.709991
11-09-2023;11-09-2023;DK1;132.929993
11-09-2023;11-09-2023;DK2;132.929993
11-09-2023;11-09-2023;DK2;10,018
11-09-2023;11-09-2023;DK1;98.699997
11-09-2023;11-09-2023;DK2;92.529999
11-09-2023;11-09-2023;DK1;92.529999
11-09-2023;11-09-2023;DK1;15
11-09-2023;11-09-2023;DK2;15
11-09-2023;11-09-2023;DK2;15
11-09-2023;11-09-2023;DK1;15
11-09-2023;11-09-2023;DK1;79.970001
11-09-2023;11-09-2023;DK2;87.669998
11-09-2023;11-09-2023;DK2;89.169998
11-09-2023;11-09-2023;DK1;78.260002
11-09-2023;11-09-2023;DK1;95.160004
11-09-2023;11-09-2023;DK2;95.160004
11-09-2023;11-09-2023;DK2;113
11-09-2023;11-09-2023;DK1;113
11-09-2023;11-09-2023;DK1;136.440002
11-09-2023;11-09-2023;DK2;136.440002
11-09-2023;11-09-2023;DK2;179.210007
11-09-2023;11-09-2023;DK1;172.800003
11-09-2023;11-09-2023;DK1;6.7
11-09-2023;11-09-2023;DK2;6.7
11-09-2023;11-09-2023;DK2;104.209999
11-09-2023;11-09-2023;DK1;10,182
11-09-2023;11-09-2023;DK1;92.339996
11-09-2023;11-09-2023;DK2;9,475
11-09-2023;11-09-2023;DK2;93.050003
11-09-2023;11-09-2023;DK1;9,207
11-09-2023;11-09-2023;DK1;96.029999
11-09-2023;11-09-2023;DK2;96.029999
10-09-2023;11-09-2023;DK2;97.379997
10-09-2023;11-09-2023;DK1;97.379997
10-09-2023;11-09-2023;DK1;105
10-09-2023;11-09-2023;DK2;105
10-09-2023;10-09-2023;DK2;100.860001
10-09-2023;10-09-2023;DK1;100.860001
10-09-2023;10-09-2023;DK1;11,393
10-09-2023;10-09-2023;DK2;11,393
10-09-2023;10-09-2023;DK2;131.570007
10-09-2023;10-09-2023;DK1;131.570007
10-09-2023;10-09-2023;DK1;151.899994
10-09-2023;10-09-2023;DK2;151.899994
10-09-2023;10-09-2023;DK2;150.600006
10-09-2023;10-09-2023;DK1;150.600006
10-09-2023;10-09-2023;DK1;121.190002
10-09-2023;10-09-2023;DK2;121.190002
10-09-2023;10-09-2023;DK2;100.239998
10-09-2023;10-09-2023;DK1;100.239998
10-09-2023;10-09-2023;DK1;50
10-09-2023;10-09-2023;DK2;79
10-09-2023;10-09-2023;DK2;2,085
10-09-2023;10-09-2023;DK1;2,633
10-09-2023;10-09-2023;DK1;0
10-09-2023;10-09-2023;DK2;548
10-09-2023;10-09-2023;DK2;192
10-09-2023;10-09-2023;DK1;3
10-09-2023;10-09-2023;DK1;828
10-09-2023;10-09-2023;DK2;828
10-09-2023;10-09-2023;DK2;18
10-09-2023;10-09-2023;DK1;18
10-09-2023;10-09-2023;DK1;49
10-09-2023;10-09-2023;DK2;49
10-09-2023;10-09-2023;DK2;49
10-09-2023;10-09-2023;DK1;49
10-09-2023;10-09-2023;DK1;45
10-09-2023;10-09-2023;DK2;45
10-09-2023;10-09-2023;DK1;9,725
10-09-2023;10-09-2023;DK2;9,725
10-09-2023;10-09-2023;DK2;99.349998
10-09-2023;10-09-2023;DK1;99.349998
10-09-2023;10-09-2023;DK1;98.720001
10-09-2023;10-09-2023;DK2;98.720001
10-09-2023;10-09-2023;DK2;96.809998
10-09-2023;10-09-2023;DK1;96.809998
10-09-2023;10-09-2023;DK1;100.790001
10-09-2023;10-09-2023;DK2;100.790001
10-09-2023;10-09-2023;DK2;103.629997
10-09-2023;10-09-2023;DK1;103.629997
09-09-2023;10-09-2023;DK1;104.330002
09-09-2023;10-09-2023;DK2;104.330002
09-09-2023;10-09-2023;DK2;105.849998
09-09-2023;10-09-2023;DK1;105.849998
09-09-2023;09-09-2023;DK1;103.160004
09-09-2023;09-09-2023;DK2;103.160004
09-09-2023;09-09-2023;DK2;110.900002
09-09-2023;09-09-2023;DK1;110.900002
09-09-2023;09-09-2023;DK1;131.779999
09-09-2023;09-09-2023;DK2;131.779999
09-09-2023;09-09-2023;DK2;156.509995
09-09-2023;09-09-2023;DK1;156.509995
09-09-2023;09-09-2023;DK1;154.210007
09-09-2023;09-09-2023;DK2;154.210007
09-09-2023;09-09-2023;DK2;121.300003
09-09-2023;09-09-2023;DK1;121.300003
09-09-2023;09-09-2023;DK1;97.379997
09-09-2023;09-09-2023;DK2;9,775
09-09-2023;09-09-2023;DK2;78.800003
09-09-2023;09-09-2023;DK1;78.800003
09-09-2023;09-09-2023;DK2;56.599998
09-09-2023;09-09-2023;DK1;56.599998
09-09-2023;09-09-2023;DK1;1,039
09-09-2023;09-09-2023;DK2;1,168
09-09-2023;09-09-2023;DK2;1,066
09-09-2023;09-09-2023;DK1;519
09-09-2023;09-09-2023;DK1;1,505
09-09-2023;09-09-2023;DK2;1,505
09-09-2023;09-09-2023;DK2;65.529999
09-09-2023;09-09-2023;DK1;65.529999
09-09-2023;09-09-2023;DK1;78.790001
09-09-2023;09-09-2023;DK2;78.790001
09-09-2023;09-09-2023;DK2;89.769997
09-09-2023;09-09-2023;DK1;89.769997
09-09-2023;09-09-2023;DK1;96.089996
09-09-2023;09-09-2023;DK2;96.089996
09-09-2023;09-09-2023;DK2;104.040001
09-09-2023;09-09-2023;DK1;104.040001
09-09-2023;09-09-2023;DK1;103.830002
09-09-2023;09-09-2023;DK2;103.830002
09-09-2023;09-09-2023;DK2;101.330002
09-09-2023;09-09-2023;DK1;99.800003
09-09-2023;09-09-2023;DK1;100.849998
09-09-2023;09-09-2023;DK2;100.849998
09-09-2023;09-09-2023;DK2;100
09-09-2023;09-09-2023;DK1;100
09-09-2023;09-09-2023;DK1;100.010002
09-09-2023;09-09-2023;DK2;100.010002
08-09-2023;09-09-2023;DK2;102.470001
08-09-2023;09-09-2023;DK1;102.470001
08-09-2023;09-09-2023;DK1;105.199997
08-09-2023;09-09-2023;DK2;105.199997
08-09-2023;08-09-2023;DK2;105.980003
08-09-2023;08-09-2023;DK1;105.980003
08-09-2023;08-09-2023;DK1;11,393
08-09-2023;08-09-2023;DK2;11,393
08-09-2023;08-09-2023;DK2;132.080002
08-09-2023;08-09-2023;DK1;132.080002
08-09-2023;08-09-2023;DK1;195.550003
08-09-2023;08-09-2023;DK2;195.550003
08-09-2023;08-09-2023;DK2;230
08-09-2023;08-09-2023;DK1;230
08-09-2023;08-09-2023;DK1;171.820007
08-09-2023;08-09-2023;DK2;171.820007
08-09-2023;08-09-2023;DK2;22
08-09-2023;08-09-2023;DK1;22
08-09-2023;08-09-2023;DK1;22
08-09-2023;08-09-2023;DK2;22
08-09-2023;08-09-2023;DK2;80.230003
08-09-2023;08-09-2023;DK1;80.230003
08-09-2023;08-09-2023;DK1;72.220001
08-09-2023;08-09-2023;DK2;7,257
08-09-2023;08-09-2023;DK2;70.910004
08-09-2023;08-09-2023;DK1;70.449997
08-09-2023;08-09-2023;DK1;72.709999
08-09-2023;08-09-2023;DK2;75.099998
08-09-2023;08-09-2023;DK2;14.5
08-09-2023;08-09-2023;DK1;14.5
08-09-2023;08-09-2023;DK1;14.5
08-09-2023;08-09-2023;DK2;14.5
08-09-2023;08-09-2023;DK2;20
08-09-2023;08-09-2023;DK1;20
08-09-2023;08-09-2023;DK1;122.519997
08-09-2023;08-09-2023;DK2;122.760002
08-09-2023;08-09-2023;DK1;133.759995
08-09-2023;08-09-2023;DK2;133.759995
08-09-2023;08-09-2023;DK2;18.780001
08-09-2023;08-09-2023;DK1;18.780001
08-09-2023;08-09-2023;DK1;18.780001
08-09-2023;08-09-2023;DK2;18.780001
08-09-2023;08-09-2023;DK2;58
08-09-2023;08-09-2023;DK1;58
08-09-2023;08-09-2023;DK1;58
08-09-2023;08-09-2023;DK2;58
08-09-2023;08-09-2023;DK2;82.059998
08-09-2023;08-09-2023;DK1;82.059998
07-09-2023;08-09-2023;DK1;81.519997
07-09-2023;08-09-2023;DK2;81.519997
07-09-2023;08-09-2023;DK2;84.620003
07-09-2023;08-09-2023;DK1;84.620003
07-09-2023;07-09-2023;DK1;88.910004
07-09-2023;07-09-2023;DK2;88.910004
07-09-2023;07-09-2023;DK2;101.400002
07-09-2023;07-09-2023;DK1;101.400002
07-09-2023;07-09-2023;DK1;118
07-09-2023;07-09-2023;DK2;118
07-09-2023;07-09-2023;DK2;146.729996
07-09-2023;07-09-2023;DK1;146.729996
07-09-2023;07-09-2023;DK1;167.270004
07-09-2023;07-09-2023;DK2;167.270004
07-09-2023;07-09-2023;DK2;133.529999
07-09-2023;07-09-2023;DK1;133.529999
07-09-2023;07-09-2023;DK1;103.139999
07-09-2023;07-09-2023;DK2;103.139999
07-09-2023;07-09-2023;DK2;88.300003
07-09-2023;07-09-2023;DK1;88.300003
07-09-2023;07-09-2023;DK2;55
07-09-2023;07-09-2023;DK1;55
07-09-2023;07-09-2023;DK1;61
07-09-2023;07-09-2023;DK2;61
07-09-2023;07-09-2023;DK2;65.199997
07-09-2023;07-09-2023;DK1;65.199997
07-09-2023;07-09-2023;DK1;69.349998
07-09-2023;07-09-2023;DK2;69.349998
07-09-2023;07-09-2023;DK2;82.699997
07-09-2023;07-09-2023;DK1;82.699997
07-09-2023;07-09-2023;DK1;88.220001
07-09-2023;07-09-2023;DK2;88.220001
07-09-2023;07-09-2023;DK2;23.469999
07-09-2023;07-09-2023;DK1;23.469999
07-09-2023;07-09-2023;DK1;35
07-09-2023;07-09-2023;DK2;35
07-09-2023;07-09-2023;DK2;130
07-09-2023;07-09-2023;DK1;130
07-09-2023;07-09-2023;DK1;116.019997
07-09-2023;07-09-2023;DK2;116.019997
07-09-2023;07-09-2023;DK2;92.089996
07-09-2023;07-09-2023;DK1;92.089996
07-09-2023;07-09-2023;DK1;87.839996
07-09-2023;07-09-2023;DK2;87.839996
07-09-2023;07-09-2023;DK2;84.010002
07-09-2023;07-09-2023;DK1;84.010002
07-09-2023;07-09-2023;DK1;89.080002
07-09-2023;07-09-2023;DK2;89.080002
06-09-2023;07-09-2023;DK2;91.370003
06-09-2023;07-09-2023;DK1;91.370003
06-09-2023;07-09-2023;DK1;95.419998
06-09-2023;07-09-2023;DK2;95.419998
06-09-2023;06-09-2023;DK2;95.720001
06-09-2023;06-09-2023;DK1;95.720001
06-09-2023;06-09-2023;DK1;1,342
06-09-2023;06-09-2023;DK2;1,342
06-09-2023;06-09-2023;DK2;1,342
06-09-2023;06-09-2023;DK1;1,342
06-09-2023;06-09-2023;DK1;60.700001
06-09-2023;06-09-2023;DK2;60.700001
06-09-2023;06-09-2023;DK2;189.830002
