HourUTC;HourDK;PriceArea;mFRRUpActBal;mFRRDownActBal;mFRRUpActSpec;mFRRDownActSpec;ImbalanceMWh;ImbalancePriceEUR;ImbalancePriceDKK;BalancingPowerPriceUpEUR;BalancingPowerPriceUpDKK;BalancingPowerPriceDownEUR;BalancingPowerPriceDownDKK
30-12-2023;30-12-2023;DK1;0;46;0;0;-245;30;223,589996;43,23;322,193176;30;223,589996
30-12-2023;30-12-2023;DK2;0;15;0;0;109,900002;30;223,589996;43,23;322,193176;30;223,589996
30-12-2023;30-12-2023;DK2;0;0;0;0;142,600006;50,099998;373,390015;50,099998;373,390015;50,099998;373,390015
30-12-2023;30-12-2023;DK1;0;60;0;0;-219;53,68;400,070007;59,240002;441,507965;53,68;400,070007
30-12-2023;30-12-2023;DK1;0;30;0;0;-129;53,68;400,070007;57,639999;429,583374;53,68;400,070007
30-12-2023;30-12-2023;DK2;0;0;0;0;22,299999;53,68;400,070007;55,139999;410,951202;53,68;400,070007
30-12-2023;30-12-2023;DK2;0;0;0;0;-89,900002;62,009998;462,149994;62,009998;462,149994;62,009998;462,149994
30-12-2023;30-12-2023;DK1;0;0;0;0;5;62,009998;462,149994;62,009998;462,149994;62,009998;462,149994
30-12-2023;30-12-2023;DK1;2,5;0;0;0;98;72;536,609985;72;536,609985;71,089996;529,82782
30-12-2023;30-12-2023;DK2;0;0;0;0;-218,300003;72;536,609985;72;536,609985;71,089996;529,82782
30-12-2023;30-12-2023;DK2;0;0;0;0;-112,300003;83;618,590027;83;618,590027;79,989998;596,156799
30-12-2023;30-12-2023;DK1;21;0;0;0;-61;83;618,590027;83;618,590027;79,989998;596,156799
30-12-2023;30-12-2023;DK1;28;0;0;0;-134;85,5;637,219971;85,5;637,219971;80,139999;597,272583
30-12-2023;30-12-2023;DK2;0;0;0;0;49,299999;85,5;637,219971;85,5;637,219971;79,919998;595,632996
30-12-2023;30-12-2023;DK2;0;2,5;0;0;277,200012;85,5;637,219971;85,5;637,219971;58;432,266174
30-12-2023;30-12-2023;DK1;16,5;10,75;0;0;-72;85,5;637,219971;85,5;637,219971;58;432,266174
30-12-2023;30-12-2023;DK1;0;54;0;0;-81;52,5;391,279999;56,25;419,228577;52,5;391,279999
30-12-2023;30-12-2023;DK2;0;10;0;0;315,299988;52,5;391,279999;56,25;419,228577;52,5;391,279999
30-12-2023;30-12-2023;DK2;0;0;0;0;333,5;42,040001;313,320007;42,040001;313,320007;42,040001;313,320007
30-12-2023;30-12-2023;DK1;0;0;0;0;-237;42,040001;313,320007;42,040001;313,320007;42,040001;313,320007
30-12-2023;30-12-2023;DK1;0;0;0;0;-287;33,25;247,809998;33,25;247,809998;33,25;247,809998
30-12-2023;30-12-2023;DK2;0;0;0;0;375,299988;33,25;247,809998;33,25;247,809998;33,25;247,809998
30-12-2023;30-12-2023;DK2;0;0;0;0;424,299988;36,380001;271,140015;36,380001;271,140015;36,380001;271,140015
30-12-2023;30-12-2023;DK1;0;0;0;0;-314;36,380001;271,140015;36,380001;271,140015;36,380001;271,140015
30-12-2023;30-12-2023;DK1;0;0;0;0;-304;39,639999;295,429993;39,639999;295,429993;39,639999;295,429993
30-12-2023;30-12-2023;DK2;0;0;0;0;242,399994;39,639999;295,429993;39,639999;295,429993;39,639999;295,429993
30-12-2023;30-12-2023;DK2;0;0;0;0;99,5;39,209999;292,230011;39,209999;292,230011;39,209999;292,230011
30-12-2023;30-12-2023;DK1;0;0;0;0;-165;39,209999;292,230011;39,209999;292,230011;39,209999;292,230011
30-12-2023;30-12-2023;DK1;0;37;0;0;-215;23;171,419998;35,73;266,297241;23;171,419998
30-12-2023;30-12-2023;DK2;0;0;0;0;136,699997;23;171,419998;35,73;266,297241;23;171,419998
30-12-2023;30-12-2023;DK1;0;93;0;0;-324;16;119,25;28,809999;214,724518;16;119,25
30-12-2023;30-12-2023;DK2;0;0;0;0;92,199997;16;119,25;28,809999;214,724518;16;119,25
30-12-2023;30-12-2023;DK2;0;30;0;0;111,900002;9,39;69,980003;25,290001;188,476501;9,39;69,980003
30-12-2023;30-12-2023;DK1;0;211;0;0;-199;9,39;69,980003;40,009998;298,178894;9,39;69,980003
30-12-2023;30-12-2023;DK1;0;112,75;0;0;-320;11;81,980003;25,5;190,044556;11;81,980003
30-12-2023;30-12-2023;DK2;0;0;0;0;20,9;11;81,980003;22,02;164,109055;11;81,980003
30-12-2023;30-12-2023;DK2;0;30;0;19;-33,799999;0;0;20,15;149,916;0;0
30-12-2023;30-12-2023;DK1;0;161;0;37,5;-287;0;0;16,67;124,024803;0;0
30-12-2023;30-12-2023;DK1;0;0;0;120;-239;18,07;134,669998;18,07;134,669998;18,07;134,669998
30-12-2023;30-12-2023;DK2;0;0;0;0;-46,799999;18,07;134,669998;18,07;134,669998;18,07;134,669998
30-12-2023;30-12-2023;DK2;0;0;0;0;4,7;18,120001;135,050003;18,120001;135,050003;18,120001;135,050003
30-12-2023;30-12-2023;DK1;0;0;0;0;-158;18,120001;135,050003;18,120001;135,050003;18,120001;135,050003
30-12-2023;30-12-2023;DK1;0;0;0;22,25;-176;18,07;134,669998;18,07;134,669998;18,07;134,669998
30-12-2023;30-12-2023;DK2;0;0;0;1,25;138,5;18,07;134,669998;18,07;134,669998;18,07;134,669998
30-12-2023;30-12-2023;DK2;2,5;0;0;44,25;-13,9;57,110001;425,640015;57,110001;425,640015;19,969999;148,836121
30-12-2023;30-12-2023;DK1;14;0;0;102;-224;57,110001;425,640015;57,110001;425,640015;19,969999;148,836121
29-12-2023;30-12-2023;DK1;66;0;0;0;-197;60,369999;449,929993;60,369999;449,929993;32,490002;242,14389
29-12-2023;30-12-2023;DK2;10;0;0;0;46,700001;60,369999;449,929993;60,369999;449,929993;20,84;155,317886
29-12-2023;29-12-2023;DK1;14;0;0;0;-228;55,66;414,920013;55,66;414,920013;19,35;144,245453
29-12-2023;29-12-2023;DK2;10;0;0;0;-16,200001;55,66;414,920013;55,66;414,920013;19,35;144,245453
29-12-2023;29-12-2023;DK1;39;0;0;0;-116;65;484,540009;65;484,540009;25,34;188,896057
29-12-2023;29-12-2023;DK2;10;0;0;0;-161,899994;65;484,540009;65;484,540009;25,34;188,896057
29-12-2023;29-12-2023;DK2;15;0;0;0;-185,199997;65;484,540009;65;484,540009;28,129999;209,694
29-12-2023;29-12-2023;DK1;23,5;0;0;0;-118;65;484,540009;65;484,540009;28,129999;209,694
29-12-2023;29-12-2023;DK1;21;0;0;0;-212;60;447,269989;60;447,269989;30,02;223,784088
29-12-2023;29-12-2023;DK2;15;0;0;0;-156,300003;60;447,269989;60;447,269989;30,02;223,784088
29-12-2023;29-12-2023;DK2;10;0;0;0;78,599998;57,91;431,690002;57,91;431,690002;30,76;229,300369
29-12-2023;29-12-2023;DK1;11;0;0;0;-145;57,91;431,690002;57,91;431,690002;30,76;229,300369
29-12-2023;29-12-2023;DK1;11;0;0;0;-204;57,98;432,209991;57,98;432,209991;34,119999;254,346405
29-12-2023;29-12-2023;DK2;8;0;0;0;10,3;57,98;432,209991;57,98;432,209991;34,119999;254,346405
29-12-2023;29-12-2023;DK2;8;0;0;0;80,400002;53,98;402,390015;53,98;402,390015;35,869999;267,39032
29-12-2023;29-12-2023;DK1;11;0;0;0;-179;53,98;402,390015;53,98;402,390015;35,869999;267,39032
29-12-2023;29-12-2023;DK1;0;0;0;0;-299;53,98;402,390015;53,98;402,390015;40;298,177124
29-12-2023;29-12-2023;DK2;10;0;0;0;172,600006;53,98;402,390015;53,98;402,390015;33,02;246,145203
29-12-2023;29-12-2023;DK2;20;0;0;0;284,600006;53,990002;402,470001;53,990002;402,470001;30,65;228,481293
29-12-2023;29-12-2023;DK1;48;0;0;0;-255;53,990002;402,470001;53,990002;402,470001;15,01;111,892471
29-12-2023;29-12-2023;DK1;15;0;0;0;-145;51;380,179993;51;380,179993;12,95;96,535904
29-12-2023;29-12-2023;DK2;5;0;0;0;250,5;51;380,179993;51;380,179993;30,9;230,344345
29-12-2023;29-12-2023;DK2;0;0;0;0;65,900002;17,5;130,449997;30,76;229,293823;17,5;130,449997
29-12-2023;29-12-2023;DK1;0;0;0;0;-234;10,19;75,959999;10,19;75,959999;10,19;75,959999
29-12-2023;29-12-2023;DK1;0;0;0;0;-292;9,96;74,25;9,96;74,25;9,96;74,25
29-12-2023;29-12-2023;DK2;0;0;0;0;11,4;17,5;130,449997;32,209999;240,102524;17,5;130,449997
29-12-2023;29-12-2023;DK2;0;30;0;0;168;11,74;87,519997;15,88;118,383095;11,74;87,519997
29-12-2023;29-12-2023;DK1;0;31;0;0;-289;11,74;87,519997;12,01;89,532806;11,74;87,519997
29-12-2023;29-12-2023;DK1;0;0;0;0;-216;15,09;112,489998;15,09;112,489998;15,09;112,489998
29-12-2023;29-12-2023;DK2;0;0;0;0;205,5;15,52;115,690002;15,52;115,690002;15,52;115,690002
29-12-2023;29-12-2023;DK2;0;35;0;0;279,5;13,32;99,279999;15,68;116,870148;13,32;99,279999
29-12-2023;29-12-2023;DK1;0;0;0;0;-175;13,2;98,400002;13,2;98,400002;13,2;98,400002
29-12-2023;29-12-2023;DK1;0;152,5;0;0;-246;-13,41;-99,959999;12,38;92,282234;-13,41;-99,959999
29-12-2023;29-12-2023;DK2;0;5;0;0;63,299999;12,04;89,75;15,44;115,094681;12,04;89,75
29-12-2023;29-12-2023;DK1;0;0;0;0;-373;0,1;0,75;0,1;0,75;0,1;0,75
29-12-2023;29-12-2023;DK2;0;0;0;0;99,099998;10,08;75,139999;10,08;75,139999;10,08;75,139999
29-12-2023;29-12-2023;DK1;0;0;0;0;-289;-0,07;-0,52;-0,07;-0,52;-0,07;-0,52
29-12-2023;29-12-2023;DK2;0;28;0;0;85,099998;0;0;1,58;11,7552;0;0
29-12-2023;29-12-2023;DK1;0;5;0;0;-450;-0,5;-3,73;-0,26;-1,9396;-0,5;-3,73
29-12-2023;29-12-2023;DK2;0;56;0;0;100,800003;-0,5;-3,73;1,58;11,7868;-0,5;-3,73
29-12-2023;29-12-2023;DK1;0;50,75;0;0;-321;-2;-14,91;-0,95;-7,08225;-2;-14,91
29-12-2023;29-12-2023;DK2;0;67;0;0;154,300003;-2;-14,91;15,04;112,123199;-2;-14,91
29-12-2023;29-12-2023;DK1;0;56;0;0;-296;-2;-14,91;-0,93;-6,93315;-2;-14,91
29-12-2023;29-12-2023;DK2;0;67;0;0;114,800003;-2;-14,91;15,43;115,030647;-2;-14,91
29-12-2023;29-12-2023;DK1;0;5;0;0;-297;-0,5;-3,73;-0,28;-2,0888;-0,5;-3,73
29-12-2023;29-12-2023;DK2;0;67;0;0;123,199997;-0,5;-3,73;15,48;115,480797;-0,5;-3,73
29-12-2023;29-12-2023;DK1;0;56;0;0;-353;-0,5;-3,73;-0,08;-0,5968;-0,5;-3,73
29-12-2023;29-12-2023;DK2;0;67;0;0;66,599998;-0,5;-3,73;15,66;116,823601;-0,5;-3,73
28-12-2023;29-12-2023;DK1;0;88,5;0;0;-382;-6,3;-46,959999;0;0;-6,3;-46,959999
28-12-2023;29-12-2023;DK2;0;23,25;0;0;26,5;-6,3;-46,959999;15,06;112,25676;-6,3;-46,959999
28-12-2023;28-12-2023;DK2;0;78,75;0;21,25;-51,5;-14,09;-105,040001;15,29;113,985924;-14,09;-105,040001
28-12-2023;28-12-2023;DK1;0;314,5;0;87,5;-288;-14,09;-105,040001;2;14,909865;-14,09;-105,040001
28-12-2023;28-12-2023;DK1;0;90,5;0;0;-168;5;37,27;26,24;195,592957;5;37,27
28-12-2023;28-12-2023;DK2;0;5;0;0;-21,9;5;37,27;26,24;195,592957;5;37,27
28-12-2023;28-12-2023;DK2;0;0;0;0;281,299988;17,5;130,460007;33,619999;250,632309;17,5;130,460007
28-12-2023;28-12-2023;DK1;0;60;0;0;-267;17,5;130,460007;28,98;216,041779;17,5;130,460007
28-12-2023;28-12-2023;DK1;0;92;0;0;-186;17,5;130,460007;36,689999;273,518707;17,5;130,460007
28-12-2023;28-12-2023;DK2;0;0;0;0;104,099998;17,5;130,460007;36,689999;273,518707;17,5;130,460007
28-12-2023;28-12-2023;DK2;0;0;0;0;-155,699997;24;178,919998;39,5;294,472504;24;178,919998
28-12-2023;28-12-2023;DK1;0;76,5;0;0;-190;24;178,919998;39,5;294,472504;24;178,919998
28-12-2023;28-12-2023;DK1;0;0;0;0;-218;45,900002;342,179993;45,900002;342,179993;45,900002;342,179993
28-12-2023;28-12-2023;DK2;0;0;0;0;-13,8;45,900002;342,179993;45,900002;342,179993;45,900002;342,179993
28-12-2023;28-12-2023;DK2;0;0;0;0;264,700012;46,830002;349,109985;46,830002;349,109985;46,830002;349,109985
28-12-2023;28-12-2023;DK1;0;0;0;0;-231;46,830002;349,109985;46,830002;349,109985;46,830002;349,109985
28-12-2023;28-12-2023;DK1;0;0;0;0;-370;40,34;300,730011;40,34;300,730011;40,34;300,730011
28-12-2023;28-12-2023;DK2;0;0;0;0;248,899994;41,330002;308,109985;41,330002;308,109985;41,330002;308,109985
28-12-2023;28-12-2023;DK2;0;0;0;0;376,600006;54;402,559998;54;402,559998;40,799999;304,156433
28-12-2023;28-12-2023;DK1;69;0;0;0;-341;54;402,559998;54;402,559998;20,58;153,42009
28-12-2023;28-12-2023;DK1;0;0;0;78,75;-218;15,46;115,25;15,46;115,25;15,46;115,25
28-12-2023;28-12-2023;DK2;0;0;0;0;73,199997;22,780001;169,820007;22,780001;169,820007;22,780001;169,820007
28-12-2023;28-12-2023;DK2;0;0;0;0;157,699997;51;380,200012;51;380,200012;22,75;169,59903
28-12-2023;28-12-2023;DK1;121;0;0;0;12;51;380,200012;51;380,200012;5,76;42,940235
28-12-2023;28-12-2023;DK1;93;0;0;0;-153;51;380,200012;51;380,200012;9,27;69,106941
28-12-2023;28-12-2023;DK2;0;0;0;0;626,099976;51;380,200012;51;380,200012;37,450001;279,186096
28-12-2023;28-12-2023;DK2;0;0;0;0;584,400024;51;380,200012;51;380,200012;37,599998;280,304321
28-12-2023;28-12-2023;DK1;61;0;0;0;-345;51;380,200012;51;380,200012;16,059999;119,725723
28-12-2023;28-12-2023;DK1;0;29;0;0;-139;25;186,369995;29,27;218,201996;25;186,369995
28-12-2023;28-12-2023;DK2;0;7,5;0;0;410,799988;25;186,369995;38,869999;289,768066;25;186,369995
28-12-2023;28-12-2023;DK2;0;15;0;0;18,799999;25;186,369995;38,75;288,873505;25;186,369995
28-12-2023;28-12-2023;DK1;0;84;0;252;-247;25;186,369995;38,75;288,873505;25;186,369995
28-12-2023;28-12-2023;DK1;0;107;0;229;-374;15;111,82;38,200001;284,76828;15;111,82
28-12-2023;28-12-2023;DK2;0;22,5;0;0;133;15;111,82;38,200001;284,76828;15;111,82
28-12-2023;28-12-2023;DK1;0;248;0;243;-384;-6,57;-48,98;16,059999;119,728882;-6,57;-48,98
28-12-2023;28-12-2023;DK2;0;71;0;0;55,099998;-6,57;-48,98;16,059999;119,728882;-6,57;-48,98
28-12-2023;28-12-2023;DK2;0;40,5;0;28;-133,600006;-14,08;-104,959999;15,85;118,154541;-14,08;-104,959999
28-12-2023;28-12-2023;DK1;0;125,25;0;264,25;-203;-14,08;-104,959999;0,02;0,149091;-14,08;-104,959999
28-12-2023;28-12-2023;DK1;0;156;0;251;-264;-6,71;-50,02;-0,11;-0,82;-6,71;-50,02
28-12-2023;28-12-2023;DK2;0;67,25;0;75;-72,300003;-6,71;-50,02;15,81;117,856361;-6,71;-50,02
28-12-2023;28-12-2023;DK2;0;0;0;0;-4,1;15,84;118,089996;15,84;118,089996;15,84;118,089996
28-12-2023;28-12-2023;DK1;0;210;0;177,5;-349;-13,41;-99,970001;-0,27;-2,012819;-13,41;-99,970001
28-12-2023;28-12-2023;DK1;0;101;0;221;-295;-7,91;-58,970001;-1,39;-10,362617;-7,91;-58,970001
28-12-2023;28-12-2023;DK2;0;0;0;0;11,8;15,87;118,309998;15,87;118,309998;15,87;118,309998
28-12-2023;28-12-2023;DK2;0;0;0;0;36,400002;15,89;118,459999;15,89;118,459999;15,89;118,459999
28-12-2023;28-12-2023;DK1;0;0;0;206,5;-284;-1,43;-10,66;-1,43;-10,66;-1,43;-10,66
28-12-2023;28-12-2023;DK1;0;0;0;0;-307;-0,78;-5,81;-0,78;-5,81;-0,78;-5,81
28-12-2023;28-12-2023;DK2;0;0;0;0;55,200001;22,75;169,600006;22,75;169,600006;22,75;169,600006
27-12-2023;28-12-2023;DK2;7,5;0;0;0;78,699997;53;395,109985;53;395,109985;15,84;118,085701
27-12-2023;28-12-2023;DK1;250,5;0;0;0;-383;53;395,109985;53;395,109985;-0,01;-0,074549
27-12-2023;27-12-2023;DK1;0;235;0;225;-9;-4,03;-30,049999;0,03;0,223697;-4,03;-30,049999
27-12-2023;27-12-2023;DK2;0;67;0;32;-19,799999;-4,03;-30,049999;6,77;50,481014;-4,03;-30,049999
27-12-2023;27-12-2023;DK2;5;0;0;0;-99,800003;11,63;86,739998;50;372,914856;11,63;86,739998
27-12-2023;27-12-2023;DK1;13;76;0;0;-32;11,63;86,739998;50;372,914856;11,63;86,739998
27-12-2023;27-12-2023;DK1;95;0;0;0;252;70;521,919983;70;521,919983;24,74;184,461441
27-12-2023;27-12-2023;DK2;0;0;0;0;-11,4;70;521,919983;70;521,919983;24,74;184,461441
27-12-2023;27-12-2023;DK2;0;0;0;0;-40,099998;81;603,940002;81;603,940002;54,73;408,06958
27-12-2023;27-12-2023;DK1;49;0;0;0;183;81;603,940002;81;603,940002;54,73;408,06958
27-12-2023;27-12-2023;DK1;58;0;0;0;241;83,5;622,580017;83,5;622,580017;64,849998;483,524719
27-12-2023;27-12-2023;DK2;0;0;0;0;-78,900002;83,5;622,580017;83,5;622,580017;64,849998;483,524719
27-12-2023;27-12-2023;DK2;4,5;0;0;0;-112,300003;105;782,880005;105;782,880005;74,349998;554,353577
27-12-2023;27-12-2023;DK1;43;0;0;0;165;105;782,880005;105;782,880005;74,349998;554,353577
27-12-2023;27-12-2023;DK1;70;0;0;0;244;112;835,070007;112;835,070007;80,32;598,864502
27-12-2023;27-12-2023;DK2;6;0;0;0;-344,5;112;835,070007;112;835,070007;80,32;598,864502
27-12-2023;27-12-2023;DK2;11;0;0;0;-259,299988;112;835,070007;112;835,070007;79,769997;594,763672
27-12-2023;27-12-2023;DK1;75;0;0;0;202;112;835,070007;112;835,070007;79,769997;594,763672
27-12-2023;27-12-2023;DK2;8,25;0;0;0;-225,600006;107,699997;803,01001;107,699997;803,01001;79,949997;596,106323
27-12-2023;27-12-2023;DK1;53,25;0;0;0;128;107,699997;803,01001;107,699997;803,01001;79,949997;596,106323
27-12-2023;27-12-2023;DK1;7,25;0;0;0;109;85;633,76001;85;633,76001;73,639999;549,059814
27-12-2023;27-12-2023;DK2;0;0;0;0;-263,100006;85;633,76001;85;633,76001;73,639999;549,059814
27-12-2023;27-12-2023;DK2;0;0;0;0;-555,299988;71,879997;535,940002;71,879997;535,940002;71,879997;535,940002
27-12-2023;27-12-2023;DK1;0;0;0;0;-1;71,879997;535,940002;71,879997;535,940002;71,879997;535,940002
27-12-2023;27-12-2023;DK1;0;0;0;0;-25;73,790001;550,179993;73,790001;550,179993;73,790001;550,179993
27-12-2023;27-12-2023;DK2;0;0;0;0;-440,899994;73,790001;550,179993;73,790001;550,179993;73,790001;550,179993
27-12-2023;27-12-2023;DK2;0;0;0;0;-212,600006;74,709999;557,039978;74,709999;557,039978;74,709999;557,039978
27-12-2023;27-12-2023;DK1;0;0;0;0;18;74,709999;557,039978;74,709999;557,039978;74,709999;557,039978
27-12-2023;27-12-2023;DK1;0;0;0;0;-17;75,190002;560,619995;75,190002;560,619995;75,190002;560,619995
27-12-2023;27-12-2023;DK2;0;0;0;0;-233,800003;75,190002;560,619995;75,190002;560,619995;75,190002;560,619995
27-12-2023;27-12-2023;DK2;0;0;0;0;-456,399994;80,559998;600,659973;80,559998;600,659973;80,559998;600,659973
27-12-2023;27-12-2023;DK1;0;0;0;0;-151;80,559998;600,659973;80,559998;600,659973;80,559998;600,659973
27-12-2023;27-12-2023;DK1;0;0;0;0;-148;82,730003;616,830017;82,730003;616,830017;82,730003;616,830017
27-12-2023;27-12-2023;DK2;0;0;0;0;-530;82,730003;616,830017;82,730003;616,830017;82,730003;616,830017
27-12-2023;27-12-2023;DK2;0;0;0;0;-374,100006;54,91;409,410004;54,91;409,410004;54,91;409,410004
27-12-2023;27-12-2023;DK1;0;0;0;0;35;77,440002;577,390015;77,440002;577,390015;77,440002;577,390015
27-12-2023;27-12-2023;DK1;0;121,5;0;0;-123;20;149,119995;65,059998;485,087341;20;149,119995
27-12-2023;27-12-2023;DK2;0;0;0;0;-81,300003;20;149,119995;36,52;272,293121;20;149,119995
27-12-2023;27-12-2023;DK2;0;0;0;0;-9,2;16;119,300003;33,830002;252,244965;16;119,300003
27-12-2023;27-12-2023;DK1;0;0;0;0;-122;55,98;417,390015;55,98;417,390015;55,98;417,390015
27-12-2023;27-12-2023;DK1;36;0;0;0;-191;65,5;488,369995;65,5;488,369995;49,77;371,086639
27-12-2023;27-12-2023;DK2;0;4,5;0;0;-75,599998;16;119,300003;32,549999;242,700943;16;119,300003
27-12-2023;27-12-2023;DK2;0;0;0;0;-82,300003;30,98;230,990005;30,98;230,990005;30,98;230,990005
27-12-2023;27-12-2023;DK1;36;0;0;0;3;71;529,380005;71;529,380005;51,650002;385,105316
27-12-2023;27-12-2023;DK1;35;0;0;0;-143;71;529,380005;71;529,380005;57,630001;429,692535
27-12-2023;27-12-2023;DK2;0;0;0;0;-51,599998;30,68;228,75;30,68;228,75;30,68;228,75
27-12-2023;27-12-2023;DK2;0;0;0;0;-47,599998;32,5;242,320007;32,5;242,320007;31,1;231,881607
27-12-2023;27-12-2023;DK1;36;0;0;0;-29;71;529,380005;71;529,380005;52,07;388,236847
26-12-2023;27-12-2023;DK1;41;0;0;0;-77;71;529,380005;71;529,380005;41,349998;308,307922
26-12-2023;27-12-2023;DK2;0;0;0;0;-119,800003;35,110001;261,779999;35,110001;261,779999;35,110001;261,779999
26-12-2023;26-12-2023;DK2;0;0;0;0;-23,6;34;253,5;34;253,5;34;253,5
26-12-2023;26-12-2023;DK1;40;0;0;0;-71;70;521,919983;70;521,919983;53,279999;397,255646
26-12-2023;26-12-2023;DK1;39;0;0;0;-144;70,5;525,650024;70,5;525,650024;46,630001;347,674622
26-12-2023;26-12-2023;DK2;0;0;0;0;26,9;37,91;282,660004;37,91;282,660004;37,91;282,660004
26-12-2023;26-12-2023;DK2;0;0;0;0;-48,5;40,759998;303,910004;40,759998;303,910004;40,759998;303,910004
26-12-2023;26-12-2023;DK1;37;0;0;0;-91;70,5;525,650024;70,5;525,650024;43,950001;327,692474
26-12-2023;26-12-2023;DK1;49;0;0;0;-124;68;507,01001;68;507,01001;49,32;367,731384
26-12-2023;26-12-2023;DK2;0;0;0;0;45,099998;42,029999;313,380005;42,029999;313,380005;42,029999;313,380005
26-12-2023;26-12-2023;DK2;0;5;0;0;1,2;42,400002;316,130005;49,419998;368,470367;42,400002;316,130005
26-12-2023;26-12-2023;DK1;0;23;0;0;-168;42,400002;316,130005;53,049999;395,535278;42,400002;316,130005
26-12-2023;26-12-2023;DK1;0;23;0;0;-225;42,93;320,089996;53,66;400,093842;42,93;320,089996
26-12-2023;26-12-2023;DK2;0;0;0;0;-120,5;42,93;320,089996;52,950001;394,800049;42,93;320,089996
26-12-2023;26-12-2023;DK2;0;0;0;0;-156,5;61;454,820007;61;454,820007;52,880001;394,276764
26-12-2023;26-12-2023;DK1;22,25;0;0;0;-169;61;454,820007;61;454,820007;52,990002;395,096924
26-12-2023;26-12-2023;DK1;9;0;0;0;-158;61;454,820007;61;454,820007;47,34;352,970154
26-12-2023;26-12-2023;DK2;0;0;0;0;250,199997;61;454,820007;61;454,820007;47,459999;353,864868
26-12-2023;26-12-2023;DK2;0;0;0;0;688,299988;26,15;194,970001;26,15;194,970001;26,15;194,970001
26-12-2023;26-12-2023;DK1;0;0;0;0;-112;25,26;188,339996;25,26;188,339996;25,26;188,339996
26-12-2023;26-12-2023;DK1;0;65,25;0;0;-240;23;171,490005;26,98;201,165237;23;171,490005
26-12-2023;26-12-2023;DK2;0;42;0;0;529,5;23;171,490005;26,98;201,165237;23;171,490005
26-12-2023;26-12-2023;DK2;0;42;0;0;401,299988;23;171,490005;27,459999;204,744141;23;171,490005
26-12-2023;26-12-2023;DK1;0;202,5;0;0;-350;-6,57;-48,990002;15,85;118,187447;-6,57;-48,990002
26-12-2023;26-12-2023;DK1;0;37,5;0;0;-203;2,68;20;10;74,626869;2,68;20
26-12-2023;26-12-2023;DK2;0;0;0;0;264,799988;15,89;118,480003;15,89;118,480003;15,89;118,480003
26-12-2023;26-12-2023;DK2;0;0;0;0;159,600006;25;186,399994;25,040001;186,698242;25;186,399994
26-12-2023;26-12-2023;DK1;0;0;0;0;-215;25;186,399994;25,040001;186,698242;25;186,399994
26-12-2023;26-12-2023;DK1;0;0;0;0;-108;48,880001;364,450012;48,880001;364,450012;48,880001;364,450012
26-12-2023;26-12-2023;DK2;0;0;0;0;202,399994;50,189999;374,220001;50,189999;374,220001;50,189999;374,220001
26-12-2023;26-12-2023;DK2;0;0;0;0;262,600006;53,799999;401,130005;53,799999;401,130005;49,560001;369,516785
26-12-2023;26-12-2023;DK1;10;0;0;0;-196;53,799999;401,130005;53,799999;401,130005;50,869999;379,284088
26-12-2023;26-12-2023;DK1;8;0;0;0;-372;53,799999;401,130005;53,799999;401,130005;39,040001;291,080231
26-12-2023;26-12-2023;DK2;0;0;0;0;674,400024;53,799999;401,130005;53,799999;401,130005;39,040001;291,080231
26-12-2023;26-12-2023;DK1;0;0;0;0;-480;13,2;98,419998;13,2;98,419998;13,2;98,419998
26-12-2023;26-12-2023;DK2;0;0;0;0;664;13,2;98,419998;13,2;98,419998;13,2;98,419998
26-12-2023;26-12-2023;DK2;0;0;0;0;317,5;1,55;11,56;1,55;11,56;1,55;11,56
26-12-2023;26-12-2023;DK1;0;0;0;0;-456;1,55;11,56;1,55;11,56;1,55;11,56
26-12-2023;26-12-2023;DK1;0;0;0;24;-278;0,1;0,75;0,1;0,75;0,1;0,75
26-12-2023;26-12-2023;DK2;0;0;0;0;81,199997;0,1;0,75;0,1;0,75;0,1;0,75
26-12-2023;26-12-2023;DK2;0;100;0;0;19,700001;-19,450001;-145,020004;2,03;15,135763;-19,450001;-145,020004
26-12-2023;26-12-2023;DK1;0;252;0;24;-236;-19,450001;-145,020004;2,03;15,135763;-19,450001;-145,020004
26-12-2023;26-12-2023;DK1;0;237;31,25;102,5;-260;-20,120001;-150,009995;10,86;80,969604;-20,120001;-150,009995
26-12-2023;26-12-2023;DK2;0;78,75;0;0;3,6;-20,120001;-150,009995;15,87;118,32299;-20,120001;-150,009995
26-12-2023;26-12-2023;DK2;0;78,5;0;0;41,599998;-13,42;-100,059998;24,129999;179,914139;-13,42;-100,059998
26-12-2023;26-12-2023;DK1;0;205,25;25;37,5;-322;-13,42;-100,059998;15,9;118,550964;-13,42;-100,059998
26-12-2023;26-12-2023;DK1;0;68,5;0;12,5;-239;-13,41;-99,980003;17,370001;129,504303;-13,41;-99,980003
26-12-2023;26-12-2023;DK2;0;18,75;0;0;41,200001;-13,41;-99,980003;28,07;209,279541;-13,41;-99,980003
25-12-2023;26-12-2023;DK2;0;0;0;0;81,900002;17,17;128,020004;30,629999;228,378143;17,17;128,020004
25-12-2023;26-12-2023;DK1;0;53,75;0;0;-176;17,17;128,020004;23,559999;175,664017;17,17;128,020004
25-12-2023;25-12-2023;DK1;0;278;0;0;-441;-4,96;-37;33,560001;250,346786;-4,96;-37
25-12-2023;25-12-2023;DK2;0;37;0;0;-124,5;-4,96;-37;33,560001;250,346786;-4,96;-37
