,date,month,hour,2018_values,2019_values,2020_values,2021_values,2022_values,2023_values
2251,04,04,19,1581.24,1484.74,1405.33,1624.55,1694.32,1577.93
2252,04,04,20,1414.91,1341.7,1311.3,1521.42,1590.86,1488.85
2253,04,04,21,1273.69,1209.78,1252.87,1438.4,1497.18,1415.24
2254,04,04,22,1153.52,1130.5,1197.34,1377.76,1403.47,1383.82
2255,04,04,23,1089.9,1077.71,1135.56,1284.24,1350.36,1371.27
2256,05,04,00,1095.01,1058.85,1111.66,1260.99,1339.79,1323.87
2257,05,04,01,1093.73,1081.65,1104.06,1280.56,1324.24,1309.05
2258,05,04,02,1109.52,1086.63,1128.78,1312.96,1336.49,1312.17
2259,05,04,03,1223.56,1179.88,1157.59,1297.48,1425.16,1380.15
2260,05,04,04,1447.45,1397.55,1196.37,1327.45,1637.15,1510.76
2261,05,04,05,1679.51,1579.83,1279.08,1461.1,1860.74,1625.69
2262,05,04,06,1793.01,1660.95,1402.55,1632.22,1906.38,1720.62
2263,05,04,07,1856.29,1661.96,1527.78,1672.5,1916.31,1732.27
2264,05,04,08,1876.83,1635.85,1508.69,1752.4,1907.05,1742.5
2265,05,04,09,1857.58,1588.09,1537.87,1783.13,1878.37,1711.18
2266,05,04,10,1834.65,1547.48,1513.78,1768.8,1859.89,1664.68
2267,05,04,11,1813.89,1512.78,1494.92,1853.51,1846.4,1640.42
2268,05,04,12,1761.23,1469.89,1462.72,1829.55,1785.99,1610.72
2269,05,04,13,1698.98,1432.44,1417.04,1760.73,1749.46,1593.3
2270,05,04,14,1720.31,1440.83,1404.86,1780.57,1752.44,1604.02
2271,05,04,15,1835.0,1559.85,1577.12,1858.79,1845.16,1658.15
2272,05,04,16,1831.69,1575.31,1609.06,1861.86,1847.88,1679.31
2273,05,04,17,1734.88,1534.46,1548.51,1793.06,1795.89,1667.35
2274,05,04,18,1694.42,1520.1,1545.26,1785.97,1747.61,1627.21
2275,05,04,19,1588.86,1425.04,1471.61,1704.44,1656.18,1564.89
2276,05,04,20,1439.87,1311.88,1387.55,1579.7,1542.01,1445.57
2277,05,04,21,1322.68,1213.25,1301.24,1479.72,1438.78,1403.4
2278,05,04,22,1235.89,1131.76,1221.45,1399.53,1376.76,1367.15
2279,05,04,23,1189.98,1076.54,1171.52,1329.42,1327.09,1344.07
2280,06,04,00,1154.96,1057.74,1142.05,1310.98,1298.84,1311.16
2281,06,04,01,1158.46,1052.4,1144.11,1329.85,1307.43,1298.72
2282,06,04,02,1183.85,1054.33,1169.07,1375.44,1315.51,1278.73
2283,06,04,03,1297.32,1080.22,1239.4,1473.45,1407.88,1289.76
2284,06,04,04,1499.82,1127.74,1343.07,1643.63,1636.54,1328.3
2285,06,04,05,1719.15,1236.37,1488.05,1819.76,1868.25,1412.13
2286,06,04,06,1809.69,1361.28,1612.59,1912.02,1975.65,1490.0
2287,06,04,07,1810.61,1441.81,1645.45,1979.42,2009.94,1513.26
2288,06,04,08,1808.19,1465.09,1653.87,2008.48,2020.93,1527.02
2289,06,04,09,1774.49,1441.79,1644.21,1925.18,2003.9,1506.8
2290,06,04,10,1736.28,1402.13,1617.97,1886.73,1966.68,1467.85
2291,06,04,11,1713.13,1363.84,1579.91,1858.56,1923.23,1449.52
2292,06,04,12,1672.37,1340.92,1535.7,1821.75,1855.51,1414.02
2293,06,04,13,1631.26,1316.51,1484.67,1791.02,1827.27,1374.44
2294,06,04,14,1638.55,1330.35,1486.27,1817.28,1860.57,1404.08
2295,06,04,15,1726.5,1439.4,1585.94,1919.17,1934.59,1475.13
2296,06,04,16,1752.08,1468.44,1631.97,1881.19,1907.5,1512.3
2297,06,04,17,1678.77,1433.39,1555.91,1761.13,1801.96,1519.13
2298,06,04,18,1655.5,1438.93,1487.41,1742.01,1723.48,1508.09
2299,06,04,19,1576.68,1378.86,1432.64,1656.48,1622.61,1475.36
2300,06,04,20,1484.95,1278.11,1330.22,1618.84,1480.49,1411.42
2301,06,04,21,1372.16,1211.11,1231.74,1510.15,1401.45,1381.15
2302,06,04,22,1269.59,1141.07,1177.82,1462.63,1347.63,1378.18
2303,06,04,23,1189.76,1086.26,1129.02,1426.8,1312.71,1343.99
2304,07,04,00,1148.39,1056.57,1082.65,1399.25,1264.52,1292.13
2305,07,04,01,1148.64,1061.69,1090.9,1417.19,1226.22,1252.6
2306,07,04,02,1153.44,1066.34,1100.18,1431.89,1240.89,1239.57
2307,07,04,03,1173.58,1086.24,1158.14,1521.68,1335.4,1269.76
2308,07,04,04,1213.21,1117.98,1248.6,1677.29,1554.21,1317.75
2309,07,04,05,1324.17,1225.71,1390.26,1877.83,1756.08,1402.96
2310,07,04,06,1490.91,1349.72,1517.87,1960.94,1852.95,1489.98
2311,07,04,07,1577.87,1427.67,1548.96,1909.28,1870.96,1546.14
2312,07,04,08,1594.59,1454.47,1557.77,1909.98,1896.93,1574.08
2313,07,04,09,1559.95,1427.2,1544.14,1879.18,1911.86,1545.15
2314,07,04,10,1544.64,1401.82,1577.91,1840.06,1971.35,1534.77
2315,07,04,11,1511.61,1375.36,1522.86,1869.08,1944.07,1525.4
2316,07,04,12,1483.92,1341.58,1476.15,1851.56,1907.65,1506.93
2317,07,04,13,1472.0,1320.27,1446.61,1803.02,1818.58,1486.68
2318,07,04,14,1503.4,1363.78,1435.65,1802.76,1817.85,1526.1
2319,07,04,15,1615.9,1520.96,1548.78,1856.64,1893.73,1569.96
2320,07,04,16,1648.49,1555.43,1584.13,1875.81,1870.47,1586.21
2321,07,04,17,1577.98,1526.95,1515.56,1795.69,1809.66,1555.74
2322,07,04,18,1557.81,1513.37,1493.96,1764.94,1774.11,1510.61
2323,07,04,19,1491.32,1438.82,1443.9,1703.13,1664.99,1469.38
2324,07,04,20,1386.34,1307.46,1317.98,1553.37,1557.59,1392.35
2325,07,04,21,1292.2,1187.03,1222.59,1430.71,1457.83,1322.75
2326,07,04,22,1205.14,1107.61,1148.02,1413.95,1385.82,1312.15
2327,07,04,23,1139.18,1064.83,1108.69,1379.44,1348.79,1303.61
2328,08,04,00,1112.91,1048.86,1088.48,1370.71,1346.15,1262.15
2329,08,04,01,1098.42,1063.82,1092.72,1356.7,1327.25,1221.67
2330,08,04,02,1104.03,1079.65,1107.22,1347.89,1351.75,1204.97
2331,08,04,03,1133.79,1192.42,1179.83,1418.9,1426.81,1221.01
2332,08,04,04,1163.47,1378.53,1271.81,1591.57,1620.07,1233.37
2333,08,04,05,1269.29,1594.82,1417.83,1786.43,1803.66,1331.89
2334,08,04,06,1394.65,1654.46,1526.95,1854.19,1864.16,1399.37
2335,08,04,07,1483.52,1650.32,1590.12,1897.4,1873.34,1446.44
2336,08,04,08,1522.6,1635.32,1573.83,1884.93,1880.63,1466.19
2337,08,04,09,1519.41,1585.29,1570.11,1864.25,1904.32,1424.05
2338,08,04,10,1491.84,1614.41,1555.57,1825.49,1838.57,1413.28
2339,08,04,11,1456.02,1588.35,1524.83,1813.46,1826.14,1380.01
2340,08,04,12,1418.51,1573.42,1494.62,1856.17,1840.08,1340.19
2341,08,04,13,1396.31,1542.49,1451.45,1820.72,1780.33,1320.81
2342,08,04,14,1425.11,1554.37,1464.76,1846.0,1788.58,1354.44
2343,08,04,15,1533.55,1678.88,1534.99,1965.29,1833.94,1418.3
2344,08,04,16,1570.61,1689.69,1583.67,1923.32,1805.77,1450.3
2345,08,04,17,1524.89,1628.0,1500.88,1810.72,1760.32,1466.56
2346,08,04,18,1525.36,1616.58,1486.79,1772.24,1701.21,1414.55
2347,08,04,19,1444.82,1548.34,1416.36,1759.54,1618.04,1402.89
2348,08,04,20,1304.02,1391.44,1302.19,1606.05,1545.87,1319.82
2349,08,04,21,1183.82,1271.22,1203.83,1519.52,1470.19,1257.73
2350,08,04,22,1124.11,1186.13,1140.53,1440.17,1403.36,1207.12
2351,08,04,23,1076.08,1151.53,1085.93,1407.75,1356.33,1206.62
2352,09,04,00,1056.84,1139.19,1055.03,1369.09,1317.15,1154.94
2353,09,04,01,1059.67,1152.19,1048.45,1360.82,1304.66,1160.66
2354,09,04,02,1089.43,1160.61,1046.46,1391.89,1298.17,1156.46
2355,09,04,03,1195.07,1267.48,1068.02,1463.45,1300.38,1168.83
2356,09,04,04,1387.61,1488.31,1103.8,1629.6,1325.4,1187.44
2357,09,04,05,1597.7,1698.82,1211.46,1836.65,1439.27,1262.81
2358,09,04,06,1706.34,1761.72,1329.59,1952.93,1545.68,1349.01
2359,09,04,07,1754.52,1783.09,1397.06,1965.04,1622.6,1411.86
2360,09,04,08,1802.23,1788.01,1445.33,2020.83,1669.78,1435.86
2361,09,04,09,1746.25,1766.52,1450.8,1995.41,1652.63,1414.74
2362,09,04,10,1716.86,1733.39,1439.8,1896.34,1673.8,1408.42
2363,09,04,11,1695.33,1710.84,1398.53,1813.8,1664.14,1387.6
2364,09,04,12,1691.27,1671.7,1358.78,1769.11,1634.85,1334.39
2365,09,04,13,1652.77,1635.25,1330.01,1729.52,1592.69,1294.65
2366,09,04,14,1647.98,1629.76,1356.47,1718.48,1580.6,1313.01
2367,09,04,15,1743.78,1664.36,1443.16,1791.02,1654.6,1404.3
2368,09,04,16,1714.6,1585.6,1486.32,1805.0,1696.27,1451.85
2369,09,04,17,1646.71,1429.25,1442.71,1722.71,1662.33,1441.81
2370,09,04,18,0.0,1398.47,1420.62,1690.64,1628.6,1420.08
2371,09,04,19,1543.01,1231.19,1376.35,1607.98,1570.56,1388.58
2372,09,04,20,1392.41,1325.2,1294.86,1504.15,1475.26,1310.76
2373,09,04,21,1266.4,1347.82,1202.43,1419.04,1399.41,1254.9
2374,09,04,22,1179.43,1089.58,1131.72,1337.56,1353.25,1227.55
2375,09,04,23,1131.09,1048.98,1075.72,1275.89,1304.95,1208.67
2376,10,04,00,1106.08,1000.82,1059.85,1246.13,1268.58,1173.5
2377,10,04,01,1108.83,1014.8,1055.45,1238.49,1252.3,1179.26
2378,10,04,02,1138.19,1260.28,1065.21,1243.19,1258.82,1170.72
2379,10,04,03,1236.13,1350.75,1101.58,1268.1,1276.54,1198.73
2380,10,04,04,1459.04,1399.52,1130.41,1321.38,1293.48,1218.96
2381,10,04,05,1671.14,1575.0,1236.7,1433.49,1401.33,1301.79
2382,10,04,06,1744.25,1737.36,1346.49,1543.2,1505.35,1378.65
2383,10,04,07,1762.74,1757.89,1421.58,1619.05,1562.31,1426.07
2384,10,04,08,1770.39,1767.35,1460.82,1642.75,1630.84,1478.88
2385,10,04,09,1758.54,1764.2,1452.38,1630.25,1622.73,1489.31
2386,10,04,10,1728.62,1768.99,1439.98,1604.55,1618.89,1489.89
2387,10,04,11,1705.46,1744.31,1465.36,1574.04,1621.12,1470.45
2388,10,04,12,1672.39,1727.52,1411.11,1535.81,1579.48,1437.69
2389,10,04,13,1631.41,1707.87,1395.31,1514.93,1531.04,1426.26
2390,10,04,14,1653.45,1696.87,1394.61,1541.03,1557.96,1483.96
2391,10,04,15,1748.42,1797.41,1455.31,1645.3,1656.93,1581.29
2392,10,04,16,1715.28,1775.03,1508.22,1687.06,1698.87,1584.25
2393,10,04,17,1636.53,1703.41,1458.48,1620.39,1666.73,1560.21
2394,10,04,18,1617.79,1683.19,1434.54,1619.46,1627.4,1517.28
2395,10,04,19,1546.02,1586.45,1391.47,1579.48,1567.12,1448.07
2396,10,04,20,1406.73,1448.74,1300.88,1490.61,1474.84,1391.71
2397,10,04,21,1283.36,1311.3,1209.67,1406.12,1387.2,1317.35
2398,10,04,22,1195.14,1230.65,1137.81,1314.94,1312.8,1300.03
2399,10,04,23,1165.99,1180.86,1087.25,1271.65,1272.02,1254.34
2400,11,04,00,1141.78,1161.55,1066.18,1276.32,1250.55,1196.28
2401,11,04,01,1151.41,1170.2,1069.02,1271.51,1255.22,1143.92
2402,11,04,02,1192.73,1197.19,1087.66,1282.65,1275.38,1136.47
2403,11,04,03,1310.64,1295.48,1121.14,1292.97,1366.45,1213.33
2404,11,04,04,1519.62,1513.67,1167.39,1340.29,1511.1,1400.93
2405,11,04,05,1738.41,1729.49,1264.03,1455.52,1695.16,1615.71
2406,11,04,06,1795.53,1813.26,1360.62,1582.51,1795.99,1725.5
2407,11,04,07,1803.46,1837.33,1433.38,1724.7,1844.4,1770.47
2408,11,04,08,1820.16,1848.73,1457.13,1837.07,1844.83,1808.95
2409,11,04,09,1793.94,1841.57,1454.97,1875.9,1801.45,1823.15
2410,11,04,10,1752.13,1827.87,1442.83,1854.22,1764.91,1793.11
2411,11,04,11,1736.32,1797.74,1453.24,1797.83,1743.79,1788.58
2412,11,04,12,1677.89,1739.22,1399.76,1741.06,1704.39,1750.86
2413,11,04,13,1639.41,1702.6,1385.08,1707.04,1663.57,1669.46
2414,11,04,14,1630.32,1696.32,1420.93,1716.29,1664.64,1638.18
2415,11,04,15,1719.4,1779.32,1543.29,1815.47,1731.32,1701.93
2416,11,04,16,1706.37,1755.8,1583.47,1858.18,1761.58,1699.25
2417,11,04,17,1629.25,1691.05,1487.86,1797.95,1722.68,1629.91
2418,11,04,18,1619.81,1674.44,1443.07,1726.6,1674.86,1579.48
2419,11,04,19,1560.8,1600.05,1366.55,1631.24,1630.8,1519.7
2420,11,04,20,1399.15,1451.14,1292.21,1510.85,1540.52,1411.66
2421,11,04,21,1265.52,1323.08,1218.94,1432.91,1451.71,1314.19
2422,11,04,22,1172.66,1244.96,1166.85,1391.9,1377.84,1292.83
2423,11,04,23,1127.25,1201.32,1099.33,1323.25,1343.94,1268.72
2424,12,04,00,1111.14,1188.38,1063.72,1317.04,1316.84,1268.46
2425,12,04,01,1123.47,1183.06,1052.76,1311.24,1325.53,1267.61
2426,12,04,02,1151.2,1214.82,1046.43,1324.73,1354.84,1290.74
2427,12,04,03,1252.4,1311.95,1059.34,1422.62,1440.73,1354.47
2428,12,04,04,1467.92,1513.39,1065.72,1571.74,1603.89,1491.52
2429,12,04,05,1687.26,1724.93,1147.62,1794.25,1744.56,1638.78
2430,12,04,06,1770.24,1814.85,1284.46,1854.71,1811.75,1681.63
2431,12,04,07,1772.07,1858.54,1358.32,1869.62,1809.58,1669.59
2432,12,04,08,1720.58,1869.31,1386.71,1872.72,1794.48,1674.86
2433,12,04,09,1702.62,1826.12,1392.66,1855.14,1770.29,1658.38
2434,12,04,10,1666.29,1792.34,1369.39,1826.42,1753.63,1625.01
2435,12,04,11,1649.62,1754.65,1340.86,1810.52,1731.02,1591.64
2436,12,04,12,1638.34,1694.15,1295.91,1816.83,1663.68,1567.84
2437,12,04,13,1595.77,1661.61,1269.86,1773.76,1646.81,1579.78
2438,12,04,14,1596.68,1662.72,1281.71,1770.63,1658.98,1632.38
2439,12,04,15,1683.67,1745.89,1388.99,1875.0,1759.85,1744.94
2440,12,04,16,1674.27,1728.73,1451.3,1839.54,1777.17,1728.32
2441,12,04,17,1611.01,1648.49,1399.6,1741.39,1737.13,1674.83
2442,12,04,18,1574.01,1617.37,1383.55,1746.66,1689.95,1618.07
2443,12,04,19,1485.39,1546.95,1342.45,1691.38,1602.38,1544.49
2444,12,04,20,1336.69,1439.41,1268.68,1589.84,1506.69,1401.24
2445,12,04,21,1209.64,1348.9,1185.48,1468.68,1395.39,1405.39
2446,12,04,22,1117.73,1269.91,1143.82,1409.79,1329.79,1360.78
2447,12,04,23,1070.21,1210.36,1070.74,1329.66,1270.01,1306.74
2448,13,04,00,1046.94,1177.81,1081.54,1303.47,1239.77,1230.85
2449,13,04,01,1049.86,1169.0,1085.16,1304.38,1250.63,1204.35
2450,13,04,02,1087.06,1186.98,1109.47,1328.33,1269.07,1207.09
2451,13,04,03,1183.76,1223.96,1153.56,1449.67,1328.77,1289.79
2452,13,04,04,1375.1,1256.2,1200.83,1591.58,1476.46,1483.98
2453,13,04,05,1596.34,1368.68,1312.51,1794.16,1633.24,1642.2
2454,13,04,06,1687.0,1498.18,1421.58,1870.78,1745.25,1689.41
2455,13,04,07,1730.36,1579.93,1490.02,1880.82,1775.65,1707.99
2456,13,04,08,1722.31,1615.71,1526.37,1886.03,1789.73,1709.43
2457,13,04,09,1698.25,1612.46,1555.6,1903.19,1775.58,1677.69
2458,13,04,10,1665.31,1601.51,1522.9,1878.38,1751.01,1619.16
2459,13,04,11,1637.38,1574.01,1498.69,1853.53,1780.15,1573.32
2460,13,04,12,1581.11,1550.11,1489.64,1856.31,1718.76,1558.66
2461,13,04,13,1536.65,1542.6,1482.81,1816.07,1667.21,1545.85
2462,13,04,14,1541.05,1549.31,1504.3,1776.45,1654.55,1567.46
2463,13,04,15,1627.98,1624.77,1600.97,1878.78,1725.47,1633.26
2464,13,04,16,1604.47,1635.34,1630.89,1821.5,1726.48,1658.58
2465,13,04,17,1521.48,1586.82,1589.25,1709.59,1700.91,1615.73
2466,13,04,18,1490.73,1570.21,1507.07,1711.31,1641.96,1589.6
2467,13,04,19,1421.05,1522.25,1453.05,1635.4,1550.65,1528.17
2468,13,04,20,1300.05,1439.99,1331.21,1511.58,1439.8,1411.41
2469,13,04,21,1213.69,1322.61,1238.28,1413.54,1345.48,1316.05
2470,13,04,22,1160.98,1268.6,1213.31,1396.91,1275.47,1291.7
2471,13,04,23,1097.62,1200.09,1156.48,1344.57,1212.17,1281.75
2472,14,04,00,1058.9,1184.24,1139.71,1330.63,1173.22,1217.28
2473,14,04,01,1027.43,1183.53,1141.65,1306.57,1157.61,1220.6
2474,14,04,02,1040.67,1194.23,1160.1,1342.25,1151.74,1218.2
2475,14,04,03,1082.86,1217.79,1231.39,1421.66,1172.27,1283.32
2476,14,04,04,1108.9,1242.59,1347.83,1620.35,1228.31,1459.85
2477,14,04,05,1257.89,1350.69,1537.02,1769.46,1332.31,1624.85
2478,14,04,06,1401.23,1449.6,1618.73,1827.79,1463.01,1689.96
2479,14,04,07,1503.75,1520.23,1671.94,1864.92,1541.29,1717.43
2480,14,04,08,1550.4,1550.94,1671.2,1861.21,1590.14,1723.87
2481,14,04,09,1545.86,1539.83,1670.15,1830.89,1586.02,1714.57
2482,14,04,10,1525.66,1518.15,1639.38,1801.84,1534.5,1711.28
2483,14,04,11,1518.7,1492.06,1592.13,1755.98,1492.43,1695.8
2484,14,04,12,1508.0,1465.12,1543.77,1713.0,1484.06,1655.82
2485,14,04,13,1497.75,1443.71,1518.91,1662.33,1482.93,1641.22
2486,14,04,14,1555.05,1456.08,1533.39,1671.78,1491.95,1677.55
2487,14,04,15,1668.95,1537.99,1658.11,1802.25,1572.33,1757.91
2488,14,04,16,1667.42,1562.06,1696.34,1813.36,1605.91,1754.11
2489,14,04,17,1595.16,1539.27,1604.85,1743.51,1587.2,1664.81
2490,14,04,18,1543.61,1526.86,1558.56,1709.99,1540.9,1577.65
2491,14,04,19,1461.04,1478.31,1471.05,1627.22,1470.83,1487.86
2492,14,04,20,1385.15,1379.54,1396.15,1545.52,1398.4,1401.69
2493,14,04,21,1272.96,1276.1,1289.63,1401.64,1317.45,1331.75
2494,14,04,22,1180.16,1203.26,1217.25,1337.88,1243.6,1274.39
2495,14,04,23,1125.53,1164.63,1175.94,1289.83,1187.2,1227.24
2496,15,04,00,1096.38,1154.9,1194.97,1273.08,1152.64,1197.59
2497,15,04,01,1087.06,1172.19,1198.21,1284.09,1140.87,1194.47
2498,15,04,02,1086.25,1193.63,1209.32,1311.35,1144.54,1163.44
2499,15,04,03,1122.31,1277.17,1264.27,1387.22,1163.2,1217.17
2500,15,04,04,1152.67,1431.45,1370.08,1545.64,1224.74,1218.52
2501,15,04,05,1272.67,1637.36,1527.66,1743.52,1318.04,1295.16
2502,15,04,06,1425.51,1774.36,1664.38,1832.06,1451.82,1379.64
2503,15,04,07,1535.94,1803.43,1705.9,1854.08,1534.85,1421.29
2504,15,04,08,1590.29,1808.68,1736.04,1840.49,1593.34,1455.52
2505,15,04,09,1610.32,1789.15,1719.66,1798.33,1615.59,1458.73
2506,15,04,10,1597.5,1749.3,1699.66,1758.58,1607.91,1435.18
2507,15,04,11,1588.69,1724.77,1669.53,1746.42,1581.09,1401.71
2508,15,04,12,1572.38,1659.7,1623.7,1720.01,1554.06,1382.91
2509,15,04,13,1563.27,1604.49,1571.77,1693.17,1531.66,1400.61
2510,15,04,14,1595.14,1590.21,1561.63,1682.62,1553.89,1460.44
2511,15,04,15,1704.55,1648.43,1661.29,1783.35,1603.02,1556.9
2512,15,04,16,1704.83,1585.81,1684.16,1784.06,1628.65,1593.4
2513,15,04,17,1626.32,1517.2,1585.99,1731.38,1596.7,1534.01
2514,15,04,18,1596.77,1487.84,1532.32,1704.43,1566.01,1481.65
2515,15,04,19,1517.1,1472.19,1466.52,1627.79,1510.42,1438.34
2516,15,04,20,1375.81,1414.32,1353.19,1498.96,1462.65,1381.27
2517,15,04,21,1262.96,1300.8,1248.15,1384.87,1389.65,1312.98
2518,15,04,22,1200.21,1233.68,1233.71,1329.21,1317.18,1252.16
2519,15,04,23,1154.96,1190.07,1184.4,1287.91,1275.94,1193.19
2520,16,04,00,1124.04,1170.98,1149.38,1232.47,1255.39,1156.68
2521,16,04,01,1119.9,1171.88,1147.13,1229.65,1255.32,1122.56
2522,16,04,02,1147.26,1183.69,1152.51,1256.94,1255.47,1099.15
2523,16,04,03,1247.04,1270.66,1182.37,1346.08,1275.37,1117.39
2524,16,04,04,1441.83,1366.31,1296.07,1547.97,1311.03,1128.17
2525,16,04,05,1667.87,1558.1,1500.48,1739.78,1389.58,1219.01
2526,16,04,06,1780.86,1681.45,1621.35,1814.6,1457.79,1344.43
2527,16,04,07,1820.02,1728.58,1654.57,1850.24,1490.57,1428.82
2528,16,04,08,1828.69,1766.62,1673.32,1813.96,1508.43,1465.33
2529,16,04,09,1812.85,1734.66,1650.43,1774.73,1485.73,1502.22
2530,16,04,10,1805.76,1696.53,1632.66,1757.64,1461.82,1472.07
2531,16,04,11,1779.73,1679.87,1612.64,1700.82,1436.46,1435.82
2532,16,04,12,1723.78,1660.94,1576.82,1666.73,1400.2,1422.94
2533,16,04,13,1703.11,1620.81,1516.8,1622.45,1370.36,1394.79
2534,16,04,14,1705.38,1602.07,1501.13,1639.04,1391.45,1410.58
2535,16,04,15,1793.99,1643.24,1608.07,1753.58,1464.76,1525.88
2536,16,04,16,1766.04,1646.26,1616.42,1803.03,1521.48,1556.51
2537,16,04,17,1668.24,1583.38,1525.44,1733.16,1512.89,1515.97
2538,16,04,18,1626.31,1539.91,1472.32,1633.72,1505.31,1479.38
2539,16,04,19,1557.76,1508.58,1429.34,1551.05,1466.37,1427.58
2540,16,04,20,1411.48,1373.92,1336.04,1442.22,1399.51,1329.62
2541,16,04,21,1264.53,1270.05,1235.27,1341.28,1333.2,1250.09
2542,16,04,22,1161.79,1184.83,1212.62,1310.08,1261.0,1228.71
2543,16,04,23,1119.67,1140.89,1168.18,1252.43,1219.87,1209.97
2544,17,04,00,1093.31,1120.93,1141.32,1176.71,1194.7,1189.33
2545,17,04,01,1096.42,1128.52,1169.38,1202.94,1183.14,1177.55
2546,17,04,02,1123.02,1154.91,1145.99,1140.66,1184.65,1195.7
2547,17,04,03,1218.15,1233.25,1209.65,1163.08,1193.2,1274.01
2548,17,04,04,1425.61,1367.97,1317.65,1208.35,1212.93,1447.8
2549,17,04,05,1677.25,1561.96,1486.09,1338.58,1288.91,1618.55
2550,17,04,06,1791.62,1679.54,1585.88,1494.79,1368.17,1681.85
2551,17,04,07,1829.95,1741.01,1609.47,1590.51,1416.94,1665.05
2552,17,04,08,1854.96,1744.2,1631.66,1581.45,1447.14,1635.93
2553,17,04,09,1828.09,1715.19,1641.63,1593.52,1452.5,1600.74
2554,17,04,10,1801.83,1686.23,1611.06,1596.76,1451.06,1602.34
2555,17,04,11,1767.2,1663.26,1555.35,1574.2,1412.24,1577.63
2556,17,04,12,1719.5,1619.21,1503.54,1519.77,1363.48,1519.94
2557,17,04,13,1668.8,1563.96,1459.62,1481.18,1348.35,1506.26
2558,17,04,14,1660.21,1537.83,1456.95,1509.05,1347.25,1516.39
2559,17,04,15,1749.72,1597.84,1534.65,1654.0,1416.22,1615.0
2560,17,04,16,1784.28,1585.69,1566.07,1657.69,1460.41,1632.28
2561,17,04,17,1652.1,1527.61,1493.89,1582.93,1450.12,1565.28
2562,17,04,18,1587.34,1498.72,1435.33,1515.02,1451.03,1510.13
2563,17,04,19,1531.94,1478.72,1393.39,1465.22,1430.36,1478.46
2564,17,04,20,1372.48,1370.74,1314.68,1368.84,1364.93,1379.23
2565,17,04,21,1222.38,1269.75,1244.56,1291.73,1291.97,1288.24
2566,17,04,22,1134.29,1174.71,1224.85,1251.66,1222.34,1231.14
2567,17,04,23,1082.76,1120.01,1173.58,1230.74,1183.94,1211.25
2568,18,04,00,1043.57,1093.69,1140.58,1169.05,1159.24,1178.84
2569,18,04,01,1051.98,1097.53,1104.77,1123.98,1156.56,1213.92
2570,18,04,02,1073.82,1108.8,1106.37,1119.42,1169.02,1200.33
2571,18,04,03,1168.9,1134.8,1138.11,1138.05,1191.54,1262.44
2572,18,04,04,1393.1,1160.19,1173.39,1219.82,1234.17,1412.02
2573,18,04,05,1610.61,1288.86,1256.2,1317.05,1313.88,1602.2
2574,18,04,06,1707.48,1406.58,1388.5,1443.59,1414.15,1651.97
2575,18,04,07,1729.88,1477.13,1397.09,1531.01,1468.35,1653.25
2576,18,04,08,1754.56,1494.69,1436.48,1550.6,1487.02,1667.49
2577,18,04,09,1724.15,1477.99,1428.88,1536.19,1471.35,1610.55
2578,18,04,10,1704.09,1444.22,1448.53,1497.89,1455.93,1579.9
2579,18,04,11,1673.84,1404.95,1420.13,1488.5,1422.2,1574.93
2580,18,04,12,1624.08,1374.04,1388.1,1468.55,1396.62,1538.9
2581,18,04,13,1586.72,1359.2,1378.83,1446.78,1365.3,1499.96
2582,18,04,14,1581.38,1359.8,1400.78,1485.41,1389.16,1502.44
2583,18,04,15,1643.29,1406.72,1511.15,1625.56,1506.83,1591.48
2584,18,04,16,1632.42,1408.65,1566.39,1676.64,1559.43,1616.68
2585,18,04,17,1549.4,1387.77,1465.92,1628.69,1519.53,1575.7
2586,18,04,18,1501.91,1395.17,1401.47,1549.83,1482.17,1520.74
2587,18,04,19,1482.13,1390.14,1383.12,1482.44,1429.83,1478.92
2588,18,04,20,1351.5,1293.76,1297.34,1403.77,1305.24,1360.37
2589,18,04,21,1199.22,1201.91,1236.37,1290.33,1225.52,1290.7
2590,18,04,22,1120.06,1134.04,1148.86,1160.21,1157.99,1250.8
2591,18,04,23,1069.1,1084.46,1082.17,1149.42,1124.38,1238.05
2592,19,04,00,1046.52,1059.31,1056.67,1141.49,1108.09,1200.45
2593,19,04,01,1049.86,1055.96,1049.97,1104.97,1111.9,1199.94
2594,19,04,02,1079.03,1073.35,1060.73,1131.27,1131.46,1180.31
2595,19,04,03,1169.29,1102.43,1072.65,1223.19,1217.27,1244.89
2596,19,04,04,1363.0,1137.9,1102.72,1466.93,1436.24,1431.79
2597,19,04,05,1583.6,1262.01,1198.27,1667.87,1595.27,1625.27
2598,19,04,06,1700.53,1381.9,1314.29,1764.94,1672.98,1659.14
2599,19,04,07,1743.98,1453.32,1404.98,1770.77,1697.27,1661.04
2600,19,04,08,1750.72,1475.29,1430.18,1746.83,1689.46,1645.78
2601,19,04,09,1718.48,1462.3,1419.07,1750.74,1663.9,1623.62
2602,19,04,10,1703.97,1426.71,1395.66,1695.24,1651.86,1583.89
2603,19,04,11,1695.64,1386.94,1367.71,1650.28,1635.91,1615.3
2604,19,04,12,1667.32,1345.17,1347.24,1640.09,1599.78,1575.88
2605,19,04,13,1630.53,1326.66,1320.47,1570.13,1557.53,1527.23
2606,19,04,14,1610.47,1337.27,1328.68,1579.78,1565.16,1542.13
2607,19,04,15,1665.23,1406.06,1461.95,1714.89,1663.67,1609.37
2608,19,04,16,1653.06,1437.11,1517.54,1730.13,1678.75,1609.9
