,date,month,hour,2018_values,2019_values,2020_values,2021_values,2022_values,2023_values
38,02,01,14,2706.03,2624.01,2929.8,2506.13,1728.37,2779.13
39,02,01,15,2861.02,2763.81,3002.12,2699.47,1826.66,2847.6
40,02,01,16,3099.06,3045.33,3142.01,2943.82,1977.83,3024.8
41,02,01,17,2932.84,2938.26,3092.61,2876.84,1953.55,2840.53
42,02,01,18,2710.15,2731.37,2839.87,2654.94,1816.7,2679.24
43,02,01,19,2502.5,2536.5,2734.71,2485.94,1711.83,2514.15
44,02,01,20,2327.75,2368.95,2554.65,2339.93,1603.45,2405.31
45,02,01,21,2159.53,2199.93,2418.39,2217.0,1503.33,2290.84
46,02,01,22,1998.25,2053.51,2233.64,2088.47,1417.66,2199.26
47,02,01,23,1917.19,1977.11,2129.75,1995.16,1345.22,2184.33
48,03,01,00,1886.11,1910.27,2069.52,1934.07,1275.21,2218.33
49,03,01,01,1841.14,1908.56,2050.14,1890.33,1233.47,2212.9
50,03,01,02,1846.86,1934.03,2048.31,1970.85,1220.85,2185.47
51,03,01,03,1916.12,1987.13,2072.21,2001.0,1256.25,2226.76
52,03,01,04,2060.36,2098.96,2180.74,2059.23,1366.11,2248.27
53,03,01,05,2367.67,2439.1,2467.11,2143.15,1556.34,2456.72
54,03,01,06,2779.16,2858.27,2795.41,2323.83,1743.68,2780.25
55,03,01,07,3033.98,3003.16,2938.67,2483.59,1877.14,2937.56
56,03,01,08,3060.29,2974.87,2955.22,2591.08,1934.08,2895.57
57,03,01,09,3140.71,2984.93,2945.34,2672.39,1987.83,2908.55
58,03,01,10,3087.78,2970.56,2934.38,2705.72,2000.09,2785.47
59,03,01,11,2989.66,2908.27,2832.08,2723.76,1957.85,2788.15
60,03,01,12,2984.93,2922.77,2794.98,2690.65,1948.4,2798.61
61,03,01,13,2953.69,2870.74,2707.75,2709.67,1925.02,2763.07
62,03,01,14,2895.45,2830.57,2668.86,2729.57,1919.49,2759.53
63,03,01,15,2999.05,2963.69,2747.0,2888.11,2016.28,2848.04
64,03,01,16,3184.05,3216.2,3012.8,3134.18,2168.48,3030.85
65,03,01,17,3037.2,3054.94,2939.48,3000.72,2111.67,2899.39
66,03,01,18,2837.47,2844.2,2751.57,2836.6,1951.21,2824.38
67,03,01,19,2652.67,2647.35,2602.16,2706.54,1805.97,2623.68
68,03,01,20,2481.92,2475.12,2498.29,2580.45,1675.57,2479.7
69,03,01,21,2305.44,2303.09,2333.65,2406.21,1552.23,2364.84
70,03,01,22,2098.6,2102.73,2142.14,2253.9,1437.54,2323.54
71,03,01,23,1980.25,2004.23,2003.42,2215.59,1353.68,2271.42
72,04,01,00,1922.68,1950.31,1954.06,2215.04,1297.92,2250.99
73,04,01,01,1904.77,1901.45,1943.77,2127.35,1274.37,2263.06
74,04,01,02,1903.51,1940.39,1943.49,2181.04,1284.52,2376.82
75,04,01,03,1934.08,1991.73,2017.26,2252.28,1307.63,2417.86
76,04,01,04,2075.49,2156.39,2058.25,2405.84,1397.72,2489.73
77,04,01,05,2480.69,2459.42,2126.73,2785.52,1596.89,2700.34
78,04,01,06,2933.96,2868.04,2319.36,3217.79,1833.94,3025.91
79,04,01,07,3102.91,3017.62,2435.71,3311.72,1979.24,3198.82
80,04,01,08,3040.41,3002.34,2561.15,3368.1,2011.46,3143.48
81,04,01,09,3043.0,3048.78,2632.18,3372.08,2026.28,3277.12
82,04,01,10,2986.12,2994.27,2599.42,3482.79,2047.85,3295.51
83,04,01,11,2914.35,2848.79,2522.51,3390.38,2053.62,3218.56
84,04,01,12,2979.74,2828.78,2504.89,3386.84,2038.63,3212.96
85,04,01,13,2957.84,2735.7,2510.76,3335.79,2042.31,3168.88
86,04,01,14,2917.74,2691.53,2535.86,3228.56,2008.61,3081.8
87,04,01,15,3042.0,2823.89,2639.46,3298.6,2101.47,3162.25
88,04,01,16,3255.28,3000.6,2816.17,3533.44,2243.34,3289.13
89,04,01,17,3094.15,2870.51,2824.16,3320.06,2174.65,3131.8
90,04,01,18,2879.46,2635.03,2648.97,3217.23,2048.08,2925.65
91,04,01,19,2675.41,2466.1,2471.48,3052.46,1924.12,2823.57
92,04,01,20,2515.21,2282.99,2301.75,2878.4,1787.51,2734.02
93,04,01,21,2325.28,2173.85,2137.94,2729.57,1673.3,2567.85
94,04,01,22,2123.08,2031.73,2029.74,2535.93,1547.73,2462.09
95,04,01,23,1996.69,1934.59,1881.13,2363.2,1496.26,2488.73
96,05,01,00,1946.71,1815.5,1802.75,2276.05,1459.08,2476.13
97,05,01,01,1911.6,1788.93,1776.65,2241.29,1451.58,2414.01
98,05,01,02,1911.62,1857.65,1748.44,2241.09,1448.28,2391.86
99,05,01,03,1972.3,1808.0,1752.43,2307.52,1465.98,2411.87
100,05,01,04,2121.44,1821.12,1813.2,2459.27,1512.21,2525.97
101,05,01,05,2538.48,1904.32,1924.99,2767.02,1692.18,2754.94
102,05,01,06,2932.26,2071.87,2062.27,3174.86,1950.09,2998.43
103,05,01,07,3088.11,2240.2,2222.48,3359.06,2048.62,3132.61
104,05,01,08,3060.09,2306.59,2324.15,3389.5,2077.82,3125.86
105,05,01,09,3092.29,2338.83,2368.93,3399.42,2074.85,3131.73
106,05,01,10,3067.05,2299.41,2381.29,3382.55,2061.22,3079.41
107,05,01,11,2944.55,2235.91,2405.31,3286.3,2077.93,3027.55
108,05,01,12,2871.96,2218.0,2425.79,3285.12,2106.79,2975.27
109,05,01,13,2755.2,2235.12,2431.74,3241.81,2114.84,2987.92
110,05,01,14,2682.01,2268.99,2490.21,3159.04,2093.55,2949.91
111,05,01,15,2817.42,2451.52,2634.78,3225.48,2168.31,3046.57
112,05,01,16,3026.14,2728.71,2841.15,3468.95,2298.17,3173.94
113,05,01,17,2895.89,2648.93,2720.38,3299.68,2228.52,3040.01
114,05,01,18,2673.15,2446.95,2543.46,3073.99,2099.74,2832.54
115,05,01,19,2491.05,2293.21,2380.84,2895.8,1962.41,2678.7
116,05,01,20,2336.89,2164.56,2315.22,2755.05,1877.4,2566.93
117,05,01,21,2186.95,2005.65,2207.14,2615.48,1762.05,2434.63
118,05,01,22,2049.56,1897.69,2082.86,2507.91,1639.39,2342.01
119,05,01,23,1915.16,1823.16,1998.88,2308.86,1526.61,2290.73
120,06,01,00,1831.06,1765.83,1960.67,2228.89,1471.89,2279.81
121,06,01,01,1786.9,1740.58,1966.24,2214.65,1432.69,2300.16
122,06,01,02,1800.46,1729.3,1942.78,2198.18,1435.19,2346.86
123,06,01,03,1829.91,1746.65,2022.13,2246.49,1460.31,2367.14
124,06,01,04,1876.58,1765.27,2140.44,2369.41,1560.61,2528.76
125,06,01,05,1994.67,1814.08,2544.03,2702.91,1796.13,2692.93
126,06,01,06,2151.04,1961.34,2931.55,3158.37,2059.35,3067.96
127,06,01,07,2345.86,2135.65,3101.1,3342.47,2168.89,3288.92
128,06,01,08,2458.24,2264.41,3155.4,3325.09,2185.68,3220.0
129,06,01,09,2500.57,2342.7,3142.44,3380.21,2173.56,3171.55
130,06,01,10,2468.37,2365.75,3140.58,3401.32,2125.9,3049.19
131,06,01,11,2411.8,2336.99,3111.68,3340.91,2092.11,2943.52
132,06,01,12,2383.99,2319.74,3136.67,3335.11,2080.36,2866.61
133,06,01,13,2377.36,2316.33,3162.04,3287.81,2048.55,2731.1
134,06,01,14,2389.66,2346.53,3156.92,3212.49,2049.4,2835.22
135,06,01,15,2546.13,2519.57,3153.59,3322.84,2172.6,2906.72
136,06,01,16,2813.95,2779.9,3366.02,3461.6,2328.87,3077.21
137,06,01,17,2764.45,2709.54,3187.06,3298.11,2282.62,2959.29
138,06,01,18,2571.51,2496.48,3017.37,3081.98,2142.41,2749.45
139,06,01,19,2417.35,2289.17,2787.28,2910.47,1999.57,2546.26
140,06,01,20,2280.12,2201.03,2599.64,2779.27,1872.48,2406.41
141,06,01,21,2160.72,2052.78,2393.6,2638.18,1759.44,2298.28
142,06,01,22,2031.73,1887.78,2226.65,2449.79,1628.87,2131.43
143,06,01,23,1913.94,1825.56,2107.12,2320.65,1521.63,2078.77
144,07,01,00,1852.89,1813.27,2081.87,2262.32,1454.51,2061.17
145,07,01,01,1828.42,1789.15,2084.96,2240.93,1440.54,2028.75
146,07,01,02,1853.11,1809.87,2054.3,2245.24,1444.97,2062.91
147,07,01,03,1886.06,1849.62,2077.97,2298.45,1436.03,2062.98
148,07,01,04,1912.81,2005.05,2145.16,2418.17,1540.93,2026.82
149,07,01,05,2001.89,2364.45,2479.81,2735.11,1839.21,2070.93
150,07,01,06,2158.54,2861.05,2893.0,3141.12,2085.78,2187.11
151,07,01,07,2342.03,3014.14,3062.51,3296.86,2168.61,2369.38
152,07,01,08,2429.02,2978.64,3047.11,3256.2,2191.69,2401.44
153,07,01,09,2447.33,2998.91,3045.93,3309.81,2197.72,2475.88
154,07,01,10,2423.2,2973.33,3020.2,3315.95,2196.81,2545.0
155,07,01,11,2344.86,2928.82,2969.53,3280.07,2188.0,2564.11
156,07,01,12,2294.15,2968.09,2983.92,3247.64,2155.58,2548.41
157,07,01,13,2294.43,2925.6,2947.83,3208.41,2126.51,2495.33
158,07,01,14,2354.6,2846.74,3024.18,3154.13,2106.92,2446.62
159,07,01,15,2566.42,2944.04,3081.43,3240.04,2159.54,2537.72
160,07,01,16,2876.22,3140.46,3344.76,3466.93,2265.66,2729.44
161,07,01,17,2804.32,3004.25,3192.17,3314.24,2220.02,2636.38
162,07,01,18,2645.88,2795.75,3012.47,3108.87,2062.47,2448.72
163,07,01,19,2475.38,2626.11,2828.92,2922.83,1890.23,2335.24
164,07,01,20,2295.7,2510.01,2664.06,2756.48,1778.96,2277.81
165,07,01,21,2138.11,2330.68,2484.4,2601.63,1686.1,2176.04
166,07,01,22,2003.6,2096.79,2316.39,2409.65,1595.67,2118.72
167,07,01,23,1945.04,2106.74,2230.18,2290.32,1508.0,2154.06
168,08,01,00,1923.13,2058.47,2177.1,2227.75,1431.95,2168.18
169,08,01,01,1943.36,1922.42,2161.57,2204.06,1384.38,2171.88
170,08,01,02,1952.31,1948.56,2152.83,2192.86,1369.17,2155.31
171,08,01,03,1984.54,1996.35,2179.85,2239.47,1363.14,2153.8
172,08,01,04,2149.51,2140.08,2313.39,2362.83,1380.54,2121.86
173,08,01,05,2556.86,2476.7,2694.32,2698.76,1444.43,2168.03
174,08,01,06,3000.49,2868.68,3073.6,3128.46,1538.92,2241.09
175,08,01,07,3177.91,3009.11,3233.85,3273.56,1667.53,2331.01
176,08,01,08,3145.69,2989.53,3220.49,3262.63,1796.65,2346.62
177,08,01,09,3138.4,3009.2,3271.62,3283.68,1925.07,2366.53
178,08,01,10,3071.82,2972.7,3180.47,3248.73,1959.98,2417.72
179,08,01,11,2992.02,2924.58,3140.82,3112.35,1947.85,2385.75
180,08,01,12,2997.95,2974.56,3120.58,3049.88,1897.77,2387.67
181,08,01,13,2987.0,3002.93,3058.25,2944.48,1827.95,2376.11
182,08,01,14,2930.02,2914.93,3015.19,2871.94,1844.09,2395.92
183,08,01,15,3109.65,2950.36,3088.62,2998.32,1953.14,2461.57
184,08,01,16,3324.01,3178.32,3281.55,3215.14,2106.12,2687.33
185,08,01,17,3156.74,3020.72,3136.44,3116.76,2092.22,2592.38
186,08,01,18,2948.02,2907.86,2936.71,2853.37,1949.45,2412.92
187,08,01,19,2769.89,2703.33,2760.48,2669.9,1836.21,2322.68
188,08,01,20,2575.4,2585.08,2596.28,2533.34,1728.97,2269.24
189,08,01,21,2395.98,2450.61,2397.14,2389.38,1654.19,2170.9
190,08,01,22,2206.43,2276.67,2249.04,2249.16,1585.23,2130.8
191,08,01,23,2099.91,2188.39,2120.3,2155.64,1556.7,2154.43
192,09,01,00,2049.51,2110.49,2049.14,2086.81,1517.99,2192.93
193,09,01,01,2044.74,2072.3,1997.66,2050.52,1483.54,2189.51
194,09,01,02,2054.28,2070.41,2010.4,2046.48,1464.47,2230.16
195,09,01,03,2067.14,2029.36,2101.71,2048.93,1440.67,2211.08
196,09,01,04,2217.72,2258.16,2226.42,2118.69,1468.31,2275.83
197,09,01,05,2579.45,2547.76,2580.94,2224.57,1520.5,2519.17
198,09,01,06,2999.85,2935.62,3002.35,2400.12,1571.87,2829.77
199,09,01,07,3168.45,3072.78,3156.17,2567.17,1662.6,2980.92
200,09,01,08,3075.61,3032.89,3151.16,2668.66,1759.08,2992.52
201,09,01,09,3100.31,3053.12,3195.91,2717.39,1864.89,3006.19
202,09,01,10,3013.95,3001.71,3236.44,2707.93,1898.93,2971.33
203,09,01,11,2937.44,2930.96,3196.18,2661.58,1894.3,2878.95
204,09,01,12,2955.66,2945.3,3186.05,2664.93,1882.73,2888.25
205,09,01,13,2884.97,2909.35,3250.74,2666.66,1867.5,2850.83
206,09,01,14,2826.38,2826.69,3163.35,2660.06,1897.06,2772.43
207,09,01,15,2917.79,2923.74,3221.19,2769.43,1996.46,2832.77
208,09,01,16,3146.56,3148.6,3297.15,3018.29,2138.92,2996.22
209,09,01,17,3002.47,3013.87,3154.63,2933.83,2090.43,2861.25
210,09,01,18,2821.38,2849.84,2972.71,2696.49,1972.02,2665.16
211,09,01,19,2620.89,2641.39,2776.5,2572.37,1863.92,2553.36
212,09,01,20,2427.51,2491.47,2610.91,2475.29,1743.55,2460.68
213,09,01,21,2262.97,2285.33,2362.1,2355.04,1636.8,2315.4
214,09,01,22,2076.81,2128.85,2166.99,2257.22,1525.77,2191.26
215,09,01,23,1944.95,2069.42,2110.72,2167.88,1436.26,2125.52
216,10,01,00,1890.5,2019.17,2034.12,2114.59,1385.23,2157.63
217,10,01,01,1868.93,2002.18,1993.4,2068.81,1352.68,2131.03
218,10,01,02,1885.25,2007.46,1958.62,2063.01,1335.94,2088.2
219,10,01,03,1942.41,2073.46,2082.35,2052.69,1373.41,2056.07
220,10,01,04,2112.48,2210.4,2230.61,2102.2,1484.2,2147.33
221,10,01,05,2502.92,2582.28,2614.03,2160.35,1729.69,2484.98
222,10,01,06,2935.52,2991.4,3037.43,2263.26,1971.96,2800.82
223,10,01,07,3060.87,3133.98,3150.39,2383.27,2074.03,2967.12
224,10,01,08,3062.97,3106.65,3100.18,2580.49,2078.3,2893.02
225,10,01,09,3129.1,3148.72,3131.64,2658.73,2077.51,2880.64
226,10,01,10,3129.47,3133.16,3090.87,2672.53,2073.84,2910.98
227,10,01,11,3046.02,3051.41,3011.84,2681.89,2036.96,2835.54
228,10,01,12,3065.62,3079.32,2962.31,2658.22,2034.8,2885.85
229,10,01,13,2992.07,3028.85,2977.16,2606.46,2014.24,2874.74
230,10,01,14,2936.72,2959.13,2955.21,2637.17,2000.24,2905.96
231,10,01,15,2997.83,3057.98,3058.53,2750.47,2116.6,3021.67
232,10,01,16,3190.8,3244.48,3193.64,3050.97,2263.99,3102.11
233,10,01,17,3032.35,3094.68,2966.88,2964.14,2217.86,2941.84
234,10,01,18,2844.42,2878.01,2692.63,2761.1,2085.53,2762.15
235,10,01,19,2679.79,2674.53,2419.76,2692.57,1973.52,2625.27
236,10,01,20,2507.87,2516.69,2283.52,2537.42,1859.06,2519.33
237,10,01,21,2315.96,2303.12,2179.65,2354.08,1731.44,2449.87
238,10,01,22,2145.15,2094.78,2071.2,2222.74,1615.62,2368.31
239,10,01,23,2024.65,2013.45,1981.81,2298.62,1529.95,2461.94
240,11,01,00,1971.2,1993.56,1911.32,2306.96,1471.95,2503.3
241,11,01,01,1945.03,1963.37,1875.63,2295.12,1451.06,2434.99
242,11,01,02,1951.13,1958.57,1889.23,2290.71,1446.12,2395.33
243,11,01,03,1988.34,1996.34,1945.96,2340.09,1463.39,2367.46
244,11,01,04,2127.49,2094.22,1992.92,2462.09,1560.91,2477.24
245,11,01,05,2544.9,2514.65,2167.39,2756.8,1800.94,2704.83
246,11,01,06,2977.71,2893.1,2370.95,3186.54,2040.74,2981.59
247,11,01,07,3119.54,3055.75,2519.1,3369.68,2130.84,3102.95
248,11,01,08,3092.74,2970.65,2608.25,3360.96,2133.02,3125.54
249,11,01,09,3158.89,2977.94,2730.56,3389.26,2153.61,3157.65
250,11,01,10,3129.65,2918.44,2687.47,3383.18,2141.7,3020.06
251,11,01,11,3062.4,2821.32,2670.22,3288.0,2119.28,2980.79
252,11,01,12,3062.91,2679.75,2660.81,3288.26,2088.34,3141.84
253,11,01,13,3038.05,2599.46,2621.46,3279.53,2091.41,3092.89
254,11,01,14,2971.75,2623.23,2591.87,3269.78,2080.66,2988.9
255,11,01,15,3057.7,2762.66,2702.21,3339.01,2177.48,2979.52
256,11,01,16,3252.21,2977.91,2882.78,3563.98,2296.35,3133.55
257,11,01,17,3057.29,2849.3,2766.32,3343.63,2231.86,3007.35
258,11,01,18,2885.13,2628.47,2550.01,3034.07,2075.66,2849.59
259,11,01,19,2696.82,2444.9,2428.66,2796.43,1942.29,2719.54
260,11,01,20,2491.28,2294.16,2320.8,2701.21,1823.74,2542.08
261,11,01,21,2295.65,2169.57,2236.15,2584.59,1707.85,2455.61
262,11,01,22,2116.31,2019.66,2091.52,2379.14,1582.26,2383.37
263,11,01,23,1989.21,1939.74,1982.45,2383.19,1490.37,2419.12
264,12,01,00,1945.96,1856.96,1936.93,2320.47,1433.42,2379.74
265,12,01,01,1913.76,1823.11,1910.48,2384.98,1396.82,2379.94
266,12,01,02,1922.15,1822.09,1894.26,2429.1,1383.63,2373.88
267,12,01,03,1966.01,1824.52,1928.88,2389.58,1396.98,2343.91
268,12,01,04,2117.72,1849.55,1959.54,2511.29,1501.68,2411.82
269,12,01,05,2516.19,1952.29,2022.17,2775.09,1727.64,2632.7
270,12,01,06,2949.6,2158.62,2172.58,3204.16,1959.07,2892.61
271,12,01,07,3084.68,2337.34,2321.49,3332.13,2065.38,3072.21
272,12,01,08,3041.66,2394.76,2413.88,3251.88,2079.12,3107.03
273,12,01,09,3082.48,2468.48,2423.8,3280.41,2100.44,3246.7
274,12,01,10,3055.39,2513.62,2434.0,3244.36,2094.0,3185.42
275,12,01,11,2924.9,2525.31,2423.58,3198.4,2089.47,3136.01
276,12,01,12,2877.17,2452.62,2394.25,3233.65,2077.05,3116.71
277,12,01,13,2786.13,2454.62,2338.7,3225.37,2039.72,3010.1
278,12,01,14,2728.41,2449.61,2405.8,3173.85,2010.81,2956.58
279,12,01,15,2829.6,2588.72,2541.35,3228.94,2075.46,2918.42
280,12,01,16,3036.36,2833.14,2795.17,3500.2,2216.56,3092.0
281,12,01,17,2928.43,2673.11,2724.73,3362.32,2140.96,2948.11
282,12,01,18,2685.86,2464.43,2623.48,3177.38,1990.91,2767.93
283,12,01,19,2492.2,2314.46,2466.96,3057.04,1850.49,2594.82
284,12,01,20,2335.09,2175.77,2331.1,2890.6,1725.97,2538.63
285,12,01,21,2187.74,2134.11,2225.89,2705.58,1597.13,2483.58
286,12,01,22,2008.38,2011.79,2171.27,2476.77,1493.75,2417.54
287,12,01,23,1898.3,1891.01,2053.38,2360.04,1412.24,2393.61
288,13,01,00,1827.49,1783.86,2003.67,2327.63,1349.84,2391.28
289,13,01,01,1783.6,1748.84,1986.75,2385.9,1302.38,2374.1
290,13,01,02,1781.5,1752.82,1998.38,2378.94,1294.03,2395.95
291,13,01,03,1800.16,1791.38,2064.22,2483.49,1327.21,2392.53
292,13,01,04,1864.06,1889.23,2227.02,2640.12,1409.29,2476.89
293,13,01,05,1988.38,1876.3,2630.09,2896.16,1616.24,2626.54
294,13,01,06,2185.04,2049.09,3091.72,3308.06,1859.44,2913.04
295,13,01,07,2390.49,2246.62,3220.06,3498.75,1974.17,3044.74
296,13,01,08,2506.44,2355.86,3136.61,3433.18,1976.61,3066.41
297,13,01,09,2576.16,2477.94,3161.05,3425.74,2008.0,3060.16
298,13,01,10,2558.83,2499.16,3117.07,3461.16,1995.2,3054.34
299,13,01,11,2502.88,2490.42,3050.06,3369.85,1980.81,2963.85
300,13,01,12,2464.99,2459.25,3101.47,3387.7,1977.91,2898.17
301,13,01,13,2444.04,2414.49,3014.08,3336.41,1951.47,2809.08
302,13,01,14,2455.92,2457.33,2973.74,3240.29,1907.97,2711.41
303,13,01,15,2551.1,2594.65,3118.18,3363.41,1997.07,2801.43
304,13,01,16,2783.04,2815.76,3295.62,3627.4,2166.99,2959.17
305,13,01,17,2688.29,2744.86,3186.08,3483.85,2147.68,2776.08
306,13,01,18,2444.28,2590.7,2970.57,3231.88,2008.4,2600.41
307,13,01,19,2293.54,2464.01,2859.91,3061.77,1874.35,2497.19
308,13,01,20,2150.18,2339.49,2666.41,2935.6,1754.82,2434.23
309,13,01,21,2037.68,2196.7,2459.58,2763.46,1642.72,2388.37
310,13,01,22,1890.94,2068.1,2294.18,2588.65,1518.06,2316.8
311,13,01,23,1822.95,2002.04,2214.14,2451.73,1424.66,2239.22
312,14,01,00,1821.33,1994.22,2158.5,2462.4,1362.89,2254.63
313,14,01,01,1802.68,1961.55,2149.42,2400.15,1329.56,2163.79
314,14,01,02,1798.17,1978.53,2157.22,2343.6,1319.26,2096.41
315,14,01,03,1802.84,2058.42,2227.26,2441.72,1338.62,2066.25
316,14,01,04,1830.35,2229.2,2388.7,2488.79,1424.21,2077.88
317,14,01,05,1922.67,2530.12,2731.95,2821.84,1644.92,2131.3
318,14,01,06,2061.05,3009.98,3128.26,3161.98,1885.7,2263.86
319,14,01,07,2224.53,3114.34,3241.73,3342.39,1987.31,2430.0
320,14,01,08,2330.44,3095.23,3194.47,3335.35,1994.88,2473.99
321,14,01,09,2421.46,3079.45,3176.02,3407.7,2015.79,2483.17
322,14,01,10,2434.52,3010.58,3166.63,3413.6,1994.11,2545.41
323,14,01,11,2376.86,2957.66,3098.45,3348.0,1981.44,2528.07
324,14,01,12,2356.77,2954.26,3125.04,3315.97,1945.29,2522.46
325,14,01,13,2346.9,2886.26,3062.32,3292.81,1914.04,2547.71
326,14,01,14,2350.19,2860.08,2978.8,3216.71,1920.81,2653.21
327,14,01,15,2500.14,2981.59,3048.82,3291.68,2024.03,2748.24
328,14,01,16,2789.36,3241.5,3241.4,3543.7,2178.46,2902.6
329,14,01,17,2671.34,3121.72,3078.93,3401.86,2114.46,2783.58
330,14,01,18,2518.95,2944.88,2875.87,3160.28,1960.59,2635.65
331,14,01,19,2347.07,2762.17,2749.58,2972.23,1834.17,2530.55
332,14,01,20,2223.79,2599.68,2616.58,2822.79,1741.54,2435.1
333,14,01,21,2085.19,2384.83,2421.37,2609.9,1664.59,2367.36
334,14,01,22,1965.26,2201.74,2271.13,2436.46,1580.23,2250.8
335,14,01,23,1858.29,2111.77,2144.17,2344.38,1506.02,2226.74
336,15,01,00,1777.79,2048.42,2097.29,2293.68,1444.92,2230.71
337,15,01,01,1766.66,2016.89,2081.28,2265.23,1411.4,2154.26
338,15,01,02,1783.64,2051.32,2084.44,2264.74,1398.06,2157.72
339,15,01,03,1889.15,2114.51,2147.94,2320.73,1400.37,2138.07
340,15,01,04,1971.83,2211.98,2295.89,2470.77,1427.65,2197.21
341,15,01,05,2452.78,2572.7,2652.03,2831.78,1499.87,2248.28
342,15,01,06,2923.11,2990.59,3068.3,3244.56,1632.73,2353.44
343,15,01,07,3048.89,3117.97,3256.31,3389.47,1737.03,2512.64
344,15,01,08,3011.51,3158.15,3154.98,3347.06,1837.46,2548.4
345,15,01,09,3066.92,3193.71,3169.95,3404.21,1880.79,2562.69
346,15,01,10,3090.39,3139.15,3118.72,3389.51,1889.44,2612.08
347,15,01,11,2948.27,3053.01,3071.41,3275.63,1884.35,2670.54
348,15,01,12,3013.17,3043.21,3132.93,3174.06,1833.23,2777.48
349,15,01,13,3001.61,2981.26,3112.29,3109.31,1786.07,2740.39
350,15,01,14,2977.16,2889.8,2966.19,3085.99,1802.16,2716.4
351,15,01,15,3059.55,2935.06,3130.2,3194.73,1928.76,2841.99
352,15,01,16,3258.64,3159.36,3314.85,3396.24,2092.0,3057.96
353,15,01,17,3106.26,3057.48,3183.38,3275.42,2058.06,2912.54
354,15,01,18,2919.69,2853.36,2994.81,3006.28,1920.38,2741.06
355,15,01,19,2753.99,2656.94,2815.01,2855.11,1805.0,2608.94
356,15,01,20,2615.99,2477.75,2678.12,2724.21,1701.35,2477.43
357,15,01,21,2420.41,2293.06,2517.06,2589.28,1619.64,2391.62
358,15,01,22,2233.73,2147.96,2351.36,2467.36,1528.1,2260.82
359,15,01,23,2088.05,2070.69,2267.45,2392.86,1451.11,2157.38
360,16,01,00,2055.79,1999.95,2183.99,2342.23,1383.11,2138.64
361,16,01,01,1970.81,1963.1,2130.06,2310.86,1343.44,2136.89
362,16,01,02,1968.36,1976.68,2143.01,2312.02,1318.36,2091.33
363,16,01,03,2057.52,2010.23,2203.17,2323.48,1303.29,2072.99
364,16,01,04,2275.63,2137.42,2396.35,2363.26,1323.02,2178.24
365,16,01,05,2648.18,2525.49,2764.68,2500.79,1386.99,2518.03
