TotalLoad,year,month,date,hour
1568.849976,2022,01,24,21
1460.27002,2022,01,24,22
1399.900024,2022,01,24,23
1354.390015,2022,01,25,00
1310.630005,2022,01,25,01
1316.569946,2022,01,25,02
1347.550049,2022,01,25,03
1470.099976,2022,01,25,04
1638.930054,2022,01,25,05
1867.640015,2022,01,25,06
1945.380005,2022,01,25,07
1970.400024,2022,01,25,08
1970.630005,2022,01,25,09
1963.76001,2022,01,25,10
1948.040039,2022,01,25,11
1935.349976,2022,01,25,12
1916.959961,2022,01,25,13
1905.550049,2022,01,25,14
1980.430054,2022,01,25,15
2171.76001,2022,01,25,16
2105.909912,2022,01,25,17
1974.449951,2022,01,25,18
1839.0,2022,01,25,19
1705.060059,2022,01,25,20
1582.300049,2022,01,25,21
1488.569946,2022,01,25,22
1428.819946,2022,01,25,23
1378.160034,2022,01,26,00
1358.01001,2022,01,26,01
1353.060059,2022,01,26,02
1380.969971,2022,01,26,03
1457.069946,2022,01,26,04
1679.569946,2022,01,26,05
1947.48999,2022,01,26,06
2058.679932,2022,01,26,07
2076.969971,2022,01,26,08
2105.040039,2022,01,26,09
2104.389893,2022,01,26,10
2093.699951,2022,01,26,11
2090.360107,2022,01,26,12
2057.169922,2022,01,26,13
2037.170044,2022,01,26,14
2080.120117,2022,01,26,15
2260.389893,2022,01,26,16
2201.280029,2022,01,26,17
2044.170044,2022,01,26,18
1911.920044,2022,01,26,19
1783.709961,2022,01,26,20
1671.290039,2022,01,26,21
1562.800049,2022,01,26,22
1467.300049,2022,01,26,23
1447.119995,2022,01,27,00
1381.22998,2022,01,27,01
1385.800049,2022,01,27,02
1391.790039,2022,01,27,03
1479.300049,2022,01,27,04
1707.310059,2022,01,27,05
1916.589966,2022,01,27,06
1982.040039,2022,01,27,07
2011.819946,2022,01,27,08
2041.869995,2022,01,27,09
2018.709961,2022,01,27,10
2012.140015,2022,01,27,11
2031.800049,2022,01,27,12
2008.589966,2022,01,27,13
1975.040039,2022,01,27,14
2007.290039,2022,01,27,15
2214.360107,2022,01,27,16
2197.77002,2022,01,27,17
2060.159912,2022,01,27,18
1911.670044,2022,01,27,19
1787.930054,2022,01,27,20
1663.390015,2022,01,27,21
1561.890015,2022,01,27,22
1493.810059,2022,01,27,23
1444.98999,2022,01,28,00
1413.530029,2022,01,28,01
1396.329956,2022,01,28,02
1407.310059,2022,01,28,03
1499.800049,2022,01,28,04
1728.900024,2022,01,28,05
1965.5,2022,01,28,06
2039.310059,2022,01,28,07
2058.879883,2022,01,28,08
2049.179932,2022,01,28,09
2007.449951,2022,01,28,10
1985.459961,2022,01,28,11
1948.449951,2022,01,28,12
1922.069946,2022,01,28,13
1910.160034,2022,01,28,14
1994.869995,2022,01,28,15
2140.620117,2022,01,28,16
2098.379883,2022,01,28,17
1957.030029,2022,01,28,18
1835.790039,2022,01,28,19
1720.880005,2022,01,28,20
1635.160034,2022,01,28,21
1568.219971,2022,01,28,22
1493.959961,2022,01,28,23
1426.780029,2022,01,29,00
1370.880005,2022,01,29,01
1369.130005,2022,01,29,02
1356.160034,2022,01,29,03
1369.449951,2022,01,29,04
1438.560059,2022,01,29,05
1564.650024,2022,01,29,06
1703.439941,2022,01,29,07
1812.050049,2022,01,29,08
1870.72998,2022,01,29,09
1845.660034,2022,01,29,10
1852.400024,2022,01,29,11
1864.75,2022,01,29,12
1839.369995,2022,01,29,13
1830.420044,2022,01,29,14
1861.969971,2022,01,29,15
2025.689941,2022,01,29,16
1977.680054,2022,01,29,17
1844.76001,2022,01,29,18
1745.949951,2022,01,29,19
1649.619995,2022,01,29,20
1570.810059,2022,01,29,21
1507.130005,2022,01,29,22
1454.420044,2022,01,29,23
1407.650024,2022,01,30,00
1363.300049,2022,01,30,01
1354.180054,2022,01,30,02
1351.75,2022,01,30,03
1347.790039,2022,01,30,04
1422.550049,2022,01,30,05
1516.76001,2022,01,30,06
1604.47998,2022,01,30,07
1723.790039,2022,01,30,08
1785.180054,2022,01,30,09
1827.23999,2022,01,30,10
1814.930054,2022,01,30,11
1783.290039,2022,01,30,12
1768.420044,2022,01,30,13
1780.130005,2022,01,30,14
1833.359985,2022,01,30,15
2061.580078,2022,01,30,16
2080.330078,2022,01,30,17
1947.869995,2022,01,30,18
1848.76001,2022,01,30,19
1737.530029,2022,01,30,20
1627.099976,2022,01,30,21
1519.930054,2022,01,30,22
1431.420044,2022,01,30,23
1391.73999,2022,01,31,00
1348.26001,2022,01,31,01
1352.52002,2022,01,31,02
1367.930054,2022,01,31,03
1471.030029,2022,01,31,04
1697.680054,2022,01,31,05
1910.569946,2022,01,31,06
2017.27002,2022,01,31,07
2097.590088,2022,01,31,08
2119.459961,2022,01,31,09
2102.379883,2022,01,31,10
2017.290039,2022,01,31,11
2000.109985,2022,01,31,12
1991.930054,2022,01,31,13
1987.439941,2022,01,31,14
2047.869995,2022,01,31,15
2238.360107,2022,01,31,16
2194.449951,2022,01,31,17
2037.660034,2022,01,31,18
1934.949951,2022,01,31,19
1828.560059,2022,01,31,20
1718.329956,2022,01,31,21
1603.25,2022,01,31,22
1501.140015,2022,01,31,23
1432.050049,2022,02,01,00
1415.0,2022,02,01,01
1404.569946,2022,02,01,02
1415.199951,2022,02,01,03
1515.869995,2022,02,01,04
1765.660034,2022,02,01,05
1998.660034,2022,02,01,06
2068.969971,2022,02,01,07
2098.23999,2022,02,01,08
2124.290039,2022,02,01,09
2162.110107,2022,02,01,10
2171.300049,2022,02,01,11
2198.179932,2022,02,01,12
2158.629883,2022,02,01,13
2080.47998,2022,02,01,14
2081.659912,2022,02,01,15
2245.280029,2022,02,01,16
2191.389893,2022,02,01,17
2053.219971,2022,02,01,18
1913.319946,2022,02,01,19
1789.589966,2022,02,01,20
1668.099976,2022,02,01,21
1549.410034,2022,02,01,22
1478.030029,2022,02,01,23
1422.640015,2022,02,02,00
1406.219971,2022,02,02,01
1381.949951,2022,02,02,02
1407.890015,2022,02,02,03
1515.359985,2022,02,02,04
1734.719971,2022,02,02,05
2001.47998,2022,02,02,06
2075.120117,2022,02,02,07
2096.01001,2022,02,02,08
2163.52002,2022,02,02,09
2135.77002,2022,02,02,10
2111.169922,2022,02,02,11
2077.870117,2022,02,02,12
2057.050049,2022,02,02,13
1982.579956,2022,02,02,14
2031.199951,2022,02,02,15
2235.899902,2022,02,02,16
2191.22998,2022,02,02,17
2073.669922,2022,02,02,18
1940.439941,2022,02,02,19
1822.650024,2022,02,02,20
1699.0,2022,02,02,21
1588.900024,2022,02,02,22
1514.52002,2022,02,02,23
1441.0,2022,02,03,00
1403.079956,2022,02,03,01
1387.75,2022,02,03,02
1392.040039,2022,02,03,03
1499.280029,2022,02,03,04
1719.26001,2022,02,03,05
1938.030029,2022,02,03,06
2022.069946,2022,02,03,07
2075.050049,2022,02,03,08
2094.929932,2022,02,03,09
2092.699951,2022,02,03,10
2089.860107,2022,02,03,11
2092.01001,2022,02,03,12
2061.300049,2022,02,03,13
2013.369995,2022,02,03,14
2041.02002,2022,02,03,15
2190.23999,2022,02,03,16
2132.52002,2022,02,03,17
2011.640015,2022,02,03,18
1872.079956,2022,02,03,19
1752.780029,2022,02,03,20
1617.140015,2022,02,03,21
1500.140015,2022,02,03,22
1394.540039,2022,02,03,23
1337.790039,2022,02,04,00
1310.25,2022,02,04,01
1301.939941,2022,02,04,02
1320.23999,2022,02,04,03
1409.380005,2022,02,04,04
1641.849976,2022,02,04,05
1887.01001,2022,02,04,06
1982.920044,2022,02,04,07
2023.810059,2022,02,04,08
2043.75,2022,02,04,09
2038.430054,2022,02,04,10
2037.829956,2022,02,04,11
2005.540039,2022,02,04,12
1975.98999,2022,02,04,13
1957.209961,2022,02,04,14
1992.569946,2022,02,04,15
2130.01001,2022,02,04,16
2117.879883,2022,02,04,17
1983.560059,2022,02,04,18
1887.449951,2022,02,04,19
1775.380005,2022,02,04,20
1662.630005,2022,02,04,21
1603.839966,2022,02,04,22
1562.920044,2022,02,04,23
1505.030029,2022,02,05,00
1457.359985,2022,02,05,01
1436.670044,2022,02,05,02
1420.51001,2022,02,05,03
1456.540039,2022,02,05,04
1524.969971,2022,02,05,05
1649.680054,2022,02,05,06
1768.050049,2022,02,05,07
1855.380005,2022,02,05,08
1903.819946,2022,02,05,09
1861.800049,2022,02,05,10
1847.589966,2022,02,05,11
1880.23999,2022,02,05,12
1831.349976,2022,02,05,13
1832.819946,2022,02,05,14
1879.839966,2022,02,05,15
2071.689941,2022,02,05,16
2061.590088,2022,02,05,17
1927.380005,2022,02,05,18
1815.22998,2022,02,05,19
1706.75,2022,02,05,20
1658.76001,2022,02,05,21
1574.579956,2022,02,05,22
1537.98999,2022,02,05,23
1445.969971,2022,02,06,00
1374.280029,2022,02,06,01
1332.780029,2022,02,06,02
