values,date,month,year,hour
4056.0,1.0,1.0,2022,0.0
3399.0,1.0,1.0,2022,1.0
3916.0,1.0,1.0,2022,2.0
4067.0,1.0,1.0,2022,3.0
3781.0,1.0,1.0,2022,4.0
3046.0,1.0,1.0,2022,5.0
11544.0,1.0,1.0,2022,6.0
10169.0,1.0,1.0,2022,7.0
8040.0,1.0,1.0,2022,8.0
8165.0,1.0,1.0,2022,9.0
3915.0,1.0,1.0,2022,10.0
1624.0,1.0,1.0,2022,11.0
5224.0,1.0,1.0,2022,12.0
4532.0,1.0,1.0,2022,13.0
5089.0,1.0,1.0,2022,14.0
5910.0,1.0,1.0,2022,15.0
14769.0,1.0,1.0,2022,16.0
21221.0,1.0,1.0,2022,17.0
4859.44,1.0,1.0,2022,18.0
4897.0,1.0,1.0,2022,19.0
4115.0,1.0,1.0,2022,20.0
3914.0,1.0,1.0,2022,21.0
1257.16,1.0,1.0,2022,22.0
4888.0,1.0,1.0,2022,23.0
3152.0,2.0,1.0,2022,0.0
3870.0,2.0,1.0,2022,1.0
4936.0,2.0,1.0,2022,2.0
3220.0,2.0,1.0,2022,3.0
4276.0,2.0,1.0,2022,4.0
4106.0,2.0,1.0,2022,5.0
11348.0,2.0,1.0,2022,6.0
13317.0,2.0,1.0,2022,7.0
9645.0,2.0,1.0,2022,8.0
9142.0,2.0,1.0,2022,9.0
5289.0,2.0,1.0,2022,10.0
6782.0,2.0,1.0,2022,11.0
5588.0,2.0,1.0,2022,12.0
6007.0,2.0,1.0,2022,13.0
3638.96,2.0,1.0,2022,14.0
5293.0,2.0,1.0,2022,15.0
8808.0,2.0,1.0,2022,16.0
18247.0,2.0,1.0,2022,17.0
16704.0,2.0,1.0,2022,18.0
6992.0,2.0,1.0,2022,19.0
3492.0,2.0,1.0,2022,20.0
4255.0,2.0,1.0,2022,21.0
4562.0,2.0,1.0,2022,22.0
3971.0,2.0,1.0,2022,23.0
4331.0,3.0,1.0,2022,0.0
5180.0,3.0,1.0,2022,1.0
3857.0,3.0,1.0,2022,2.0
4018.0,3.0,1.0,2022,3.0
3689.0,3.0,1.0,2022,4.0
7791.0,3.0,1.0,2022,5.0
10774.0,3.0,1.0,2022,6.0
12018.0,3.0,1.0,2022,7.0
8277.0,3.0,1.0,2022,8.0
9419.0,3.0,1.0,2022,9.0
4615.0,3.0,1.0,2022,10.0
5513.0,3.0,1.0,2022,11.0
5950.0,3.0,1.0,2022,12.0
5451.0,3.0,1.0,2022,13.0
6123.0,3.0,1.0,2022,14.0
5467.0,3.0,1.0,2022,15.0
12179.0,3.0,1.0,2022,16.0
23686.0,3.0,1.0,2022,17.0
14493.0,3.0,1.0,2022,18.0
5431.0,3.0,1.0,2022,19.0
4652.0,3.0,1.0,2022,20.0
967.28,3.0,1.0,2022,21.0
4242.0,3.0,1.0,2022,22.0
4193.0,3.0,1.0,2022,23.0
4263.0,4.0,1.0,2022,0.0
3875.0,4.0,1.0,2022,1.0
3210.0,4.0,1.0,2022,2.0
4046.0,4.0,1.0,2022,3.0
4408.0,4.0,1.0,2022,4.0
3764.0,4.0,1.0,2022,5.0
11624.0,4.0,1.0,2022,6.0
2026.9,4.0,1.0,2022,7.0
9887.0,4.0,1.0,2022,8.0
9284.0,4.0,1.0,2022,9.0
1938.82,4.0,1.0,2022,10.0
7192.0,4.0,1.0,2022,11.0
7121.0,4.0,1.0,2022,12.0
4654.0,4.0,1.0,2022,13.0
4794.0,4.0,1.0,2022,14.0
5567.0,4.0,1.0,2022,15.0
12833.0,4.0,1.0,2022,16.0
19683.0,4.0,1.0,2022,17.0
15272.0,4.0,1.0,2022,18.0
5048.0,4.0,1.0,2022,19.0
1719.22,4.0,1.0,2022,20.0
4415.0,4.0,1.0,2022,21.0
3661.0,4.0,1.0,2022,22.0
1971.12,4.0,1.0,2022,23.0
3804.0,5.0,1.0,2022,0.0
7335.0,5.0,1.0,2022,1.0
4603.0,5.0,1.0,2022,2.0
3325.0,5.0,1.0,2022,3.0
5439.0,5.0,1.0,2022,4.0
3294.0,5.0,1.0,2022,5.0
11805.0,5.0,1.0,2022,6.0
10204.0,5.0,1.0,2022,7.0
7825.0,5.0,1.0,2022,8.0
9344.0,5.0,1.0,2022,9.0
6036.0,5.0,1.0,2022,10.0
5604.0,5.0,1.0,2022,11.0
4258.0,5.0,1.0,2022,12.0
5884.0,5.0,1.0,2022,13.0
7274.0,5.0,1.0,2022,14.0
6739.0,5.0,1.0,2022,15.0
13735.0,5.0,1.0,2022,16.0
18368.0,5.0,1.0,2022,17.0
15014.0,5.0,1.0,2022,18.0
7336.0,5.0,1.0,2022,19.0
5506.0,5.0,1.0,2022,20.0
3631.0,5.0,1.0,2022,21.0
4894.0,5.0,1.0,2022,22.0
4318.0,5.0,1.0,2022,23.0
3270.0,6.0,1.0,2022,0.0
4665.0,6.0,1.0,2022,1.0
3258.0,6.0,1.0,2022,2.0
3953.0,6.0,1.0,2022,3.0
1101.4,6.0,1.0,2022,4.0
4907.0,6.0,1.0,2022,5.0
11128.0,6.0,1.0,2022,6.0
12650.0,6.0,1.0,2022,7.0
10370.0,6.0,1.0,2022,8.0
9931.0,6.0,1.0,2022,9.0
6730.0,6.0,1.0,2022,10.0
8444.0,6.0,1.0,2022,11.0
6468.0,6.0,1.0,2022,12.0
6416.0,6.0,1.0,2022,13.0
4770.0,6.0,1.0,2022,14.0
6091.0,6.0,1.0,2022,15.0
3683.34,6.0,1.0,2022,16.0
19928.0,6.0,1.0,2022,17.0
14949.0,6.0,1.0,2022,18.0
6396.0,6.0,1.0,2022,19.0
3922.0,6.0,1.0,2022,20.0
3924.0,6.0,1.0,2022,21.0
4344.0,6.0,1.0,2022,22.0
3934.0,6.0,1.0,2022,23.0
3633.0,7.0,1.0,2022,0.0
4839.0,7.0,1.0,2022,1.0
3680.0,7.0,1.0,2022,2.0
4674.0,7.0,1.0,2022,3.0
4044.0,7.0,1.0,2022,4.0
4481.0,7.0,1.0,2022,5.0
11529.0,7.0,1.0,2022,6.0
9397.0,7.0,1.0,2022,7.0
8927.0,7.0,1.0,2022,8.0
6378.6,7.0,1.0,2022,9.0
9723.0,7.0,1.0,2022,10.0
14005.0,7.0,1.0,2022,11.0
3829.68,7.0,1.0,2022,12.0
3615.02,7.0,1.0,2022,13.0
5741.0,7.0,1.0,2022,14.0
8577.0,7.0,1.0,2022,15.0
15787.0,7.0,1.0,2022,16.0
17684.0,7.0,1.0,2022,17.0
15975.0,7.0,1.0,2022,18.0
9331.0,7.0,1.0,2022,19.0
4006.0,7.0,1.0,2022,20.0
3180.0,7.0,1.0,2022,21.0
3823.0,7.0,1.0,2022,22.0
4412.0,7.0,1.0,2022,23.0
3888.0,8.0,1.0,2022,0.0
3076.0,8.0,1.0,2022,1.0
3959.0,8.0,1.0,2022,2.0
4044.0,8.0,1.0,2022,3.0
3982.0,8.0,1.0,2022,4.0
3317.0,8.0,1.0,2022,5.0
11151.0,8.0,1.0,2022,6.0
10669.0,8.0,1.0,2022,7.0
9140.0,8.0,1.0,2022,8.0
7267.0,8.0,1.0,2022,9.0
5435.0,8.0,1.0,2022,10.0
1234.0,8.0,1.0,2022,11.0
6978.0,8.0,1.0,2022,12.0
4328.0,8.0,1.0,2022,13.0
7158.0,8.0,1.0,2022,14.0
6052.0,8.0,1.0,2022,15.0
16415.0,8.0,1.0,2022,16.0
21151.0,8.0,1.0,2022,17.0
6123.44,8.0,1.0,2022,18.0
4973.0,8.0,1.0,2022,19.0
4735.0,8.0,1.0,2022,20.0
