,hour,date,month,covariance,value
0,7.0,3.0,1.0,0.5057871267499819,1.72
1,8.0,3.0,1.0,0.5430782205645833,1.2000000000000002
2,9.0,3.0,1.0,0.5720492771319851,5.460000000000001
3,10.0,3.0,1.0,0.6367928410547231,16.96
4,11.0,3.0,1.0,0.5651823438267972,19.26
5,12.0,3.0,1.0,0.5600230650857246,18.28
6,13.0,3.0,1.0,0.5466537220242417,17.580000000000002
7,15.0,3.0,1.0,0.5029884119035621,16.98
8,16.0,3.0,1.0,0.5124615304396998,13.280000000000001
9,6.0,30.0,1.0,0.5556878752372273,18.400000000000002
10,7.0,30.0,1.0,0.519554511221332,17.040000000000003
11,8.0,30.0,1.0,0.5220101972920367,7.800000000000001
12,12.0,21.0,2.0,0.5050555788412522,1.6
13,17.0,21.0,2.0,0.5959781454472854,19.880000000000003
14,10.0,24.0,5.0,0.5091096503658135,14.92
15,11.0,24.0,5.0,0.5176401178486002,14.86
16,12.0,24.0,5.0,0.5548497153237497,15.719999999999999
