,date,month,hour,covariance_value_with_DK1,covariance_value_with_DK2,strength_with_DK1,strength_with_DK2
0,1.0,1.0,0.0,,,NaN,NaN
1,1.0,1.0,1.0,0.18487359168740844,-0.8118042491027562,weak positive,very strong negative
2,1.0,1.0,2.0,0.16434666443835952,-0.7855327147692568,weak positive,very strong negative
3,1.0,1.0,3.0,,,NaN,NaN
4,1.0,1.0,4.0,-0.17200892475509016,0.8273307298816652,weak negative,very strong positive
5,1.0,1.0,5.0,-0.10907473600452713,0.7088964139763463,weak negative,very strong positive
6,1.0,1.0,6.0,0.03358903260655485,-0.653404878217152,weak positive,strong negative
7,1.0,1.0,7.0,0.06176225783470296,-0.555580908738507,weak positive,strong negative
8,1.0,1.0,8.0,-0.011305185980655025,-0.38617526511626704,weak negative,moderate negative
9,1.0,1.0,9.0,-0.004922154135096252,-0.5370616071486293,weak negative,strong negative
10,1.0,1.0,10.0,-0.05549656678678613,-0.6566513000523748,weak negative,strong negative
11,1.0,1.0,11.0,-0.0863191154358717,-0.5323081453566386,weak negative,strong negative
12,1.0,1.0,12.0,-0.007986581286252181,-0.40712386780551235,weak negative,moderate negative
13,1.0,1.0,13.0,-0.08341618109932408,-0.7232103144545976,weak negative,very strong negative
14,1.0,1.0,14.0,-0.08781851787216857,-0.6055678115064631,weak negative,strong negative
15,1.0,1.0,15.0,-0.17175207591059427,-0.794599888616694,weak negative,very strong negative
16,1.0,1.0,16.0,-0.1994039149696715,-0.7489647127002834,weak negative,very strong negative
17,1.0,1.0,17.0,-0.2721677340883025,-0.6501988739976672,weak negative,strong negative
18,1.0,1.0,18.0,-0.29125702931600644,-0.6569139931531727,weak negative,strong negative
19,1.0,1.0,19.0,-0.23044380009202667,-0.6865419503950169,weak negative,strong negative
20,1.0,1.0,20.0,-0.17200628144051144,-0.5178509940272785,weak negative,strong negative
21,1.0,1.0,21.0,-0.11287849252947227,-0.44853848198883983,weak negative,moderate negative
22,1.0,1.0,22.0,-0.0009682580051114942,-0.44597225365651544,weak negative,moderate negative
23,1.0,1.0,23.0,-0.01951216518404683,-0.23921443957619992,weak negative,weak negative
24,2.0,1.0,0.0,-0.04325395102519636,-0.33279409657006853,weak negative,moderate negative
25,2.0,1.0,1.0,0.00250005192097677,0.21503816174222148,weak positive,weak positive
26,2.0,1.0,2.0,0.03286254960333457,0.6244322971136682,weak positive,strong positive
27,2.0,1.0,3.0,-0.1039379333337963,-0.9213958091574002,weak negative,very strong negative
28,2.0,1.0,4.0,-0.11811804381439928,-0.9017053433945298,weak negative,very strong negative
29,2.0,1.0,5.0,0.2820542353290751,0.7756326118318464,weak positive,very strong positive
30,2.0,1.0,6.0,0.3744021107222574,0.6660381493375165,moderate positive,strong positive
31,2.0,1.0,7.0,-0.4297833776305969,-0.6721375298125051,moderate negative,strong negative
32,2.0,1.0,8.0,-0.422136815850288,-0.711359405723901,moderate negative,very strong negative
33,2.0,1.0,9.0,-0.3769446362385208,-0.7683338628482818,moderate negative,very strong negative
34,2.0,1.0,10.0,-0.3357041483189618,-0.7863511130033853,moderate negative,very strong negative
35,2.0,1.0,11.0,-0.2994760492459655,-0.7857088258275181,weak negative,very strong negative
36,2.0,1.0,12.0,-0.3081101614745727,-0.7536040817866884,moderate negative,very strong negative
37,2.0,1.0,13.0,,,NaN,NaN
38,2.0,1.0,14.0,-0.34518698244763013,-0.8113859507797265,moderate negative,very strong negative
39,2.0,1.0,15.0,0.4009800180122802,0.9360070710439434,moderate positive,very strong positive
40,2.0,1.0,16.0,0.45482467324045717,0.9818733907425261,moderate positive,very strong positive
41,2.0,1.0,17.0,-0.473057320788403,-0.9138156480023829,moderate negative,very strong negative
42,2.0,1.0,18.0,-0.4389038288215458,-0.8936217293767796,moderate negative,very strong negative
43,2.0,1.0,19.0,-0.3999881772560511,-0.8737882298892852,moderate negative,very strong negative
44,2.0,1.0,20.0,0.3386754071616634,0.9049304616232332,moderate positive,very strong positive
45,2.0,1.0,21.0,-0.2722321708455631,-0.8914418478679204,weak negative,very strong negative
46,2.0,1.0,22.0,-0.18790544957380476,-0.767739248179934,weak negative,very strong negative
47,2.0,1.0,23.0,-0.12333972682740935,-0.4780132727035492,weak negative,moderate negative
48,3.0,1.0,0.0,0.06290632083334569,0.2041309810254401,weak positive,weak positive
49,3.0,1.0,1.0,0.05226394461912437,-0.2328466736495004,weak positive,weak negative
50,3.0,1.0,2.0,-0.0831310057124483,0.23403494661131857,weak negative,weak positive
51,3.0,1.0,3.0,-0.11267195115823692,0.0865769581680477,weak negative,weak positive
52,3.0,1.0,4.0,-0.23036530359970459,-0.6066116824400292,weak negative,strong negative
53,3.0,1.0,5.0,-0.3801515205056431,-0.6376501801593514,moderate negative,strong negative
54,3.0,1.0,6.0,-0.4642701052416251,-0.6058187380529623,moderate negative,strong negative
55,3.0,1.0,7.0,0.5057871267499819,0.5697864856861963,strong positive,strong positive
56,3.0,1.0,8.0,0.5430782205645833,0.6085659753664471,strong positive,strong positive
57,3.0,1.0,9.0,0.5720492771319851,0.5396522359683833,strong positive,strong positive
58,3.0,1.0,10.0,0.6367928410547231,0.6012027117266829,strong positive,strong positive
59,3.0,1.0,11.0,0.5651823438267972,0.7059143953837169,strong positive,very strong positive
60,3.0,1.0,12.0,0.5600230650857246,0.697630580868007,strong positive,strong positive
61,3.0,1.0,13.0,0.5466537220242417,0.6628327765688791,strong positive,strong positive
62,3.0,1.0,14.0,0.4994070976318686,0.7133417757959211,moderate positive,very strong positive
63,3.0,1.0,15.0,0.5029884119035621,0.7401326000869628,strong positive,very strong positive
64,3.0,1.0,16.0,0.5124615304396998,0.7274311916553414,strong positive,very strong positive
65,3.0,1.0,17.0,-0.5107078785500768,-0.71709279549162,strong negative,very strong negative
66,3.0,1.0,18.0,-0.399454685245788,-0.7141774740018803,moderate negative,very strong negative
67,3.0,1.0,19.0,-0.3974545608931258,-0.6576554326043734,moderate negative,strong negative
68,3.0,1.0,20.0,0.36578347166811537,0.7015253173158259,moderate positive,very strong positive
69,3.0,1.0,21.0,0.3096771468758083,0.7571288295703681,moderate positive,very strong positive
70,3.0,1.0,22.0,-0.1277306859487629,-0.5804148625568445,weak negative,strong negative
71,3.0,1.0,23.0,-0.04641694719533812,-0.33690521590519784,weak negative,moderate negative
72,4.0,1.0,0.0,-0.008539766461294368,0.13253020862988024,weak negative,weak positive
73,4.0,1.0,1.0,0.01476006234083449,0.39794470544723315,weak positive,moderate positive
74,4.0,1.0,2.0,0.09226191411090362,0.20768994441686553,weak positive,weak positive
75,4.0,1.0,3.0,0.08466746490617383,0.10586071671605016,weak positive,weak positive
76,4.0,1.0,4.0,-0.019783446274311334,0.1743567417482349,weak negative,weak positive
77,4.0,1.0,5.0,0.1014180516343095,0.14494916270068198,weak positive,weak positive
78,4.0,1.0,6.0,0.17926670403459274,0.04751938945778656,weak positive,weak positive
79,4.0,1.0,7.0,0.18058556850057086,0.002200323462535122,weak positive,weak positive
80,4.0,1.0,8.0,0.1800305346689611,0.019388121450541564,weak positive,weak positive
81,4.0,1.0,9.0,0.12404738747848035,0.01621920750360411,weak positive,weak positive
82,4.0,1.0,10.0,0.04240021297697347,-0.012626495658712857,weak positive,weak negative
83,4.0,1.0,11.0,-0.0003768625075771248,-0.03423655906390271,weak negative,weak negative
84,4.0,1.0,12.0,0.03501683543914663,-0.014972294748065593,weak positive,weak negative
85,4.0,1.0,13.0,-0.02268701191151254,0.0539647907732074,weak negative,weak positive
86,4.0,1.0,14.0,-0.06515386799486711,-0.04612835630744984,weak negative,weak negative
87,4.0,1.0,15.0,-0.11175365019867498,-0.24590249973733658,weak negative,weak negative
88,4.0,1.0,16.0,-0.16263056409387286,-0.3660299829429586,weak negative,moderate negative
89,4.0,1.0,17.0,-0.18747202443421054,-0.41660583898074804,weak negative,moderate negative
90,4.0,1.0,18.0,-0.13026682690075025,-0.3927398988577667,weak negative,moderate negative
91,4.0,1.0,19.0,-0.042095222280635225,-0.34186509682779054,weak negative,moderate negative
92,4.0,1.0,20.0,0.025421230735234723,-0.31034742950920075,weak positive,moderate negative
93,4.0,1.0,21.0,0.04371065359451129,-0.1997186375777214,weak positive,weak negative
94,4.0,1.0,22.0,0.11251668988399838,-0.11361934123446837,weak positive,weak negative
95,4.0,1.0,23.0,0.2433790342777936,0.19095012659355307,weak positive,weak positive
96,5.0,1.0,0.0,0.30109908059056245,0.3643489500970668,moderate positive,moderate positive
97,5.0,1.0,1.0,0.30219368618899417,0.404955344728218,moderate positive,moderate positive
98,5.0,1.0,2.0,0.26128308890405416,0.44786711540703517,weak positive,moderate positive
99,5.0,1.0,3.0,0.2590034941587196,0.40693361075663204,weak positive,moderate positive
100,5.0,1.0,4.0,0.23329899571213153,0.36576644325569574,weak positive,moderate positive
101,5.0,1.0,5.0,0.14413099000593443,0.2848305353975192,weak positive,weak positive
102,5.0,1.0,6.0,0.1031019705893062,0.29007989642662146,weak positive,weak positive
103,5.0,1.0,7.0,0.07334026715842615,0.24749237991374926,weak positive,weak positive
104,5.0,1.0,8.0,0.06982241199379363,0.2162774567578538,weak positive,weak positive
105,5.0,1.0,9.0,0.043203307703627236,0.18561502399203325,weak positive,weak positive
106,5.0,1.0,10.0,0.035030554622449556,0.22363723434335184,weak positive,weak positive
107,5.0,1.0,11.0,0.09000153476460465,0.28691870380521833,weak positive,weak positive
108,5.0,1.0,12.0,0.11929893194908515,0.36385745706522066,weak positive,moderate positive
109,5.0,1.0,13.0,0.1948573907872144,0.4126685602106222,weak positive,moderate positive
110,5.0,1.0,14.0,0.19567355589606084,0.40401073665561155,weak positive,moderate positive
111,5.0,1.0,15.0,0.12196601716336186,0.29225395639337964,weak positive,weak positive
112,5.0,1.0,16.0,0.010005594293046621,0.17659642408234577,weak positive,weak positive
113,5.0,1.0,17.0,0.005638013253345481,0.11869837228073585,weak positive,weak positive
114,5.0,1.0,18.0,0.045649165889273285,0.1346358822061805,weak positive,weak positive
115,5.0,1.0,19.0,0.07639056261524066,0.22887484842996886,weak positive,weak positive
116,5.0,1.0,20.0,0.1271427514577227,0.27883862826140304,weak positive,weak positive
117,5.0,1.0,21.0,0.16186342224233008,0.22772575131571426,weak positive,weak positive
118,5.0,1.0,22.0,0.1919460050233174,0.1325144873721918,weak positive,weak positive
119,5.0,1.0,23.0,0.234081293580763,0.2016202752520982,weak positive,weak positive
120,6.0,1.0,0.0,0.28760252338763387,0.29757913105694334,weak positive,weak positive
121,6.0,1.0,1.0,0.3134904312918805,0.3651816850078139,moderate positive,moderate positive
122,6.0,1.0,2.0,0.34079786834364856,0.3633169368121111,moderate positive,moderate positive
123,6.0,1.0,3.0,0.3269160953811106,0.34309694061049645,moderate positive,moderate positive
124,6.0,1.0,4.0,0.41396302746713,0.6082558376672464,moderate positive,strong positive
125,6.0,1.0,5.0,0.4413235066944067,0.7473029680375646,moderate positive,very strong positive
126,6.0,1.0,6.0,0.493290417011908,0.7600789173598855,moderate positive,very strong positive
127,6.0,1.0,7.0,0.4717940944728781,0.7817263614477206,moderate positive,very strong positive
128,6.0,1.0,8.0,0.3844848910867273,0.7270311834887158,moderate positive,very strong positive
129,6.0,1.0,9.0,0.3257040370936798,0.7393089024947577,moderate positive,very strong positive
130,6.0,1.0,10.0,0.25809770586186,0.7456564164742547,weak positive,very strong positive
131,6.0,1.0,11.0,0.23264751962350688,0.7299104858972348,weak positive,very strong positive
132,6.0,1.0,12.0,0.20247644412784155,0.6529240975044895,weak positive,strong positive
133,6.0,1.0,13.0,0.11793284080473448,0.5432855823451246,weak positive,strong positive
134,6.0,1.0,14.0,0.1567258041264295,0.5039689847533727,weak positive,strong positive
135,6.0,1.0,15.0,0.11473565567263824,0.35055736633997475,weak positive,moderate positive
136,6.0,1.0,16.0,0.007484061145847168,0.2077901195634428,weak positive,weak positive
137,6.0,1.0,17.0,-0.02847160366601044,0.11934101608410286,weak negative,weak positive
138,6.0,1.0,18.0,-0.01645025003798547,0.11219682533536196,weak negative,weak positive
139,6.0,1.0,19.0,-0.01622178820671006,0.10168680690077575,weak negative,weak positive
140,6.0,1.0,20.0,-0.029372248191691305,0.10713765659758845,weak negative,weak positive
141,6.0,1.0,21.0,0.009281029481710529,0.20765222621733387,weak positive,weak positive
142,6.0,1.0,22.0,-0.010396222583399409,0.18777438359668952,weak negative,weak positive
143,6.0,1.0,23.0,0.02446791064253752,0.31917703181862866,weak positive,moderate positive
144,7.0,1.0,0.0,0.027652793566990325,0.42062140045324214,weak positive,moderate positive
145,7.0,1.0,1.0,0.021245961228456706,0.2849073290231018,weak positive,weak positive
146,7.0,1.0,2.0,0.027937949645870375,0.24302491317272412,weak positive,weak positive
147,7.0,1.0,3.0,-0.024802458897577498,0.12383719751114025,weak negative,weak positive
148,7.0,1.0,4.0,-0.10196002264390605,-0.004588306354121219,weak negative,weak negative
149,7.0,1.0,5.0,-0.1552625055047481,-0.034546955816432745,weak negative,weak negative
150,7.0,1.0,6.0,-0.22418027809229363,-0.04995429013085989,weak negative,weak negative
151,7.0,1.0,7.0,-0.24614478369610449,-0.06408038100191221,weak negative,weak negative
152,7.0,1.0,8.0,-0.2842954600605636,-0.1071688977837374,weak negative,weak negative
153,7.0,1.0,9.0,-0.24689206217211399,-0.05068797202302805,weak negative,weak negative
154,7.0,1.0,10.0,-0.17971721143513156,0.05402895786164308,weak negative,weak positive
155,7.0,1.0,11.0,-0.10468571956742843,0.007942300627930554,weak negative,weak positive
156,7.0,1.0,12.0,-0.11146900051511417,-0.02091950305524276,weak negative,weak negative
157,7.0,1.0,13.0,-0.1427004051063222,-0.06920013848643042,weak negative,weak negative
158,7.0,1.0,14.0,-0.21046665014917113,-0.10642957921182539,weak negative,weak negative
159,7.0,1.0,15.0,-0.3096101838142469,-0.359515157232752,moderate negative,moderate negative
160,7.0,1.0,16.0,-0.39087846276034144,-0.5052856425883064,moderate negative,strong negative
161,7.0,1.0,17.0,-0.4102534027041945,-0.5305731195323125,moderate negative,strong negative
162,7.0,1.0,18.0,-0.4281127616514973,-0.5781308495699227,moderate negative,strong negative
163,7.0,1.0,19.0,-0.40165532557447636,-0.6345482887436573,moderate negative,strong negative
164,7.0,1.0,20.0,-0.33295997440932396,-0.6220379040850099,moderate negative,strong negative
165,7.0,1.0,21.0,-0.26967024969545905,-0.4197027609633251,weak negative,moderate negative
166,7.0,1.0,22.0,-0.15651164643462326,-0.14517319604508946,weak negative,weak negative
167,7.0,1.0,23.0,-0.1292443617092737,-0.005334460918193201,weak negative,weak negative
168,8.0,1.0,0.0,-0.10834223411237268,0.07752467118731968,weak negative,weak positive
169,8.0,1.0,1.0,-0.07417025586985146,-0.05991618618239933,weak negative,weak negative
170,8.0,1.0,2.0,-0.1180000734769841,-0.12842569903116074,weak negative,weak negative
171,8.0,1.0,3.0,-0.16501626930094732,-0.45782070889112,weak negative,moderate negative
172,8.0,1.0,4.0,-0.35540634234682555,-0.6865757066351127,moderate negative,strong negative
173,8.0,1.0,5.0,-0.5609619542114601,-0.9168949366209205,strong negative,very strong negative
174,8.0,1.0,6.0,-0.656660530947544,-0.9253101272299797,strong negative,very strong negative
175,8.0,1.0,7.0,-0.6780066769283688,-0.9130565072193293,strong negative,very strong negative
176,8.0,1.0,8.0,-0.6789042914792096,-0.8945469620401854,strong negative,very strong negative
177,8.0,1.0,9.0,-0.6790233956435552,-0.8465457317071341,strong negative,very strong negative
178,8.0,1.0,10.0,-0.6538804141518937,-0.8066652373506675,strong negative,very strong negative
179,8.0,1.0,11.0,-0.6678497155551777,-0.8156091537882595,strong negative,very strong negative
180,8.0,1.0,12.0,-0.6943016711673473,-0.8192472647436478,strong negative,very strong negative
181,8.0,1.0,13.0,-0.7220206734519237,-0.8630060136279429,very strong negative,very strong negative
182,8.0,1.0,14.0,-0.704799841618165,-0.8758129910126031,very strong negative,very strong negative
183,8.0,1.0,15.0,-0.7328068182905965,-0.8694381577155906,very strong negative,very strong negative
184,8.0,1.0,16.0,-0.7201101171683947,-0.8944255581838012,very strong negative,very strong negative
185,8.0,1.0,17.0,-0.7023294871456004,-0.8425448560125492,very strong negative,very strong negative
186,8.0,1.0,18.0,-0.7418879822531219,-0.8353930484121719,very strong negative,very strong negative
187,8.0,1.0,19.0,-0.7130672412854275,-0.723847211388841,very strong negative,very strong negative
188,8.0,1.0,20.0,-0.6495011065463712,-0.6648577112908611,strong negative,strong negative
189,8.0,1.0,21.0,-0.6183390224766092,-0.275814857483628,strong negative,weak negative
190,8.0,1.0,22.0,-0.4944902906826987,0.14008265866580272,moderate negative,weak positive
191,8.0,1.0,23.0,-0.35111615825874687,0.1438149182860849,moderate negative,weak positive
192,9.0,1.0,0.0,-0.225383347218285,0.30514631797367253,weak negative,moderate positive
193,9.0,1.0,1.0,-0.2130939968712911,0.3541602946856265,weak negative,moderate positive
194,9.0,1.0,2.0,-0.18298532467682488,0.3909734540469533,weak negative,moderate positive
195,9.0,1.0,3.0,-0.2148733733233969,0.3209097324503874,weak negative,moderate positive
196,9.0,1.0,4.0,-0.37531661584771137,0.1713968256571406,moderate negative,weak positive
197,9.0,1.0,5.0,-0.47787761544364465,-0.18545066794821663,moderate negative,weak negative
198,9.0,1.0,6.0,-0.5269929435910199,-0.4039263547323131,strong negative,moderate negative
199,9.0,1.0,7.0,-0.5259840948987347,-0.335612053235847,strong negative,moderate negative
200,9.0,1.0,8.0,-0.4786241384795044,-0.38678746737932185,moderate negative,moderate negative
201,9.0,1.0,9.0,-0.4861368916146992,-0.5088774441814347,moderate negative,strong negative
202,9.0,1.0,10.0,-0.4560643057088054,-0.33350944287877576,moderate negative,moderate negative
203,9.0,1.0,11.0,-0.4651030165934698,-0.23859244493693083,moderate negative,weak negative
204,9.0,1.0,12.0,-0.47214649810549103,-0.30550729702692825,moderate negative,moderate negative
205,9.0,1.0,13.0,-0.44434000825766956,-0.3330473168190248,moderate negative,moderate negative
206,9.0,1.0,14.0,-0.4493147719571988,-0.38914773001160347,moderate negative,moderate negative
207,9.0,1.0,15.0,-0.47401849165362536,-0.4829848912495435,moderate negative,moderate negative
208,9.0,1.0,16.0,-0.5223430255420028,-0.5907185217028026,strong negative,strong negative
209,9.0,1.0,17.0,-0.5183859424638287,-0.5846429625174492,strong negative,strong negative
210,9.0,1.0,18.0,-0.5538034123017664,-0.4893959752334983,strong negative,moderate negative
211,9.0,1.0,19.0,-0.47474930659982256,-0.3385715690400329,moderate negative,moderate negative
212,9.0,1.0,20.0,-0.3787932686876668,-0.26507026278172907,moderate negative,weak negative
213,9.0,1.0,21.0,-0.3227098079575425,0.2388263360830567,moderate negative,weak positive
214,9.0,1.0,22.0,-0.2290875856858119,0.39148745468292134,weak negative,moderate positive
215,9.0,1.0,23.0,-0.18255602972928292,0.4200941247138104,weak negative,moderate positive
216,10.0,1.0,0.0,-0.09145313334648764,0.49075268444868575,weak negative,moderate positive
217,10.0,1.0,1.0,-0.10611911666495433,0.39115067714538065,weak negative,moderate positive
218,10.0,1.0,2.0,-0.17034521912842998,0.2705194317925077,weak negative,weak positive
219,10.0,1.0,3.0,-0.30091482417902704,-0.031539446396169735,moderate negative,weak negative
220,10.0,1.0,4.0,-0.405826772103325,-0.22354227684909386,moderate negative,weak negative
221,10.0,1.0,5.0,-0.4842369214349065,-0.3545722258604865,moderate negative,moderate negative
222,10.0,1.0,6.0,-0.5444393927894662,-0.3901171818201846,strong negative,moderate negative
223,10.0,1.0,7.0,-0.5198244156620383,-0.4112346747651281,strong negative,moderate negative
224,10.0,1.0,8.0,-0.5840809588884024,-0.4482050715853514,strong negative,moderate negative
225,10.0,1.0,9.0,-0.628059792551071,-0.5235535513815334,strong negative,strong negative
226,10.0,1.0,10.0,-0.6069200623731501,-0.5843781164036107,strong negative,strong negative
227,10.0,1.0,11.0,-0.6055970747195105,-0.7035475957865926,strong negative,very strong negative
228,10.0,1.0,12.0,-0.5847166904958949,-0.6936274998482134,strong negative,strong negative
229,10.0,1.0,13.0,-0.5466115767699566,-0.6658385198871508,strong negative,strong negative
230,10.0,1.0,14.0,-0.4723087374944811,-0.6382017017069096,moderate negative,strong negative
231,10.0,1.0,15.0,-0.43534432784289157,-0.590230299332148,moderate negative,strong negative
232,10.0,1.0,16.0,-0.5082972620667384,-0.6031678293631373,strong negative,strong negative
233,10.0,1.0,17.0,-0.508758347417615,-0.5183920083216669,strong negative,strong negative
234,10.0,1.0,18.0,-0.49434442399042966,-0.4957360579451682,moderate negative,moderate negative
235,10.0,1.0,19.0,-0.3981594024924774,-0.3668321575255542,moderate negative,moderate negative
236,10.0,1.0,20.0,-0.33129693480479877,-0.27167484583507084,moderate negative,weak negative
237,10.0,1.0,21.0,-0.18200305393046542,-0.18215751804357141,weak negative,weak negative
238,10.0,1.0,22.0,-0.035756490987350786,0.03570072086239587,weak negative,weak positive
239,10.0,1.0,23.0,0.1764434371011454,0.34169434744494664,weak positive,moderate positive
240,11.0,1.0,0.0,0.22440260571867582,0.5715103104905208,weak positive,strong positive
241,11.0,1.0,1.0,0.20605576047264362,0.6498569657514632,weak positive,strong positive
242,11.0,1.0,2.0,0.17282840982478703,0.5220830661824355,weak positive,strong positive
243,11.0,1.0,3.0,0.11237286035947044,0.345646886292042,weak positive,moderate positive
244,11.0,1.0,4.0,-0.09748576465908018,-0.19239953624239464,weak negative,weak negative
245,11.0,1.0,5.0,0.11014577440533782,-0.00607118605466031,weak positive,weak negative
246,11.0,1.0,6.0,-0.20976201072952835,-0.049498767023675935,weak negative,weak negative
247,11.0,1.0,7.0,0.23200167414134287,0.03367830337299975,weak positive,weak positive
248,11.0,1.0,8.0,0.19302297160186388,0.02948335594017873,weak positive,weak positive
249,11.0,1.0,9.0,0.22208091187088227,0.026025337889299685,weak positive,weak positive
250,11.0,1.0,10.0,-0.27214177422736985,-0.07720304475522739,weak negative,weak negative
251,11.0,1.0,11.0,-0.2507655883693933,-0.033896060220817065,weak negative,weak negative
252,11.0,1.0,12.0,-0.09164594595117859,-0.05538652041592486,weak negative,weak negative
253,11.0,1.0,13.0,-0.07274962469046672,-0.02067757810351628,weak negative,weak negative
254,11.0,1.0,14.0,-0.11101525785424732,-0.07156393895352084,weak negative,weak negative
255,11.0,1.0,15.0,-0.20434419029817313,-0.07771820502630442,weak negative,weak negative
256,11.0,1.0,16.0,-0.24558193657752753,-0.09282489226998869,weak negative,weak negative
257,11.0,1.0,17.0,-0.21836926054451278,-0.17839416408778527,weak negative,weak negative
258,11.0,1.0,18.0,-0.21211479804028516,-0.19300079506371517,weak negative,weak negative
259,11.0,1.0,19.0,-0.1745829068504174,-0.09258397093123172,weak negative,weak negative
260,11.0,1.0,20.0,-0.13686778775867978,0.14411667122310798,weak negative,weak positive
261,11.0,1.0,21.0,-0.04191274973731421,0.21674660400134665,weak negative,weak positive
262,11.0,1.0,22.0,0.05644273367872904,0.2495534662721588,weak positive,weak positive
263,11.0,1.0,23.0,0.18878013491900253,0.5567855709387821,weak positive,strong positive
264,12.0,1.0,0.0,0.19901902886099582,0.7545423796765764,weak positive,very strong positive
265,12.0,1.0,1.0,0.21853560396858152,0.6688679621113085,weak positive,strong positive
266,12.0,1.0,2.0,0.20432289782148874,0.6223845947610689,weak positive,strong positive
267,12.0,1.0,3.0,0.15624680889516135,0.45563872234079245,weak positive,moderate positive
268,12.0,1.0,4.0,0.14012009095366024,0.3905691894247014,weak positive,moderate positive
269,12.0,1.0,5.0,0.08316901698310827,0.3287978194139885,weak positive,moderate positive
270,12.0,1.0,6.0,0.01522487585920626,0.29025339295124514,weak positive,weak positive
271,12.0,1.0,7.0,0.013552712711803722,0.27940823622774597,weak positive,weak positive
272,12.0,1.0,8.0,0.024329713506503287,0.2593393891096028,weak positive,weak positive
273,12.0,1.0,9.0,0.06145637385956071,0.25545435397124955,weak positive,weak positive
274,12.0,1.0,10.0,0.02284356647553501,0.3063546350471885,weak positive,moderate positive
275,12.0,1.0,11.0,0.06354434912091725,0.24662267313243524,weak positive,weak positive
276,12.0,1.0,12.0,0.1071031661176503,0.19760738488613677,weak positive,weak positive
277,12.0,1.0,13.0,0.09167889586463007,0.15393502870725695,weak positive,weak positive
278,12.0,1.0,14.0,0.07558554849153581,0.018058346640734163,weak positive,weak positive
279,12.0,1.0,15.0,-0.055519458078091444,-0.06564593592090172,weak negative,weak negative
280,12.0,1.0,16.0,-0.10933112243755445,-0.05872450674182467,weak negative,weak negative
281,12.0,1.0,17.0,-0.11422587372363852,-0.13220394227629592,weak negative,weak negative
282,12.0,1.0,18.0,-0.0626913333912817,-0.21659197389489193,weak negative,weak negative
283,12.0,1.0,19.0,-0.03936954829813176,-0.05923706889009356,weak negative,weak negative
284,12.0,1.0,20.0,0.03151477612600603,0.0999028537538196,weak positive,weak positive
285,12.0,1.0,21.0,0.04964869554054949,0.12503210848165763,weak positive,weak positive
286,12.0,1.0,22.0,0.11989937874960116,0.15887337975542504,weak positive,weak positive
287,12.0,1.0,23.0,0.1989022613976417,0.32809856772373647,weak positive,moderate positive
288,13.0,1.0,0.0,0.2552601887480416,0.4241780700025499,weak positive,moderate positive
289,13.0,1.0,1.0,0.2598882204990305,0.49786461460364856,weak positive,moderate positive
290,13.0,1.0,2.0,0.26438916131363444,0.42549633839788675,weak positive,moderate positive
291,13.0,1.0,3.0,0.24716484908283565,0.5539834050865222,weak positive,strong positive
292,13.0,1.0,4.0,0.24045771413785008,0.5473552661093253,weak positive,strong positive
293,13.0,1.0,5.0,0.27946250214358526,0.7061300902635189,weak positive,very strong positive
294,13.0,1.0,6.0,0.28817859288731185,0.7452424572640275,weak positive,very strong positive
295,13.0,1.0,7.0,0.24010062921291425,0.6907069759694837,weak positive,strong positive
296,13.0,1.0,8.0,0.18932436105276185,0.5673776159189347,weak positive,strong positive
297,13.0,1.0,9.0,0.13021681470552837,0.4540611736253096,weak positive,moderate positive
298,13.0,1.0,10.0,0.13246904451557773,0.3393088165236694,weak positive,moderate positive
299,13.0,1.0,11.0,0.11777438266682069,0.3293859083336418,weak positive,moderate positive
300,13.0,1.0,12.0,0.10540937023132217,0.37952090594998866,weak positive,moderate positive
301,13.0,1.0,13.0,0.08227590092015538,0.324496284462891,weak positive,moderate positive
302,13.0,1.0,14.0,-0.011978661434219148,0.2231321225048856,weak negative,weak positive
303,13.0,1.0,15.0,-0.033059384708489105,0.11318329570263036,weak negative,weak positive
304,13.0,1.0,16.0,-0.07886759693110407,-0.0015781745627816424,weak negative,weak negative
305,13.0,1.0,17.0,-0.12305161007890354,0.04258353374786217,weak negative,weak positive
306,13.0,1.0,18.0,-0.08877392058809284,0.055353793746547364,weak negative,weak positive
307,13.0,1.0,19.0,-0.06993021010406154,0.029077358018214372,weak negative,weak positive
308,13.0,1.0,20.0,-0.008425743731793077,0.062385170489104025,weak negative,weak positive
309,13.0,1.0,21.0,0.054810745886428036,0.04965453040981621,weak positive,weak positive
310,13.0,1.0,22.0,0.11005986641532634,0.07401297199247012,weak positive,weak positive
311,13.0,1.0,23.0,0.08597279765212507,0.1454856528364788,weak positive,weak positive
312,14.0,1.0,0.0,0.08002555467184519,0.3544969571882904,weak positive,moderate positive
313,14.0,1.0,1.0,0.023017160763689593,0.27995518482697657,weak positive,weak positive
314,14.0,1.0,2.0,-0.044820835278119364,0.1616702782139471,weak negative,weak positive
315,14.0,1.0,3.0,-0.08782652574690888,0.0031835843558487564,weak negative,weak positive
316,14.0,1.0,4.0,-0.1460868568470347,-0.09768925523144925,weak negative,weak negative
317,14.0,1.0,5.0,-0.17259082376443904,-0.10471883589721565,weak negative,weak negative
318,14.0,1.0,6.0,-0.21470299206441942,-0.12465408402209338,weak negative,weak negative
319,14.0,1.0,7.0,-0.20767677747232,-0.11015140287619063,weak negative,weak negative
320,14.0,1.0,8.0,-0.23989309117164792,-0.19232138177448108,weak negative,weak negative
