,date,month,hour,covariance_value_with_DK1,covariance_value_with_DK2,strength_with_DK1,strength_with_DK2
0,1.0,1.0,0.0,-0.1085210014246345,0.7881797823861041,weak negative,very strong positive
1,1.0,1.0,1.0,-0.1861404295280819,0.811898908652765,weak negative,very strong positive
2,1.0,1.0,2.0,-0.162954268323575,0.7802038725381579,weak negative,very strong positive
3,1.0,1.0,3.0,-0.18878331213798624,0.7879629132559925,weak negative,very strong positive
4,1.0,1.0,4.0,-0.1703598484638559,0.8262224985711997,weak negative,very strong positive
5,1.0,1.0,5.0,-0.10971497146713166,0.7090268696917733,weak negative,very strong positive
6,1.0,1.0,6.0,-0.03355663639518011,0.6534313005394301,weak negative,strong positive
7,1.0,1.0,7.0,-0.061647444871512,0.555604948617697,weak negative,strong positive
8,1.0,1.0,8.0,-0.011717953225628741,-0.38642439471938117,weak negative,moderate negative
9,1.0,1.0,9.0,-0.005428048745756364,-0.5368586948641811,weak negative,strong negative
10,1.0,1.0,10.0,0.05542017602094024,0.6566492133540386,weak positive,strong positive
11,1.0,1.0,11.0,0.08631911543587184,0.5323081453566384,weak positive,strong positive
12,1.0,1.0,12.0,0.008007827200976064,0.4071478027679406,weak positive,moderate positive
13,1.0,1.0,13.0,0.0834457376626023,0.7225067070528234,weak positive,very strong positive
14,1.0,1.0,14.0,0.08785170123968528,0.6053937927964189,weak positive,strong positive
15,1.0,1.0,15.0,0.1714155580909392,0.7945440336723264,weak positive,very strong positive
16,1.0,1.0,16.0,0.19942015018884343,0.7489434544194201,weak positive,very strong positive
17,1.0,1.0,17.0,0.2721789495177596,0.6501522980275387,weak positive,strong positive
18,1.0,1.0,18.0,0.2912570293160066,0.6569139931531726,weak positive,strong positive
19,1.0,1.0,19.0,-0.23162872849233263,-0.6860385849520437,weak negative,strong negative
20,1.0,1.0,20.0,0.17226724947932404,0.5181464539951746,weak positive,strong positive
21,1.0,1.0,21.0,0.11762416857305957,0.44664362905925376,weak positive,moderate positive
22,1.0,1.0,22.0,0.00010926187988577474,0.4462967425815794,weak positive,moderate positive
23,1.0,1.0,23.0,0.018618781656855987,0.2402932103234475,weak positive,weak positive
24,2.0,1.0,0.0,0.04309317334597887,0.331331103312897,weak positive,moderate positive
25,2.0,1.0,1.0,0.0005407831184246481,0.21711399705023957,weak positive,weak positive
26,2.0,1.0,2.0,0.03341541729667444,0.624643081118141,weak positive,strong positive
27,2.0,1.0,3.0,0.10457757488365779,0.9211840528044904,weak positive,very strong positive
28,2.0,1.0,4.0,0.11725761084197084,0.9021245056672635,weak positive,very strong positive
29,2.0,1.0,5.0,0.28160429525320985,0.7758333734300121,weak positive,very strong positive
30,2.0,1.0,6.0,0.37426716389077674,0.6659788297356461,moderate positive,strong positive
31,2.0,1.0,7.0,0.42983923427485093,0.67216167535059,moderate positive,strong positive
32,2.0,1.0,8.0,-0.42220633129971696,-0.7113927696009826,moderate negative,very strong negative
33,2.0,1.0,9.0,-0.3774230316024513,-0.7688518980286979,moderate negative,very strong negative
34,2.0,1.0,10.0,0.33657217659678074,0.7872748262996836,moderate positive,very strong positive
35,2.0,1.0,11.0,0.3006160517320253,0.7860544457834442,moderate positive,very strong positive
36,2.0,1.0,12.0,-0.30878843843827364,-0.7542171125542139,moderate negative,very strong negative
37,2.0,1.0,13.0,-0.32474924025535923,-0.7759673886623224,moderate negative,very strong negative
38,2.0,1.0,14.0,0.3448166140476908,0.8114435590497849,moderate positive,very strong positive
39,2.0,1.0,15.0,-0.400458810859615,-0.9362476951381046,moderate negative,very strong negative
40,2.0,1.0,16.0,0.4551458600706989,0.9818787478400048,moderate positive,very strong positive
41,2.0,1.0,17.0,0.4731499664173326,0.9138473432348995,moderate positive,very strong positive
42,2.0,1.0,18.0,0.4392334951822696,0.893350647599808,moderate positive,very strong positive
43,2.0,1.0,19.0,-0.4003195629202552,-0.8736364328656658,moderate negative,very strong negative
44,2.0,1.0,20.0,0.33867540716166344,0.9049304616232332,moderate positive,very strong positive
45,2.0,1.0,21.0,0.2692588262806713,0.8928443649243415,weak positive,very strong positive
46,2.0,1.0,22.0,0.18726391762387423,0.768232295015401,weak positive,very strong positive
47,2.0,1.0,23.0,0.12333972682740929,0.47801327270354926,weak positive,moderate positive
48,3.0,1.0,0.0,0.059041531546600134,0.19892313040914666,weak positive,weak positive
49,3.0,1.0,1.0,0.052902222338071736,-0.23351350853102873,weak positive,weak negative
50,3.0,1.0,2.0,0.07831693719840288,-0.2321255026156403,weak positive,weak negative
51,3.0,1.0,3.0,0.12107543637235074,-0.09213021591708082,weak positive,weak negative
52,3.0,1.0,4.0,0.23146706878155068,0.6071381030753965,weak positive,strong positive
53,3.0,1.0,5.0,0.3799721413908761,0.6376833957249161,moderate positive,strong positive
54,3.0,1.0,6.0,0.4642974546664599,0.6057110967776052,moderate positive,strong positive
55,3.0,1.0,7.0,0.5057871267499819,0.5697864856861965,strong positive,strong positive
56,3.0,1.0,8.0,-0.5430782205645834,-0.608565975366447,strong negative,strong negative
57,3.0,1.0,9.0,-0.5718752344161865,-0.5395366514296343,strong negative,strong negative
58,3.0,1.0,10.0,0.6368913500083716,0.6016986022460484,strong positive,strong positive
59,3.0,1.0,11.0,-0.5651823438267972,-0.705914395383717,strong negative,very strong negative
60,3.0,1.0,12.0,-0.5460130693433806,-0.7251187691035033,strong negative,very strong negative
61,3.0,1.0,13.0,0.5464165451158545,0.662758652265359,strong positive,strong positive
62,3.0,1.0,14.0,-0.49996773137892936,-0.7124028064906849,moderate negative,very strong negative
63,3.0,1.0,15.0,0.502988411903562,0.7401326000869631,strong positive,very strong positive
64,3.0,1.0,16.0,0.5123477432444392,0.7275370990337997,strong positive,very strong positive
65,3.0,1.0,17.0,0.5107078785500769,0.7170927954916202,strong positive,very strong positive
66,3.0,1.0,18.0,0.3993863417093165,0.7143286545145583,moderate positive,very strong positive
67,3.0,1.0,19.0,-0.39727993686550267,-0.6585072469089195,moderate negative,strong negative
68,3.0,1.0,20.0,-0.36083434499768374,-0.7049629425420302,moderate negative,very strong negative
69,3.0,1.0,21.0,0.3103017972056379,0.7569849276896156,moderate positive,very strong positive
70,3.0,1.0,22.0,0.1277306859487631,0.5804148625568445,weak positive,strong positive
71,3.0,1.0,23.0,0.0459995622579151,0.33658435915135343,weak positive,moderate positive
72,4.0,1.0,0.0,0.010639721510168093,-0.13290233348088226,weak positive,weak negative
73,4.0,1.0,1.0,-0.01713164968224684,-0.39749667085654977,weak negative,moderate negative
74,4.0,1.0,2.0,-0.09226191411090356,-0.20768994441686553,weak negative,weak negative
75,4.0,1.0,3.0,-0.0792179687516483,-0.10155273432821724,weak negative,weak negative
76,4.0,1.0,4.0,-0.019791980257640118,0.17485993803672176,weak negative,weak positive
77,4.0,1.0,5.0,0.10096090255387175,0.14324529220745058,weak positive,weak positive
78,4.0,1.0,6.0,0.17938228749849236,0.04751696832745183,weak positive,weak positive
79,4.0,1.0,7.0,0.18071038697036226,0.002258954328707846,weak positive,weak positive
80,4.0,1.0,8.0,-0.18141327141562724,-0.019321311061654495,weak negative,weak negative
81,4.0,1.0,9.0,-0.12401042894332864,-0.01610359003512247,weak negative,weak negative
82,4.0,1.0,10.0,0.043674398861411334,-0.012196943945791766,weak positive,weak negative
83,4.0,1.0,11.0,-0.00019496860622761347,-0.03457677458089849,weak negative,weak negative
84,4.0,1.0,12.0,0.035016835439146604,-0.014972294748065523,weak positive,weak negative
85,4.0,1.0,13.0,0.02481888021971171,-0.05396507458824058,weak positive,weak negative
86,4.0,1.0,14.0,0.065153867994867,0.04612835630744984,weak positive,weak positive
87,4.0,1.0,15.0,0.10821095379084925,0.24577834555782138,weak positive,weak positive
88,4.0,1.0,16.0,0.16251625007860365,0.36603571339014995,weak positive,moderate positive
89,4.0,1.0,17.0,0.1876743150473115,0.4166407581725769,weak positive,moderate positive
90,4.0,1.0,18.0,0.13052042499521305,0.39350586461968917,weak positive,moderate positive
91,4.0,1.0,19.0,-0.041152141363611394,-0.34295818195064687,weak negative,moderate negative
92,4.0,1.0,20.0,-0.024836587816792377,0.31000871898996407,weak negative,moderate positive
93,4.0,1.0,21.0,-0.04004658444620554,0.1892245076755809,weak negative,weak positive
94,4.0,1.0,22.0,-0.11368135505314741,0.11462844825430632,weak negative,weak positive
95,4.0,1.0,23.0,-0.25019353282717666,-0.18385524002886955,weak negative,weak negative
96,5.0,1.0,0.0,-0.29874748357092873,-0.3637202182586872,weak negative,moderate negative
97,5.0,1.0,1.0,-0.3023511002507395,-0.4045903268782032,moderate negative,moderate negative
98,5.0,1.0,2.0,-0.2598625121067223,-0.44738168585327587,weak negative,moderate negative
99,5.0,1.0,3.0,-0.25857158864675445,-0.40629570403829834,weak negative,moderate negative
100,5.0,1.0,4.0,-0.2338567098336531,-0.3654956626731343,weak negative,moderate negative
101,5.0,1.0,5.0,-0.14314845603724444,-0.28427054029634374,weak negative,weak negative
102,5.0,1.0,6.0,-0.10318411491970358,-0.29002463172557535,weak negative,weak negative
103,5.0,1.0,7.0,-0.0732304340736403,-0.24733890188162672,weak negative,weak negative
104,5.0,1.0,8.0,0.06980900211772331,0.21621498928246666,weak positive,weak positive
105,5.0,1.0,9.0,0.04296387809536731,0.18575705881054166,weak positive,weak positive
106,5.0,1.0,10.0,-0.035580880475508225,-0.22449475916217196,weak negative,weak negative
107,5.0,1.0,11.0,-0.09000153476460467,-0.2869187038052184,weak negative,weak negative
108,5.0,1.0,12.0,-0.1193784366055303,-0.3641901642189448,weak negative,moderate negative
109,5.0,1.0,13.0,-0.19052780819898937,-0.4110354417118741,weak negative,moderate negative
110,5.0,1.0,14.0,-0.19354372953263152,-0.4037326066677219,weak negative,moderate negative
111,5.0,1.0,15.0,-0.11628917103170194,-0.2962859627625287,weak negative,weak negative
112,5.0,1.0,16.0,-0.009967421385530001,-0.17676770298887673,weak negative,weak negative
113,5.0,1.0,17.0,-0.005619405652185161,-0.11862344320557941,weak negative,weak negative
114,5.0,1.0,18.0,-0.04501837449814686,-0.13451217303942833,weak negative,weak negative
115,5.0,1.0,19.0,-0.07828200689520609,-0.2291625131374503,weak negative,weak negative
116,5.0,1.0,20.0,-0.12714275145772266,-0.27883862826140304,weak negative,weak negative
117,5.0,1.0,21.0,-0.16149862663778286,-0.2265229149417322,weak negative,weak negative
118,5.0,1.0,22.0,-0.19185556185736,-0.13220491704997447,weak negative,weak negative
119,5.0,1.0,23.0,-0.229612995250638,-0.2036862893066731,weak negative,weak negative
120,6.0,1.0,0.0,-0.28847268159820694,-0.29660180456571567,weak negative,weak negative
121,6.0,1.0,1.0,0.31357873765349575,0.45373704154439076,moderate positive,moderate positive
122,6.0,1.0,2.0,-0.34079786834364867,-0.3633169368121111,moderate negative,moderate negative
123,6.0,1.0,3.0,-0.28211464980859025,-0.3570291658638793,weak negative,moderate negative
124,6.0,1.0,4.0,-0.4138226760004134,-0.6083590846306373,moderate negative,strong negative
125,6.0,1.0,5.0,-0.4412387083325139,-0.7477091176996331,moderate negative,very strong negative
126,6.0,1.0,6.0,-0.49342584492554226,-0.7600607975485487,moderate negative,very strong negative
127,6.0,1.0,7.0,-0.4716839240874373,-0.781710620635818,moderate negative,very strong negative
128,6.0,1.0,8.0,0.3843800723754105,0.7272578086431521,moderate positive,very strong positive
129,6.0,1.0,9.0,0.3257156791248305,0.7392011218352672,moderate positive,very strong positive
130,6.0,1.0,10.0,-0.25819359520543306,-0.7456307649215003,weak negative,very strong negative
131,6.0,1.0,11.0,-0.23223457307338752,-0.7296676253766821,weak negative,very strong negative
132,6.0,1.0,12.0,-0.20285655374822953,-0.6528837553198263,weak negative,strong negative
133,6.0,1.0,13.0,-0.11793284080473457,-0.5432855823451241,weak negative,strong negative
134,6.0,1.0,14.0,-0.1551826185621858,-0.5035184016283307,weak negative,strong negative
135,6.0,1.0,15.0,-0.1151362126163298,-0.3500918766238757,weak negative,moderate negative
136,6.0,1.0,16.0,-0.007344267650746153,-0.20794255043985677,weak negative,weak negative
137,6.0,1.0,17.0,0.02828060926413406,-0.11918647093955942,weak positive,weak negative
138,6.0,1.0,18.0,0.015588188874222295,-0.112139419540085,weak positive,weak negative
139,6.0,1.0,19.0,0.016221788206709845,-0.10168680690077608,weak positive,weak negative
140,6.0,1.0,20.0,0.028824231067192514,-0.10842359554740261,weak positive,weak negative
141,6.0,1.0,21.0,-0.010391657010757435,-0.2061748381064006,weak negative,weak negative
142,6.0,1.0,22.0,0.010328932637713409,-0.1873181261370105,weak positive,weak negative
143,6.0,1.0,23.0,-0.020309737103590506,-0.318471292598412,weak negative,moderate negative
144,7.0,1.0,0.0,-0.02765279356699038,-0.4206214004532421,weak negative,moderate negative
145,7.0,1.0,1.0,-0.020747113667627437,-0.28537349385577926,weak negative,weak negative
146,7.0,1.0,2.0,-0.026756202707753446,-0.24264084684096024,weak negative,weak negative
147,7.0,1.0,3.0,0.025375867589986098,-0.1236744534995097,weak positive,weak negative
148,7.0,1.0,4.0,0.10068273092135363,0.0046724096402591675,weak positive,weak positive
149,7.0,1.0,5.0,0.15526250550474813,0.034546955816432745,weak positive,weak positive
150,7.0,1.0,6.0,0.22418027809229366,0.04995429013085989,weak positive,weak positive
151,7.0,1.0,7.0,0.24609817672325626,0.06424237659126036,weak positive,weak positive
152,7.0,1.0,8.0,-0.2842954600605636,-0.10716889778373723,weak negative,weak negative
153,7.0,1.0,9.0,-0.24668495337013585,-0.050859436946403824,weak negative,weak negative
154,7.0,1.0,10.0,0.17952259371860416,-0.05386464000669983,weak positive,weak negative
155,7.0,1.0,11.0,0.1045590210083207,-0.007805723283578536,weak positive,weak negative
156,7.0,1.0,12.0,0.11182234914571905,0.020106360125786482,weak positive,weak positive
157,7.0,1.0,13.0,-0.14279885944679965,-0.06844945873332225,weak negative,weak negative
158,7.0,1.0,14.0,0.20947193677444076,0.10686285992550487,weak positive,weak positive
159,7.0,1.0,15.0,0.3096444868728872,0.3591910958623147,moderate positive,moderate positive
160,7.0,1.0,16.0,0.3908157393683939,0.5053144100391384,moderate positive,strong positive
161,7.0,1.0,17.0,0.4102534027041946,0.5305731195323126,moderate positive,strong positive
162,7.0,1.0,18.0,0.42691119050419946,0.5778218487136878,moderate positive,strong positive
163,7.0,1.0,19.0,0.40165532557447636,0.6345482887436574,moderate positive,strong positive
164,7.0,1.0,20.0,0.3344906739248749,0.6221172249134008,moderate positive,strong positive
165,7.0,1.0,21.0,0.2697278617923323,0.4195228631116664,weak positive,moderate positive
166,7.0,1.0,22.0,0.15651164643462318,0.1451731960450896,weak positive,weak positive
167,7.0,1.0,23.0,0.12909053235043477,0.006013953891368995,weak positive,weak positive
168,8.0,1.0,0.0,0.10834223411237279,-0.07752467118731984,weak positive,weak negative
169,8.0,1.0,1.0,0.07480897686216173,0.05977868868726241,weak positive,weak positive
170,8.0,1.0,2.0,0.1241000795554609,0.12786777250006848,weak positive,weak positive
171,8.0,1.0,3.0,0.164647915361255,0.4579221383394284,weak positive,moderate positive
172,8.0,1.0,4.0,0.35479288993182967,0.6897216670562845,moderate positive,strong positive
173,8.0,1.0,5.0,0.561681549569485,0.9168896820997445,strong positive,very strong positive
174,8.0,1.0,6.0,0.6566605309475438,0.9253101272299796,strong positive,very strong positive
175,8.0,1.0,7.0,0.6780727297543587,0.9130653418117457,strong positive,very strong positive
176,8.0,1.0,8.0,-0.6791952575974265,-0.894644979501234,strong negative,very strong negative
177,8.0,1.0,9.0,-0.679009931473404,-0.8469707210785407,strong negative,very strong negative
178,8.0,1.0,10.0,0.6533732504041712,0.8063551119573262,strong positive,very strong positive
179,8.0,1.0,11.0,0.6678123752600102,0.8158288102361722,strong positive,very strong positive
180,8.0,1.0,12.0,0.6939785500377962,0.8195171767189275,strong positive,very strong positive
181,8.0,1.0,13.0,0.7222180395613391,0.8627585243356477,very strong positive,very strong positive
182,8.0,1.0,14.0,0.7043804766429784,0.8760904587965761,very strong positive,very strong positive
183,8.0,1.0,15.0,0.7330582769112144,0.8692553579580742,very strong positive,very strong positive
184,8.0,1.0,16.0,0.7201693285563184,0.8943691237899425,very strong positive,very strong positive
185,8.0,1.0,17.0,0.7024189291877356,0.8425416815730123,very strong positive,very strong positive
186,8.0,1.0,18.0,0.7417249942936017,0.8354191573515677,very strong positive,very strong positive
187,8.0,1.0,19.0,-0.7130672412854274,-0.723847211388841,very strong negative,very strong negative
188,8.0,1.0,20.0,0.6497628812717398,0.6649786772463125,strong positive,strong positive
189,8.0,1.0,21.0,0.6186150525113077,0.2746494871551337,strong positive,weak positive
190,8.0,1.0,22.0,0.4927246923431492,-0.13911093291651405,moderate positive,weak negative
191,8.0,1.0,23.0,0.3511161582587468,-0.14381491828608486,moderate positive,weak negative
192,9.0,1.0,0.0,0.2294851348277773,-0.29475366543195763,weak positive,weak negative
193,9.0,1.0,1.0,0.21278889396674777,-0.35459437040824804,weak positive,moderate negative
194,9.0,1.0,2.0,0.18238081370389275,-0.39023124038573775,weak positive,moderate negative
195,9.0,1.0,3.0,0.21574811438064556,-0.3227463648421312,weak positive,moderate negative
196,9.0,1.0,4.0,0.3756816102147813,-0.1710434272747149,moderate positive,weak negative
197,9.0,1.0,5.0,0.4778776154436447,0.18545066794821652,moderate positive,weak positive
198,9.0,1.0,6.0,0.5269515075228257,0.4040328694273748,strong positive,moderate positive
199,9.0,1.0,7.0,0.5259840948987347,0.3356120532358471,strong positive,moderate positive
200,9.0,1.0,8.0,-0.47835326098656256,-0.38710092084529596,moderate negative,moderate negative
201,9.0,1.0,9.0,-0.48561840877307927,-0.5081284490029421,moderate negative,strong negative
202,9.0,1.0,10.0,0.45606430570880563,0.33350944287877593,moderate positive,moderate positive
203,9.0,1.0,11.0,0.46587905117322603,0.23849411705608436,moderate positive,weak positive
204,9.0,1.0,12.0,-0.45827034001100336,-0.30268537840904547,moderate negative,moderate negative
205,9.0,1.0,13.0,0.4463996363113232,0.3271541762661808,moderate positive,moderate positive
206,9.0,1.0,14.0,0.44953098011274806,0.3885391076304812,moderate positive,moderate positive
207,9.0,1.0,15.0,0.4726125367856371,0.48297803857026667,moderate positive,moderate positive
208,9.0,1.0,16.0,0.5223430255420028,0.5907185217028026,strong positive,strong positive
209,9.0,1.0,17.0,0.5185644729431199,0.5846842408360754,strong positive,strong positive
210,9.0,1.0,18.0,0.5536475092215344,0.4893524319839327,strong positive,moderate positive
211,9.0,1.0,19.0,-0.47419285128480404,-0.33673006331397204,moderate negative,moderate negative
212,9.0,1.0,20.0,0.3850497004785452,0.26294274425157654,moderate positive,weak positive
213,9.0,1.0,21.0,0.3227098079575425,-0.23882633608305676,moderate positive,weak negative
214,9.0,1.0,22.0,0.22908758568581195,-0.39148745468292134,weak positive,moderate negative
215,9.0,1.0,23.0,0.18191355543821341,-0.4195174870641836,weak positive,moderate negative
216,10.0,1.0,0.0,0.09166355567830373,-0.5279999558980593,weak positive,strong negative
217,10.0,1.0,1.0,0.10648673163948366,-0.39142112994238165,weak positive,moderate negative
218,10.0,1.0,2.0,-0.22015268386202913,0.30853226563262937,weak negative,moderate positive
219,10.0,1.0,3.0,0.3009148241790271,0.03153944639616971,moderate positive,weak positive
220,10.0,1.0,4.0,0.40960963550867235,0.22387916649813494,moderate positive,weak positive
221,10.0,1.0,5.0,0.48412981169854535,0.3546639711600762,moderate positive,moderate positive
222,10.0,1.0,6.0,0.5442805171403065,0.3901178578616524,strong positive,moderate positive
223,10.0,1.0,7.0,0.5197132533442625,0.4111756431324136,strong positive,moderate positive
224,10.0,1.0,8.0,-0.5839600727920247,-0.44813242453065627,strong negative,moderate negative
225,10.0,1.0,9.0,-0.6280940172483965,-0.5237995198010434,strong negative,strong negative
226,10.0,1.0,10.0,0.6071459903258685,0.5855042283335081,strong positive,strong positive
227,10.0,1.0,11.0,0.6063158031013525,0.7030463047967237,strong positive,very strong positive
228,10.0,1.0,12.0,0.5433745128949573,0.612573948743416,strong positive,strong positive
229,10.0,1.0,13.0,0.547264562650867,0.6650955507520695,strong positive,strong positive
230,10.0,1.0,14.0,-0.4714044783532245,-0.6390169757314708,moderate negative,strong negative
231,10.0,1.0,15.0,0.43574101399760967,0.5895409821581901,moderate positive,strong positive
232,10.0,1.0,16.0,0.5083756081503121,0.6031601152158753,strong positive,strong positive
233,10.0,1.0,17.0,0.5088152194858718,0.5183646285595203,strong positive,strong positive
234,10.0,1.0,18.0,0.49434442399042966,0.4957360579451683,moderate positive,moderate positive
235,10.0,1.0,19.0,-0.3982231876249157,-0.3671183422209705,moderate negative,moderate negative
236,10.0,1.0,20.0,0.3315987574001965,0.2721890703087034,moderate positive,weak positive
237,10.0,1.0,21.0,0.17953826479846316,0.18381287242709876,weak positive,weak positive
238,10.0,1.0,22.0,0.035756490987350675,-0.03570072086239581,weak positive,weak negative
239,10.0,1.0,23.0,-0.17698174656864105,-0.34092300022956645,weak negative,moderate negative
240,11.0,1.0,0.0,-0.22157033091846012,-0.5751317938944073,weak negative,strong negative
241,11.0,1.0,1.0,-0.20580771250201949,-0.6492301764926681,weak negative,strong negative
242,11.0,1.0,2.0,-0.18336606926829177,-0.5245822975010945,weak negative,strong negative
243,11.0,1.0,3.0,-0.11092868474471979,-0.346781508560124,weak negative,moderate negative
244,11.0,1.0,4.0,-0.0981282937680816,-0.19200439660715857,weak negative,weak negative
245,11.0,1.0,5.0,0.10963929821712784,-0.007259226285001669,weak positive,weak negative
246,11.0,1.0,6.0,0.2098412123351469,0.049381632751213045,weak positive,weak positive
247,11.0,1.0,7.0,0.23205453353206965,0.0337822066008507,weak positive,weak positive
248,11.0,1.0,8.0,-0.19457485434437208,-0.0291571973964129,weak negative,weak negative
249,11.0,1.0,9.0,-0.22245721010980493,-0.026008617405707757,weak negative,weak negative
250,11.0,1.0,10.0,0.2726729636865583,0.07678328272857818,weak positive,weak positive
251,11.0,1.0,11.0,0.2505942552713194,0.0343226583428442,weak positive,weak positive
252,11.0,1.0,12.0,0.09178523302896346,0.05583012362279409,weak positive,weak positive
253,11.0,1.0,13.0,0.07353670380257726,0.02276087442646771,weak positive,weak positive
254,11.0,1.0,14.0,0.11101525785424735,0.07156393895352087,weak positive,weak positive
255,11.0,1.0,15.0,0.20434419029817313,0.07771820502630428,weak positive,weak positive
256,11.0,1.0,16.0,0.24566773716646448,0.09267023283715028,weak positive,weak positive
257,11.0,1.0,17.0,0.21836926054451272,0.17839416408778538,weak positive,weak positive
258,11.0,1.0,18.0,0.21351739553961094,0.19274675194780047,weak positive,weak positive
259,11.0,1.0,19.0,-0.17355432222573283,-0.09267698210010245,weak negative,weak negative
260,11.0,1.0,20.0,0.1368677877586798,-0.14411667122310784,weak positive,weak negative
261,11.0,1.0,21.0,0.044025684811592414,-0.21738541307888953,weak positive,weak negative
262,11.0,1.0,22.0,-0.056371880382237366,-0.2505378096015657,weak negative,weak negative
263,11.0,1.0,23.0,-0.19044331130838305,-0.5566668136892651,weak negative,strong negative
264,12.0,1.0,0.0,-0.1990190288609957,-0.7545423796765764,weak negative,very strong negative
265,12.0,1.0,1.0,-0.2182596991387775,-0.6689221443437233,weak negative,strong negative
266,12.0,1.0,2.0,-0.20486164210301785,-0.6226353456483732,weak negative,strong negative
267,12.0,1.0,3.0,-0.15625551912071145,-0.4626031698300144,weak negative,moderate negative
268,12.0,1.0,4.0,-0.13995951746405433,-0.39041181556142557,weak negative,moderate negative
269,12.0,1.0,5.0,-0.08534091584364906,-0.32704039429440646,weak negative,moderate negative
270,12.0,1.0,6.0,-0.015290588818330259,-0.29018097465974935,weak negative,weak negative
271,12.0,1.0,7.0,-0.013552712711803666,-0.27940823622774597,weak negative,weak negative
272,12.0,1.0,8.0,0.024621604134302977,0.2592036920379592,weak positive,weak positive
273,12.0,1.0,9.0,0.06145637385956057,0.25545435397124955,weak positive,weak positive
274,12.0,1.0,10.0,-0.022926616559270946,-0.30643188622377,weak negative,moderate negative
275,12.0,1.0,11.0,-0.06288399100824815,-0.2475739721681462,weak negative,weak negative
276,12.0,1.0,12.0,0.1092031736791822,0.19652247758031197,weak positive,weak positive
277,12.0,1.0,13.0,-0.09595378174165575,-0.15223437154547714,weak negative,weak negative
278,12.0,1.0,14.0,-0.07647164932718303,-0.01812082967039519,weak negative,weak negative
279,12.0,1.0,15.0,0.055659596594783034,0.0658169255429237,weak positive,weak positive
280,12.0,1.0,16.0,0.10933112243755443,0.05872450674182461,weak positive,weak positive
281,12.0,1.0,17.0,0.11431877760794182,0.13217191313897284,weak positive,weak positive
282,12.0,1.0,18.0,0.062368672766434846,0.21684516754067334,weak positive,weak positive
283,12.0,1.0,19.0,0.03869517470678138,0.0590871992606522,weak positive,weak positive
284,12.0,1.0,20.0,-0.03151477612600595,-0.0999028537538196,weak negative,weak negative
285,12.0,1.0,21.0,-0.04964869554054946,-0.12503210848165766,weak negative,weak negative
286,12.0,1.0,22.0,-0.11989937874960108,-0.15887337975542504,weak negative,weak negative
287,12.0,1.0,23.0,-0.1972726187120072,-0.3271158685327771,weak negative,moderate negative
288,13.0,1.0,0.0,-0.254067451760034,-0.42460848239683674,weak negative,moderate negative
289,13.0,1.0,1.0,-0.2598882204990304,-0.4978646146036485,weak negative,moderate negative
290,13.0,1.0,2.0,-0.2669615638397863,-0.4274351757986031,weak negative,moderate negative
291,13.0,1.0,3.0,-0.24582948244699496,-0.5535320105892897,weak negative,strong negative
292,13.0,1.0,4.0,-0.2404577141378501,-0.5473552661093253,weak negative,strong negative
293,13.0,1.0,5.0,-0.27882022094160924,-0.705985601846622,weak negative,very strong negative
294,13.0,1.0,6.0,-0.2881686097901429,-0.7452558124321231,weak negative,very strong negative
295,13.0,1.0,7.0,-0.24010436349486003,-0.6906692101873754,weak negative,strong negative
296,13.0,1.0,8.0,0.18943537732114776,0.567481459552525,weak positive,strong positive
297,13.0,1.0,9.0,0.13009609920607834,0.45443169089756325,weak positive,moderate positive
298,13.0,1.0,10.0,-0.13229541054703936,-0.3392126101423784,weak negative,moderate negative
299,13.0,1.0,11.0,-0.11777438266682064,-0.3293859083336418,weak negative,moderate negative
300,13.0,1.0,12.0,-0.10607773878326313,-0.3799642639911858,weak negative,moderate negative
301,13.0,1.0,13.0,-0.08155063242570781,-0.3240257345577088,weak negative,moderate negative
302,13.0,1.0,14.0,0.013765331122815694,-0.22052448142873485,weak positive,weak negative
303,13.0,1.0,15.0,0.03321383136741116,-0.114211270719556,weak positive,weak negative
304,13.0,1.0,16.0,0.07873667143687933,0.0016172786574751852,weak positive,weak positive
305,13.0,1.0,17.0,0.12305161007890356,-0.04258353374786211,weak positive,weak negative
306,13.0,1.0,18.0,0.08914214292597522,-0.05523083212021557,weak positive,weak negative
307,13.0,1.0,19.0,-0.06983778216828627,0.02714660169397104,weak negative,weak positive
308,13.0,1.0,20.0,0.007448473794218834,-0.06344931050220887,weak positive,weak negative
309,13.0,1.0,21.0,0.05481074588642822,0.049654530409816156,weak positive,weak positive
310,13.0,1.0,22.0,-0.11005986641532645,-0.07401297199247017,weak negative,weak negative
311,13.0,1.0,23.0,0.08597279765212507,0.14548565283647846,weak positive,weak positive
312,14.0,1.0,0.0,-0.07962951083435427,-0.3543065723450294,weak negative,moderate negative
313,14.0,1.0,1.0,-0.02169724923789504,-0.2791618788902238,weak negative,weak negative
314,14.0,1.0,2.0,0.044331950686826826,-0.1620797522564827,weak positive,weak negative
315,14.0,1.0,3.0,0.08782652574690886,-0.003183584355848784,weak positive,weak negative
316,14.0,1.0,4.0,0.14473677088184464,0.09688252660680235,weak positive,weak positive
317,14.0,1.0,5.0,0.1725908237644391,0.10471883589721559,weak positive,weak positive
318,14.0,1.0,6.0,0.214614665012291,0.12464994504661214,weak positive,weak positive
319,14.0,1.0,7.0,0.20777719310302922,0.1102564618579307,weak positive,weak positive
320,14.0,1.0,8.0,-0.23989309117164792,-0.19232138177448124,weak negative,weak negative
