,values,date,month,year,hour
0,4428.0,1,1,2023,0
1,4220.0,1,1,2023,1
2,4084.0,1,1,2023,2
3,6180.0,1,1,2023,3
4,4300.0,1,1,2023,4
5,4152.0,1,1,2023,5
6,19092.0,1,1,2023,6
7,18404.0,1,1,2023,7
8,5528.0,1,1,2023,8
9,5928.0,1,1,2023,9
10,6616.0,1,1,2023,10
11,100000.0,1,1,2023,11
12,9232.0,1,1,2023,12
13,6016.0,1,1,2023,13
14,9012.0,1,1,2023,14
15,9148.0,1,1,2023,15
16,27212.0,1,1,2023,16
17,31684.0,1,1,2023,17
18,188800.0,1,1,2023,18
19,4364.0,1,1,2023,19
20,5964.0,1,1,2023,20
21,4068.0,1,1,2023,21
22,43200.0,1,1,2023,22
23,6012.0,1,1,2023,23
24,3976.0,2,1,2023,0
25,4184.0,2,1,2023,1
26,6500.0,2,1,2023,2
27,4196.0,2,1,2023,3
28,5112.0,2,1,2023,4
29,5232.0,2,1,2023,5
30,19572.0,2,1,2023,6
31,23872.0,2,1,2023,7
32,7936.0,2,1,2023,8
33,7780.0,2,1,2023,9
34,6052.0,2,1,2023,10
35,7888.0,2,1,2023,11
36,4724.0,2,1,2023,12
37,5148.0,2,1,2023,13
38,99200.0,2,1,2023,14
39,4940.0,2,1,2023,15
40,11976.0,2,1,2023,16
41,25192.0,2,1,2023,17
42,18548.0,2,1,2023,18
43,4364.0,2,1,2023,19
44,4532.0,2,1,2023,20
45,4356.0,2,1,2023,21
46,6104.0,2,1,2023,22
47,4372.0,2,1,2023,23
48,4516.0,3,1,2023,0
49,6136.0,3,1,2023,1
50,4100.0,3,1,2023,2
51,4156.0,3,1,2023,3
52,4384.0,3,1,2023,4
53,11416.0,3,1,2023,5
54,19188.0,3,1,2023,6
55,20228.0,3,1,2023,7
56,5996.0,3,1,2023,8
57,6712.0,3,1,2023,9
58,5496.0,3,1,2023,10
59,5224.0,3,1,2023,11
60,5912.0,3,1,2023,12
61,6428.0,3,1,2023,13
62,5032.0,3,1,2023,14
63,5796.0,3,1,2023,15
64,18916.0,3,1,2023,16
65,32516.0,3,1,2023,17
66,17512.0,3,1,2023,18
67,4484.0,3,1,2023,19
68,4448.0,3,1,2023,20
69,45599.99999999999,3,1,2023,21
70,4512.0,3,1,2023,22
71,6432.0,3,1,2023,23
72,4740.0,4,1,2023,0
73,4328.0,4,1,2023,1
74,4340.0,4,1,2023,2
75,4220.0,4,1,2023,3
76,6104.0,4,1,2023,4
77,4452.0,4,1,2023,5
78,19628.0,4,1,2023,6
79,218000.0,4,1,2023,7
80,9204.0,4,1,2023,8
81,5776.0,4,1,2023,9
82,56400.0,4,1,2023,10
83,10588.0,4,1,2023,11
84,9232.0,4,1,2023,12
85,5188.0,4,1,2023,13
86,5904.0,4,1,2023,14
87,5884.0,4,1,2023,15
88,21188.0,4,1,2023,16
89,25356.0,4,1,2023,17
90,16740.0,4,1,2023,18
91,4236.0,4,1,2023,19
92,64400.00000000001,4,1,2023,20
93,4572.0,4,1,2023,21
94,4476.0,4,1,2023,22
95,42400.0,4,1,2023,23
96,4248.0,5,1,2023,0
97,11668.0,5,1,2023,1
98,5296.0,5,1,2023,2
99,4316.0,5,1,2023,3
100,6616.0,5,1,2023,4
101,4648.0,5,1,2023,5
102,19388.0,5,1,2023,6
103,18076.0,5,1,2023,7
104,4944.0,5,1,2023,8
105,6660.0,5,1,2023,9
106,7424.0,5,1,2023,10
107,7304.0,5,1,2023,11
108,4464.0,5,1,2023,12
109,6208.0,5,1,2023,13
110,7392.0,5,1,2023,14
111,6864.0,5,1,2023,15
112,23292.0,5,1,2023,16
113,26744.0,5,1,2023,17
114,17068.0,5,1,2023,18
115,8012.0,5,1,2023,19
116,6656.0,5,1,2023,20
117,4488.0,5,1,2023,21
118,6516.0,5,1,2023,22
119,4496.0,5,1,2023,23
120,4408.0,6,1,2023,0
121,4656.0,6,1,2023,1
122,4008.0,6,1,2023,2
123,3976.0,6,1,2023,3
124,108000.0,6,1,2023,4
125,6148.0,6,1,2023,5
126,19152.0,6,1,2023,6
127,22492.0,6,1,2023,7
128,7824.0,6,1,2023,8
129,5064.0,6,1,2023,9
130,8984.0,6,1,2023,10
131,10968.0,6,1,2023,11
132,9272.0,6,1,2023,12
133,6696.0,6,1,2023,13
134,5652.0,6,1,2023,14
135,7316.0,6,1,2023,15
136,146800.0,6,1,2023,16
137,25852.0,6,1,2023,17
138,16536.0,6,1,2023,18
139,6656.0,6,1,2023,19
140,4536.0,6,1,2023,20
141,4460.0,6,1,2023,21
142,6116.0,6,1,2023,22
143,4092.0,6,1,2023,23
144,4424.0,7,1,2023,0
145,6164.0,7,1,2023,1
146,4136.0,7,1,2023,2
147,6568.0,7,1,2023,3
148,4436.0,7,1,2023,4
149,5212.0,7,1,2023,5
150,20568.0,7,1,2023,6
151,15460.0,7,1,2023,7
152,7656.0,7,1,2023,8
153,52000.0,7,1,2023,9
154,13988.0,7,1,2023,10
155,20808.0,7,1,2023,11
156,93600.0,7,1,2023,12
157,60400.0,7,1,2023,13
158,6456.0,7,1,2023,14
159,10628.0,7,1,2023,15
160,25444.0,7,1,2023,16
161,22764.0,7,1,2023,17
162,16596.0,7,1,2023,18
163,10180.0,7,1,2023,19
164,4484.0,7,1,2023,20
165,4356.0,7,1,2023,21
166,4384.0,7,1,2023,22
167,6260.0,7,1,2023,23
168,4428.0,8,1,2023,0
169,4220.0,8,1,2023,1
170,4084.0,8,1,2023,2
171,6180.0,8,1,2023,3
172,4300.0,8,1,2023,4
173,4152.0,8,1,2023,5
174,19092.0,8,1,2023,6
175,18404.0,8,1,2023,7
176,5528.0,8,1,2023,8
177,5928.0,8,1,2023,9
178,6616.0,8,1,2023,10
179,100000.0,8,1,2023,11
180,9232.0,8,1,2023,12
181,6016.0,8,1,2023,13
182,9012.0,8,1,2023,14
183,9148.0,8,1,2023,15
184,27212.0,8,1,2023,16
185,31684.0,8,1,2023,17
186,188800.0,8,1,2023,18
187,4364.0,8,1,2023,19
188,5964.0,8,1,2023,20
189,4068.0,8,1,2023,21
190,43200.0,8,1,2023,22
191,6012.0,8,1,2023,23
192,3976.0,9,1,2023,0
193,4184.0,9,1,2023,1
194,6500.0,9,1,2023,2
195,4196.0,9,1,2023,3
196,5112.0,9,1,2023,4
197,5232.0,9,1,2023,5
198,19572.0,9,1,2023,6
199,23872.0,9,1,2023,7
200,7936.0,9,1,2023,8
201,7780.0,9,1,2023,9
202,6052.0,9,1,2023,10
203,7888.0,9,1,2023,11
204,4724.0,9,1,2023,12
205,5148.0,9,1,2023,13
206,99200.0,9,1,2023,14
207,4940.0,9,1,2023,15
208,11976.0,9,1,2023,16
209,25192.0,9,1,2023,17
210,18548.0,9,1,2023,18
211,4364.0,9,1,2023,19
212,4532.0,9,1,2023,20
213,4356.0,9,1,2023,21
214,6104.0,9,1,2023,22
215,4372.0,9,1,2023,23
216,4516.0,10,1,2023,0
217,6136.0,10,1,2023,1
218,4100.0,10,1,2023,2
219,4156.0,10,1,2023,3
220,4384.0,10,1,2023,4
221,11416.0,10,1,2023,5
222,19188.0,10,1,2023,6
223,20228.0,10,1,2023,7
224,5996.0,10,1,2023,8
225,6712.0,10,1,2023,9
226,5496.0,10,1,2023,10
227,5224.0,10,1,2023,11
228,5912.0,10,1,2023,12
229,6428.0,10,1,2023,13
230,5032.0,10,1,2023,14
231,5796.0,10,1,2023,15
232,18916.0,10,1,2023,16
233,32516.0,10,1,2023,17
234,17512.0,10,1,2023,18
235,4484.0,10,1,2023,19
236,4448.0,10,1,2023,20
237,45599.99999999999,10,1,2023,21
238,4512.0,10,1,2023,22
239,6432.0,10,1,2023,23
240,4740.0,11,1,2023,0
241,4328.0,11,1,2023,1
242,4340.0,11,1,2023,2
243,4220.0,11,1,2023,3
244,6104.0,11,1,2023,4
245,4452.0,11,1,2023,5
246,19628.0,11,1,2023,6
247,218000.0,11,1,2023,7
248,9204.0,11,1,2023,8
249,5776.0,11,1,2023,9
250,56400.0,11,1,2023,10
251,10588.0,11,1,2023,11
252,9232.0,11,1,2023,12
253,5188.0,11,1,2023,13
254,5904.0,11,1,2023,14
255,5884.0,11,1,2023,15
256,21188.0,11,1,2023,16
257,25356.0,11,1,2023,17
258,16740.0,11,1,2023,18
259,4236.0,11,1,2023,19
260,64400.00000000001,11,1,2023,20
261,4572.0,11,1,2023,21
262,4476.0,11,1,2023,22
263,42400.0,11,1,2023,23
264,4248.0,12,1,2023,0
265,11668.0,12,1,2023,1
266,5296.0,12,1,2023,2
267,4316.0,12,1,2023,3
268,6616.0,12,1,2023,4
269,4648.0,12,1,2023,5
270,19388.0,12,1,2023,6
271,18076.0,12,1,2023,7
272,4944.0,12,1,2023,8
273,6660.0,12,1,2023,9
274,7424.0,12,1,2023,10
275,7304.0,12,1,2023,11
276,4464.0,12,1,2023,12
277,6208.0,12,1,2023,13
278,7392.0,12,1,2023,14
279,6864.0,12,1,2023,15
280,23292.0,12,1,2023,16
281,26744.0,12,1,2023,17
282,17068.0,12,1,2023,18
283,8012.0,12,1,2023,19
284,6656.0,12,1,2023,20
285,4488.0,12,1,2023,21
286,6516.0,12,1,2023,22
287,4496.0,12,1,2023,23
288,4408.0,13,1,2023,0
